P,n,Paper,Min Time,Time opt,mtpa
1000,300,754585.2297905079,789830.5190178312,628179.5328494752,1.201225430519275
3900,300,201937.24771045236,267409.72352434194,161071.67508960902,1.253710483845832
2100,100,126088.57260303978,150010.9161814274,96617.8227975813,1.3050239485027626
1000,300,701811.2855493526,737508.6968875446,596439.86854727,1.1766672929808206
3800,400,243903.20460520426,360646.50361337315,208034.04181266908,1.1724196793947537
1000,300,749703.0859715929,759126.3754855675,632082.5874671788,1.186084066918742
3900,300,216843.95800796963,287335.9674776062,152933.29962750513,1.417898904529816
3800,500,330662.99213441426,459511.48981307785,268813.6483191662,1.230082602583532
2100,100,138557.14263457674,192244.3131681595,94338.99683431353,1.4687154547331367
2100,100,131462.3491795345,212980.88714064736,96898.28004180182,1.3567046713607485
1000,300,697800.4563974801,739902.5599364869,595207.9080720091,1.1723642225416453
3200,600,431183.33413574373,681161.6833942512,380040.3014824865,1.1345726557256035
2100,300,357025.34976552293,457651.7137362188,299133.11088070244,1.193533369523605
2100,100,128880.60792284695,207099.12495022477,96931.99974023178,1.3295981540485524
4200,300,200594.5350041723,236320.5491412232,149566.55544035122,1.3411723925418046
5000,300,180310.5208351725,208684.2332199923,142348.1066563424,1.2666871732300535
2100,100,125714.82539280613,143226.12577262113,99439.92348568245,1.2642289031015475
5000,400,194675.61776616846,218121.5409274138,158105.8717776285,1.2312991008959762
3100,400,290860.52515928476,453045.2399334286,255009.4706090782,1.1405871494285211
2100,100,143476.68440922035,149830.47928972566,87846.2702907037,1.6332700743517363
1000,300,717968.0044741018,728366.2060561286,605314.1231729104,1.1861081329321823
3900,300,206506.6756236816,268981.4779904713,162072.45832491765,1.2741626662420562
3800,400,238683.98668165164,348942.5068622885,200337.54712660355,1.1914091497327508
1000,300,656145.6367501239,685757.2504513687,546445.8386796751,1.2007514566045665
2100,300,334879.82203796925,463218.7630113012,284018.98502250947,1.1790754833217536
1000,300,699947.5061609528,699790.2766070304,598673.2056853285,1.1691645784609503
2100,100,157091.76798415044,184535.03779283277,96986.26142741814,1.6197321731151955
3000,800,625592.8878289497,895681.8378049638,544550.6792917532,1.1488239967721656
3900,300,215026.3504966411,296896.0700785517,152617.41232615616,1.4089241012494158
3800,500,338433.9214613084,468646.45145087445,262763.8247478427,1.2879776041701378
1000,300,718500.384190441,773085.0651688618,606581.096399508,1.1845083673976224
3200,600,435145.51549549616,676385.005075806,382232.5485887891,1.1384313478851105
3800,400,262412.9176453714,365472.5580799722,208099.8665350433,1.2609951270736734
1000,300,712745.3292198672,740555.2430179161,604491.4614323587,1.1790825424249964
3900,300,197329.08532253036,242357.88856346122,155208.7495315155,1.2713786169797228
4200,300,209699.64264049812,240475.1655251428,148288.0517849619,1.414137148046098
2100,100,135478.49519544825,141874.3618100811,94700.98331528656,1.4305922753135702
1000,300,720620.5882171246,760712.1114371998,618739.2639988627,1.164659542631594
3800,400,249260.60958822505,360179.69649356743,205457.75178854886,1.2131964231982681
3800,500,319005.0924567006,434871.6695410021,257094.22960689774,1.2408100055161322
3900,300,186530.56268348297,273449.6761584153,144863.04739585196,1.2876338447704376
5000,300,189280.85007210748,198024.69658006902,148288.0517849619,1.2764403321353954
2100,100,117614.19730211076,171663.24509544883,89852.75032710702,1.3089660235656537
