P,n,Paper,Min Time,Time opt,mtpa
200,100,1120840.6642145594,1025215.9451056282,1014487.1393746038,1.1048347689311457
200,100,1069129.4812108092,1020213.1882779832,990559.4667602922,1.0793188264683258
1200,200,362909.1284312482,381578.0699472358,336394.2692072194,1.0788207815980824
4300,100,65749.47682842832,70927.53719288454,47185.44834300483,1.3934269809301405
200,100,1134259.2438068425,1039707.8625442224,1017431.9404389191,1.114825669142571
2000,200,217611.45286665403,275488.55266870704,201836.56152433166,1.0781567582363947
1200,200,399646.11352253973,461832.407589986,357874.9805474889,1.1167199028866113
4300,100,88567.16114718406,89533.22333921422,82739.16147748545,1.0704382249665956
200,100,1106877.217079193,1039419.3832380222,1017785.9972724338,1.0875343343743331
2100,400,409022.18900167977,588845.8119345156,376442.5518514964,1.0865461064110409
1200,200,385034.47755891865,465066.2779288575,338482.57034228096,1.1375311797282897
200,100,1117972.3829148272,1045505.9972378192,1044119.1965996657,1.07073252417509
2000,200,242284.43325545732,362117.23306188924,214724.98832849332,1.1283476373266936
4300,100,67439.8739817705,78104.9844530131,54290.25884700422,1.2422094757702908
200,400,4159014.3782711052,3975616.416267133,3952646.7944407123,1.052209973357762
1200,200,374318.97374502127,541072.8601594509,342391.9787275577,1.093246912898237
200,100,1060922.8963311196,938071.1030329627,922385.8380523889,1.1501942598893873
4300,100,84310.41364674969,86613.39175512426,70156.3045836674,1.2017510635298971
2000,200,252393.9211594519,357805.5686963702,203089.54220536858,1.2427716288031496
1200,200,333872.00648710877,434084.3200378408,296446.28254797857,1.1262479111475214
4300,100,59937.84517118837,70304.7884724673,48563.68356277515,1.2342112618724765
200,100,1200841.0036017469,1037835.8242406141,1018355.7449878906,1.1791959828498106
2100,400,394980.9694900726,557764.3794443518,362515.56146718736,1.089555901797677
4600,200,99597.37272531462,118432.87846344865,87755.02674970942,1.134947779223877
100,1000,20895178.805839334,20469245.76758119,20469245.76758122,1.0208084383320415
200,100,1163206.9053813182,994447.0011055405,994360.324810509,1.169804221224319
2000,200,256598.39000660245,427560.9829660816,205435.18723653464,1.249047903907325
2200,300,311423.9965707481,459597.6478661754,285536.151295216,1.090663984781271
200,100,1095506.8191741495,949031.0021073672,943453.8784346236,1.1611662681294095
200,400,3975236.7549082786,3831634.55859818,3806413.395405467,1.0443523448363727
4300,100,89020.34820858222,92828.15421031082,67742.26274582943,1.314103553679461
1200,200,357116.72523132944,398933.6096856352,322172.52166404005,1.108464258176956
200,100,1155435.505907683,1095932.9029771306,1066423.722234613,1.0834675577982757
3200,300,231478.6993737313,365979.65780499246,196306.104015461,1.1791721940317257
4400,600,325062.0776489426,399144.3497220095,276392.94653271744,1.1760867334957987
1500,500,714971.039660697,996988.3698412654,680994.5757418879,1.0498924149018287
4300,100,111466.75929673036,132026.38596882255,96621.71431835281,1.1536408775512463
1200,200,355494.15961303416,395664.14710508165,329070.5686025068,1.0802976429121047
200,400,4115767.9739553123,3991934.317728013,3953897.464165822,1.0409394809188965
2000,200,229308.03978351195,329224.9048355166,177867.76952878715,1.2892051235083342
4300,100,70533.43941775356,78688.1029819371,50459.111537190256,1.397833558083316
1200,200,407818.07536035386,493374.04562269733,361096.5244689435,1.1293879827841675
2000,200,225454.88619590376,278724.71431735693,193303.51299842403,1.1663258608121718
4600,200,149370.2386011095,156018.60304684454,115155.9162563489,1.297113022561481
2100,400,404919.66741173476,567959.9748013752,376561.66325388785,1.0753077302474288
1200,200,369415.3959871219,420018.8963110519,334255.9351108503,1.1051872448117086
2200,300,301689.9088633877,457505.5754278914,271109.03115785,1.1127991847963647
