P,n,Paper,Min Time,Time opt,mtpa
800,300,827901.6015093335,908628.0879933917,785224.416061844,1.0543503036514446
3300,100,82178.06919230202,101336.92071389264,61484.06905300629,1.336574993458145
700,400,1188860.0959833858,1253391.7859737403,1129327.6555544892,1.0527149407314096
800,200,528365.2906472223,550098.6654045524,504591.40381082916,1.0471151245479917
4100,100,68624.86602304639,87822.25494073027,49487.17753046848,1.386720145451721
2700,200,161812.79435953908,226107.7902203904,149508.5640920975,1.0822978291722616
3200,300,233759.21893873197,340385.2455967206,196306.104015461,1.1907893547738138
800,300,775701.7583111707,912222.6654249175,745549.8356840875,1.040442531382784
800,200,591079.3215583877,635091.8277444555,536812.4708212333,1.1010908905565013
3300,100,94511.04607078886,127972.72004702418,82764.5367230505,1.1419268422542486
4100,100,87777.63455660967,88785.08131165968,82739.16147748545,1.06089586828234
800,200,532842.3590275664,638032.1067859181,507723.85551342147,1.0494727660348844
700,400,1129207.8493412766,1220062.155152569,1087546.684401562,1.0383074727156556
1200,500,908659.691312458,1154829.2742736856,851243.2196773599,1.0674501368208962
3300,100,73709.5335132044,151940.40496882904,61662.54184478297,1.1953696897339414
800,300,841522.5915636554,923320.7216083588,790103.2343339735,1.065079289636153
1900,400,449124.8106126195,632515.4142339065,416068.08362533816,1.0794502829903394
4100,100,65754.071341428,96818.88396089924,54290.25884700422,1.21115781611449
2700,200,187446.53449341713,281320.30153452413,159055.54690999506,1.178497312008161
3300,100,88898.91022920821,147556.37086208104,70156.3045836674,1.2671549728390932
3400,300,225714.37966941693,335685.9867978646,184758.68613219858,1.2216712750810197
700,400,1163209.1850381843,1281543.1678661893,1129684.9897616636,1.029675702147369
3200,500,369815.98245118285,605804.8020914745,319216.2073790099,1.1585125501227922
800,300,772545.0826523884,886768.0347508765,744009.8850900114,1.038353250587423
800,200,541542.706209011,713563.7192614452,513587.96809133654,1.054430282355647
3200,300,225416.49872066322,383737.9812519578,186387.45892102187,1.2093973490790448
3300,100,73445.15696216695,113597.82631404867,63279.95130907065,1.1606386453024846
800,300,786581.3783856792,885861.3407590496,756642.653966138,1.039567851828878
700,400,1164828.7506780736,1261533.225836009,1115342.0811378367,1.0443690508742862
3300,100,97807.78387003155,116877.68694311508,67837.48332561705,1.4417955837270424
4100,100,85935.34276627656,93114.29451503957,70156.3045836674,1.2249126187054409
1200,500,877428.7489567886,1095141.4948842668,832085.4450348351,1.0544935669678193
3300,100,116130.51244888437,164120.67581338075,96621.71431835281,1.201909045685665
800,300,715497.0602700228,821250.71838216,683057.2983495939,1.0474920068913838
800,200,483677.3580940837,564566.2067926326,444669.42382196785,1.087723446188046
700,400,1209891.8473537513,1407375.6401865797,1186397.4436969662,1.0198031475721774
3200,300,230656.8573761174,332818.09698851657,197525.80858349337,1.1677302274078258
2700,200,204207.5721605744,300679.9082107733,150436.69792990264,1.3574318964095236
3300,100,79487.08318553791,98527.03706603848,60264.26210972782,1.318975465771233
800,300,782554.5166687755,850189.9326613465,748341.5071066606,1.045718444369595
800,1000,2607208.777124544,2939627.5323143564,2558655.7209476526,1.0189760020386442
3300,100,79131.48798014747,141254.80101482902,57179.022935431734,1.3839251515281246
800,200,512851.63478491246,563420.4771485896,483258.78249606007,1.0612360361792155
700,400,1208424.3652591947,1332155.5093604708,1171690.481040354,1.0313511843044287
800,300,797038.1067349394,890582.6456959915,758226.370499385,1.051187531515149
4100,100,62694.842433709055,78521.76119063197,50932.64373656906,1.2309363471877834
3300,100,106272.10540998587,179114.41870811902,100588.76879010165,1.0565007076659187
3200,500,369517.60771004227,547873.9380168049,312032.0418880632,1.1842296883170773
3200,300,234042.24200984338,360843.04013633804,186002.47127250285,1.258274905750902
1900,400,436163.86650277686,599691.2036505268,400675.0942532071,1.0885724437544966
1200,500,850902.0314602494,1052543.6787854522,814131.7270885095,1.0451650551726286
800,300,791546.9949069434,856272.3331991759,755614.3267904484,1.047554244066709
800,200,516497.2670969395,537972.4392488189,493605.8529037602,1.046375897000643
700,400,1136450.4031110432,1238200.7798213076,1092016.1547702947,1.040690101649728
3400,300,222589.44467254705,334535.1144584476,175423.49074919705,1.268869087725447
4100,100,91308.04363690161,93203.18003407338,67742.26274582943,1.3478741325705572
800,300,790304.9638403694,896916.6342182931,773424.0799985784,1.021826167917893
4700,200,97467.98895677686,122518.1863273177,85887.8985209922,1.1348279633708156
2700,200,196874.66319366609,366091.7955844799,154441.1569389403,1.2747551695141877
100,300,6515497.980735494,6281795.328494754,6281795.328494752,1.0372031624750089
2700,1000,854059.3825061234,1231000.8784785455,758120.2136141193,1.1265487546290869
