density,Paper,Min Time,Time opt
0.1,1172742.6284649863,1308030.3674517558,680996.5163027159
0.2,1129707.051051303,1241713.5013135036,680996.5163027159
0.3,1152780.0975817984,1282663.5071141452,680996.5163027159
0.4,1092392.4817622507,1210114.5987785258,680996.5163027159
0.5,1110983.3688042078,1204720.182263474,680996.5163027159
0.6,1137322.2663301472,1240612.2897402274,680996.5163027159
0.7,1160813.640218785,1273090.3310393428,680996.5163027159
0.8,1086519.6187907017,1179189.9771031085,680996.5163027159
0.9,1090636.4621710114,1231193.234833218,680996.5163027159
1,1098371.854476674,1233749.7186158337,680996.5163027159
0.1,1070365.620443803,1225360.402912831,665670.2079130015
0.2,1101319.267851567,1233579.4810354132,665670.2079130015
0.3,1110119.714336557,1199991.3133195126,665670.2079130015
0.4,1093194.2890632576,1199947.774565739,665670.2079130015
0.5,1110306.7501313197,1230926.6418751867,665670.2079130015
0.6,1027609.4202347514,1183582.7736273578,665670.2079130015
0.7,1099830.8061979034,1219747.748306795,665670.2079130015
0.8,1055673.5820749365,1179045.1854595714,665670.2079130015
0.9,1072853.9408601609,1194354.7375637195,665670.2079130015
1,1073021.1311915764,1183869.4191179792,665670.2079130015
0.1,1069885.4674296174,1197941.151907185,651307.2591571598
0.2,1050062.1435318317,1145325.0094066886,651307.2591571598
0.3,1057693.1102710036,1133783.4354077904,651307.2591571598
0.4,1102396.9175666217,1182842.6305358268,651307.2591571598
0.5,1030323.2009039893,1127026.14977313,651307.2591571598
0.6,1047589.0784625559,1163666.6011016767,651307.2591571598
0.7,1032409.003603426,1175245.271874307,651307.2591571598
0.8,1005368.3205947137,1120233.6110844736,651307.2591571598
0.9,1044561.8241729117,1140205.634616755,651307.2591571598
1,1021440.549360462,1121001.2200019965,651307.2591571598
0.1,1183787.059083791,1351384.6512524204,695185.5852770898
0.2,1117867.7033164073,1296406.9295259234,695185.5852770898
0.3,1140171.0960194475,1292375.2099339548,695185.5852770898
0.4,1175781.6967175405,1315888.076596168,695185.5852770898
0.5,1159466.3348350248,1302992.049125891,695185.5852770898
0.6,1117740.3847070269,1323937.7080066989,695185.5852770898
0.7,1145500.675923298,1296531.9758608474,695185.5852770898
0.8,1116252.4322704317,1273309.5967234985,695185.5852770898
0.9,1124796.1167133893,1259041.9336595335,695185.5852770898
1,1114560.4328318902,1296637.1648835896,695185.5852770898
0.1,1108889.9014659275,1201241.7784906197,661964.7892956203
0.2,1099661.4546181671,1195975.6015684367,661964.7892956203
0.3,1079624.7874935374,1198318.4582391265,661964.7892956203
0.4,1099299.2261131713,1194351.5545996693,661964.7892956203
0.5,1095660.170630059,1211205.7097711023,661964.7892956203
0.6,1072900.6157067004,1201206.1349008472,661964.7892956203
0.7,1097422.679061507,1184697.608312596,661964.7892956203
0.8,1050072.1996624533,1186988.2719707824,661964.7892956203
0.9,1076028.779005081,1210736.8045746172,661964.7892956203
1,1020905.5346291647,1172474.7391816184,661964.7892956203
0.1,1091020.5882036386,1214858.7547773642,656762.2775112868
0.2,1098938.7734181886,1196198.9397174323,656762.2775112868
0.3,1069256.2460600925,1133280.7242391673,656762.2775112868
0.4,1050347.504873252,1168244.2950614418,656762.2775112868
0.5,1073437.1074358635,1169557.1150906624,656762.2775112868
0.6,1047677.7876065708,1185890.804320906,656762.2775112868
0.7,1048057.3009644882,1131417.9679793897,656762.2775112868
0.8,1018580.4418765818,1143474.0661165924,656762.2775112868
0.9,1045322.6308817904,1123648.6354634962,656762.2775112868
1,1041976.6349532646,1126214.4982500174,656762.2775112868
