density,Paper,Min Time,Time opt
0,808209,1380634,680994.575741888
0,788534,1407338,665668.3560278681
0,774712,1357765,651305.3816708077
0,803486,1402143,695183.7690020413
0,784324,1417385,661962.9561917708
0,769320,1366658,656760.4495093515
0,808776,1449905,688680.4760887198
0,800502,1460513,682388.2379183229
0,787386,1370687,654464.7830271883
0,796567,1402492,671094.6253296196
0,808969,1485379,687968.1991749887
0,808770,1427601,689580.9764586004
0,759059,1359703,648486.2089159007
0,762102,1355687,654292.812703227
0,796349,1422170,680483.9164037626
0,765103,1338257,648587.8302313236
0,810656,1427336,677632.4893569172
0,796120,1410022,676624.4427130695
0,817640,1461265,705587.8103228756
0,776339,1403352,664365.370392963
0,776435,1338309,640319.276471287
0,829646,1448974,690307.7181537312
0,827783,1411784,685089.6095134421
0,745015,1309329,630414.4107754435
0,789780,1375634,662512.3984567322
0,779045,1413527,668547.9561378651
0,795940,1408646,680043.2235309207
0,805997,1468006,693004.7815155316
0,804963,1388530,669099.2209609596
0,828133,1484576,708630.5724702912
0.1,813586,1437232,680994.575741888
0.1,785587,1435992,665668.3560278681
0.1,762901,1381930,651305.3816708077
0.1,817536,1442007,695183.7690020413
0.1,791777,1428337,661962.9561917708
0.1,790578,1390461,656760.4495093515
0.1,809425,1471991,688680.4760887198
0.1,808272,1482089,682388.2379183229
0.1,764151,1363565,654464.7830271883
0.1,809641,1421535,671094.6253296196
0.1,816173,1488949,687968.1991749887
0.1,801714,1459481,689580.9764586004
0.1,760363,1379174,648486.2089159007
0.1,774932,1403807,654292.812703227
0.1,794676,1439054,680483.9164037626
0.1,770534,1387963,648587.8302313236
0.1,806927,1434426,677632.4893569172
0.1,793971,1460949,676624.4427130695
0.1,830932,1499674,705587.8103228756
0.1,776717,1423628,664365.370392963
0.1,756219,1369572,640319.276471287
0.1,809748,1475611,690307.7181537312
0.1,805637,1439101,685089.6095134421
0.1,748455,1341817,630414.4107754435
0.1,790730,1404431,662512.3984567322
0.1,789381,1461047,668547.9561378651
0.1,815727,1444922,680043.2235309207
0.1,822855,1479020,693004.7815155316
0.1,797517,1401562,669099.2209609596
0.1,838482,1525264,708630.5724702912
0.2,807395,1443390,680994.575741888
0.2,798724,1458988,665668.3560278681
0.2,765364,1390058,651305.3816708077
0.2,819309,1467221,695183.7690020413
0.2,788355,1463936,661962.9561917708
0.2,778289,1410630,656760.4495093515
0.2,805716,1484807,688680.4760887198
0.2,809195,1498316,682388.2379183229
0.2,774380,1399636,654464.7830271883
0.2,805259,1418501,671094.6253296196
0.2,835138,1520513,687968.1991749887
0.2,815493,1460382,689580.9764586004
0.2,767974,1394042,648486.2089159007
0.2,786924,1419252,654292.812703227
0.2,801291,1466424,680483.9164037626
0.2,774348,1388016,648587.8302313236
0.2,826484,1448138,677632.4893569172
0.2,803648,1481865,676624.4427130695
0.2,843496,1481743,705587.8103228756
0.2,795139,1383042,664365.370392963
0.2,762826,1393212,640319.276471287
0.2,806095,1473975,690307.7181537312
0.2,803868,1448954,685089.6095134421
0.2,747715,1353286,630414.4107754435
0.2,819282,1439191,662512.3984567322
0.2,791632,1455957,668547.9561378651
0.2,810201,1459955,680043.2235309207
0.2,825983,1499846,693004.7815155316
0.2,806699,1407569,669099.2209609596
0.2,840931,1505905,708630.5724702912
0.3,813606,1473856,680994.575741888
0.3,784751,1445650,665668.3560278681
0.3,780000,1413387,651305.3816708077
0.3,827291,1473442,695183.7690020413
0.3,790864,1441028,661962.9561917708
0.3,788816,1414070,656760.4495093515
0.3,813078,1515608,688680.4760887198
0.3,812764,1510606,682388.2379183229
0.3,802437,1404619,654464.7830271883
0.3,790166,1405598,671094.6253296196
0.3,820866,1512288,687968.1991749887
0.3,828132,1490956,689580.9764586004
0.3,777049,1405456,648486.2089159007
0.3,796029,1403095,654292.812703227
