n,Paper,Min Time,Time opt
100,1181446,2568577,1118634.343452282
100,741900,1404108,636367.4180376084
100,675274,1016899,625351.1869290422
100,1078914,1632566,1010009.4083361919
100,1140834,2126331,1078143.6177993615
100,1045097,1891589,947452.4448458365
100,899396,1300131,858892.3394168812
100,1037914,1743686,995604.7802976957
100,771969,1170870,728281.233694173
100,1146257,2042023,1099757.950605992
100,1249486,2051928,1104729.8358954694
100,937269,1432978,867192.1441407152
100,994315,1635046,916231.3217351028
100,811499,1167885,754835.7584312456
100,1048232,1347990,1020461.2236890233
100,1398575,2225006,1350105.1592458359
100,1085265,1602884,1038015.1159900406
100,627241,1153192,552989.290028676
100,929597,1432941,874772.3929631368
100,938292,1746296,867267.3491730056
100,1056631,1280914,1025003.8228121469
100,623238,1048451,567485.7190129167
100,934006,1402963,881420.0949826285
100,1349437,1864708,1298507.9283233152
100,771761,1394806,701904.5622015969
100,659141,1040551,590772.878317063
100,787650,1647797,723256.9557562085
100,946583,1570868,893939.956670569
100,935223,1716018,884731.6732861222
100,696394,1315545,614395.7811290148
200,1698342,3470037,1542560.1639375694
200,2217587,4558514,2047161.0970896047
200,1710736,3398437,1487022.4148273377
200,2519496,3837526,2397545.073289071
200,1480698,2694104,1213168.0167401046
200,1339090,2606633,1182480.3756849384
200,1717714,2817607,1575975.1617621318
200,1588799,2969664,1424403.3396421394
200,2153527,3916264,1971251.7804979011
200,1811231,3088293,1630151.3905085246
200,1637035,3903736,1375661.0813665984
200,1794300,3676967,1576849.9344367948
200,1843648,3239909,1706069.8037587658
200,1086863,2371824,945572.2700780206
200,1700416,3081620,1652470.9632955035
200,2079641,3936620,1896658.2352306845
200,1445341,2967422,1235898.893184325
200,1937706,3414557,1795376.0788919525
200,1457651,2891484,1331826.7110301196
200,2368685,4598267,2195343.420809458
200,2098495,3662391,1787680.113484623
200,2105261,3985231,2010399.7040678533
200,1299975,2206148,1127285.2099723245
200,1620722,2666088,1532850.8185330129
200,1924701,3366415,1777439.4454862762
200,1896709,3616624,1740400.7670583504
200,1316138,2480042,1095896.8518062679
200,1958302,3315658,1738274.3184935478
200,1275328,2353764,1134175.0628465372
200,1669188,2872432,1448962.2873358142
300,2537523,5016673,2234677.4496811987
300,2788184,4613699,2468786.0719665866
300,2381694,4704639,2063029.9715300747
300,2209460,3663355,1938101.1901864647
300,2852397,5730978,2339461.074780707
300,2487769,4249902,2264911.7814625073
300,2474899,5321145,2075081.680610729
