p,Paper,Min Time,Time opt
500,2630448.815294862,2636480.017688222,2042989.5489081475
1000,1741730.5347966051,1837518.2935173775,1021494.7744540737
1500,1275139.4723431985,1484865.1563809107,680996.5163027159
2000,1003031.302768487,1237103.050321759,510747.3872270369
2500,775139.7016313092,1023856.3608342054,408597.9097816295
3000,623613.3080427102,826752.7820642951,340498.25815135794
3500,525344.6862432817,717579.2620886959,291855.64984402107
4000,456364.4560602343,599974.6647648109,255373.69361351844
4500,408138.0383973395,517854.15824601846,246125.3994781134
5000,365134.70926810004,465503.25160814245,246125.3994781134
