jump,Paper,Min Time,Time opt
1,858184.7015867872,1604814.9542599465,680994.575741888
2,796114.512830276,1593521.6544399546,680994.575741888
3,823993.3032687556,1570981.2687087285,680994.575741888
4,801411.8468352803,1608980.4002089382,680994.575741888
5,801755.9836817671,1548248.0506120678,680994.575741888
6,807893.3556885552,1584307.7745075412,680994.575741888
7,790259.235992011,1546855.0896935444,680994.575741888
8,805535.1136245541,1549877.751737963,680994.575741888
9,803867.8522044523,1575022.2446655424,680994.575741888
10,790522.5836783359,1578211.8789704128,680994.575741888
1,824992.4590324941,1595991.314064127,665668.3560278681
2,816192.4137436876,1608997.2797189865,665668.3560278681
3,792994.4213139755,1611988.6855808084,665668.3560278681
4,784197.6030405844,1589128.3688379035,665668.3560278681
5,784281.6658655457,1579405.6603446244,665668.3560278681
6,785200.0527020385,1538635.3705451798,665668.3560278681
7,772431.4438486064,1538235.0984579725,665668.3560278681
8,783924.3392594958,1569773.9688938402,665668.3560278681
9,782131.4115344423,1546671.904957412,665668.3560278681
10,783362.6938716648,1573231.2989009393,665668.3560278681
1,777433.094655017,1506578.6361574947,651305.3816708077
2,753751.0720262114,1543692.2524588588,651305.3816708077
3,787323.9050097013,1528491.3688602408,651305.3816708077
4,792450.2890297169,1520592.2333225936,651305.3816708077
5,757363.1387302729,1491374.4689567413,651305.3816708077
6,763812.4687059605,1503230.601996816,651305.3816708077
7,760845.4715784079,1491517.027356425,651305.3816708077
8,769093.3927474676,1478506.1967306333,651305.3816708077
9,751370.8330814387,1503129.8702033865,651305.3816708077
10,767076.6392954203,1507992.5318013392,651305.3816708077
1,846602.7263496026,1615463.193025965,695183.7690020413
2,858936.5152932514,1618656.9800223024,695183.7690020413
3,843005.6711148544,1609061.5584268647,695183.7690020413
4,822580.3471879165,1613622.420907729,695183.7690020413
5,808440.4605044065,1572024.1373457997,695183.7690020413
6,811763.8247308705,1611823.198566671,695183.7690020413
7,816320.4756590051,1593084.5965472434,695183.7690020413
8,860645.8317438387,1621859.7983474738,695183.7690020413
9,829309.4359637022,1567599.59180642,695183.7690020413
10,838209.06670191,1557108.5542314115,695183.7690020413
1,817098.3211973516,1587482.9336494652,661962.9561917708
2,774202.350227822,1604984.0467917935,661962.9561917708
3,770697.5280997143,1554083.4195398237,661962.9561917708
4,793318.6540113926,1569946.1630708643,661962.9561917708
5,762007.7490422905,1557900.1552633585,661962.9561917708
6,806404.8341095764,1554945.295315709,661962.9561917708
7,790924.197164013,1556526.2153365652,661962.9561917708
8,809215.4268577036,1500927.2468466212,661962.9561917708
9,786282.4075902828,1535737.0100442434,661962.9561917708
10,774498.1094790404,1564698.473959267,661962.9561917708
1,785313.8768841848,1544801.5322354177,656760.4495093515
2,797970.5242502318,1530478.7562811777,656760.4495093515
3,785962.848124203,1546310.698631653,656760.4495093515
4,786020.9655844374,1549405.1556039474,656760.4495093515
5,783640.3929597561,1552693.3944752528,656760.4495093515
6,774103.7620294633,1523406.4833390028,656760.4495093515
7,764043.2056842884,1542738.939725093,656760.4495093515
8,777708.5628439292,1488005.5725346962,656760.4495093515
9,761058.472847714,1501326.944863498,656760.4495093515
10,797158.3307727502,1503725.76171655,656760.4495093515
1,854347.1393032683,1642384.4933545142,688680.4760887198
2,806241.7020018146,1699043.7914494167,688680.4760887198
3,851771.6137129337,1595815.3813243418,688680.4760887198
4,818798.623242526,1625248.0289373084,688680.4760887198
5,809160.196367896,1589706.1959235296,688680.4760887198
6,796742.8674896864,1580175.3317885017,688680.4760887198
7,798449.0988667903,1608676.232371129,688680.4760887198
8,838319.9937994123,1599557.970608327,688680.4760887198
9,812605.4439035201,1583678.6001269997,688680.4760887198
10,793275.7407204257,1578420.0708293782,688680.4760887198
1,812202.2797591651,1682019.266422921,682388.2379183229
2,808621.3708605523,1668940.9462300176,682388.2379183229
3,819711.8822845345,1626362.2676723509,682388.2379183229
4,796699.144525831,1627482.2286765017,682388.2379183229
5,792583.1043871309,1594180.132670157,682388.2379183229
6,806283.2118176362,1606760.1495515192,682388.2379183229
7,845202.3261260071,1626873.0356569686,682388.2379183229
8,793967.0238049999,1624817.0293396257,682388.2379183229
9,792547.3989346141,1585068.835195157,682388.2379183229
10,807626.6594130148,1601132.1787850219,682388.2379183229
1,823250.7517610863,1535974.0567634616,654464.7830271883
2,759550.612138071,1537592.6920652913,654464.7830271883
3,779418.3526130953,1569108.7869962833,654464.7830271883
4,774604.3074207531,1514271.669683818,654464.7830271883
5,776020.5689934333,1558266.398532653,654464.7830271883
6,773830.2460399726,1523714.9311081283,654464.7830271883
7,754705.4157027692,1529974.7717053306,654464.7830271883
8,755147.9807836537,1536595.5740949486,654464.7830271883
9,782712.3232266005,1534718.8445576786,654464.7830271883
10,779357.286292065,1487400.188963572,654464.7830271883
1,895595.7680945586,1575121.7204431975,671094.6253296196
2,793663.024318468,1619802.4729353106,671094.6253296196
3,791971.9303870269,1557039.843821838,671094.6253296196
4,833903.1303534902,1517654.2472702998,671094.6253296196
5,796086.5176366947,1487735.0971468033,671094.6253296196
6,797713.8135762555,1528292.4124410795,671094.6253296196
7,803315.5514782838,1565420.1931064841,671094.6253296196
8,817207.1211278529,1538681.177855674,671094.6253296196
9,798046.1845035438,1556986.3064316537,671094.6253296196
10,795436.5308538871,1517076.133728409,671094.6253296196
