fat,Paper,Min Time,Time opt
0.1,2042964,1164775,1164529.3228276926
0.1,1937936,1031536,1031285.639299475
0.1,1899999,1059089,1058849.9961097452
0.1,2187313,1322505,1322257.0347346144
0.1,1993768,1132248,1131994.2453439527
0.1,1939679,1097712,1097469.5832831147
0.1,2041655,1174356,1174107.5051234285
0.1,2007834,1089119,1088869.1789077362
0.1,1977047,1144924,1144684.3916978522
0.1,2142009,1321078,1320833.9012269292
0.1,2013993,1097046,1096805.07822829
0.1,2063516,1161202,1160948.301823169
0.1,1862711,1027183,1026938.5047038915
0.1,1929899,1087658,1087404.39783538
0.1,1993137,1114975,1114719.8063222817
0.1,1934829,1119619,1119366.5819451571
0.1,2072272,1208971,1208713.0112147338
0.1,1960142,1047174,1046924.1201705708
0.1,2103873,1213456,1213201.4195597258
0.1,1995214,1158566,1158316.6105595147
0.1,1842042,995718,995468.018739076
0.1,2024262,1140241,1139983.9507228327
0.1,2027477,1150023,1149768.550908707
0.1,1872758,1059116,1058866.4988214371
0.1,1992186,1149531,1149281.075846583
0.1,1979460,1083442,1083190.819736872
0.1,2049734,1173234,1172995.2365761218
0.1,2075102,1176518,1176254.0689338103
0.1,2027821,1187432,1187176.7038676823
0.1,2102925,1197045,1196802.6991983913
0.2,1042889,1069385,680994.5757418879
0.2,1003395,991102,665668.3560278681
0.2,1004399,972150,651305.3816708076
0.2,1096115,1138588,695183.7690020413
0.2,1075259,1058465,661962.9561917708
0.2,1030052,1018995,656760.4495093515
0.2,1044127,1075906,688680.4760887198
0.2,1013695,1010825,682388.2379183229
0.2,1066198,1050615,654464.7830271883
0.2,1067728,1187287,671094.6253296195
0.2,1019917,1037633,687968.1991749884
0.2,1076802,1042213,689580.9764586003
0.2,1018469,953304,648486.2089159007
0.2,1017399,1013491,654292.8127032269
0.2,1067463,1024382,680483.9164037625
0.2,943799,1031539,648587.8302313235
0.2,1021913,1147533,677632.4893569171
0.2,1034133,987431,676624.4427130694
0.2,1092538,1094498,705587.8103228756
0.2,979498,1072576,664365.3703929629
0.2,961754,942779,640319.2764712868
0.2,1115551,1057979,690307.7181537312
0.2,1066558,1024144,685089.6095134421
0.2,987322,969877,630414.4107754434
0.2,1015885,1064075,662512.398456732
0.2,1037594,1026511,668547.956137865
0.2,1064181,1084714,680043.2235309207
0.2,1128716,1105349,693004.7815155316
0.2,1100555,1075212,669099.2209609594
0.2,1102097,1076376,708630.5724702912
0.3,892366,1003832,680994.5757418879
0.3,871905,943727,665668.3560278681
0.3,851984,911865,651305.3816708076
0.3,900748,1083289,695183.7690020413
0.3,868737,955292,661962.9561917708
0.3,847092,930293,656760.4495093515
0.3,896707,992549,688680.4760887198
