P,n,File_number,regular,fat,jump,density,Paper,Time opt,Makespan,Model
1,256,1000,11,0.103925,0.694013,7.0,0.897745,779166.1344598169,93999.11369967749,8.289079585890715,Amdahl
2,2048,100,81,0.715367,0.100106,10.0,0.419858,476164.13868521515,22337.481360465572,21.316823101102326,Amdahl
3,4096,900,66,0.699821,0.486548,10.0,0.494553,1040425.3071299348,82793.90617256892,12.566447885202521,Amdahl
4,128,700,95,0.252105,0.328997,9.0,0.241537,752314.2081346267,82473.74392928864,9.12186318084027,Amdahl
5,2048,800,48,0.380232,0.567173,4.0,0.771939,1115589.2002439024,79447.27946353033,14.041880449235586,Amdahl
6,512,500,38,0.15137,0.33787,3.0,0.636078,1765777.8379966023,119715.8839204082,14.749737296101497,Amdahl
7,512,600,73,0.230985,0.420942,7.0,0.713594,1152026.1513834526,74982.02224156287,15.364031496404206,Amdahl
8,1024,500,66,0.649432,0.723637,6.0,0.240238,322024.0307379693,34900.44871676581,9.226930958720665,Amdahl
9,128,700,5,0.119244,0.5906,4.0,0.106685,467424.1790744859,84366.35857819415,5.540409553664193,Amdahl
10,1024,800,91,0.398424,0.585032,9.0,0.102732,408601.6841619228,37267.751414926155,10.963947881177322,Amdahl
11,2048,700,31,0.799942,0.889956,10.0,0.787336,208106.18671062207,32457.00781780014,6.411748978181903,Amdahl
12,128,100,58,0.314204,0.786132,9.0,0.395892,189200.8723971194,18369.188848721096,10.299903493577071,Amdahl
13,8192,300,36,0.562432,0.233763,10.0,0.153198,534142.9532681934,27839.08594962818,19.186799244582506,Amdahl
14,128,900,3,0.534845,0.213005,5.0,0.132059,1433722.5340566714,110404.29852523889,12.986111530149493,Amdahl
15,512,800,26,0.767861,0.447614,5.0,0.851934,1626606.6510824119,136837.3720788083,11.887152072356416,Amdahl
16,256,700,71,0.336017,0.524537,2.0,0.841195,1543824.9573963552,183078.19599598722,8.432598699138337,Amdahl
17,128,500,53,0.749981,0.820907,9.0,0.340066,281932.30154731974,63524.28070644322,4.43818172220128,Amdahl
18,8192,800,8,0.360628,0.835771,9.0,0.354204,261551.35848798105,42507.22609833325,6.1531034248841925,Amdahl
19,8192,700,27,0.424576,0.603897,7.0,0.617383,647493.2018723468,54661.38833726035,11.845531582134699,Amdahl
20,2048,300,34,0.577643,0.761176,7.0,0.372643,242683.91251665822,31910.461468878584,7.605152083223282,Amdahl
21,4096,300,76,0.699195,0.767005,6.0,0.690699,293388.1456075866,36848.00966995701,7.962116495176464,Amdahl
22,256,200,73,0.211051,0.283267,10.0,0.696614,455400.36164545553,21803.41588319632,20.886652077137516,Amdahl
23,128,1000,59,0.376573,0.759818,2.0,0.76305,580161.1390649629,124089.35917466675,4.675349626460193,Amdahl
24,256,800,29,0.613703,0.797571,8.0,0.60255,350834.2661993551,48085.27095800479,7.2960858743159775,Amdahl
25,1024,400,93,0.771915,0.559915,7.0,0.477874,516707.9614166772,36972.96761841919,13.97529045407931,Amdahl
26,4096,500,66,0.649432,0.723637,6.0,0.240238,322024.0307379693,34769.26706110624,9.261743429104186,Amdahl
27,4096,600,90,0.79804,0.581244,7.0,0.389738,564149.0361166957,48047.491745026506,11.74148775778898,Amdahl
28,512,500,51,0.846688,0.52166,9.0,0.837665,874184.2536173855,100851.89539710058,8.668000241099262,Amdahl
29,256,800,20,0.352643,0.137693,5.0,0.148824,2167686.2887046863,126274.855960436,17.166412681427712,Amdahl
30,8192,800,22,0.262714,0.843831,7.0,0.855421,330720.02261691936,35845.234180990716,9.226331761344868,Amdahl
31,8192,100,33,0.728034,0.112467,2.0,0.434197,999497.5692632794,46788.20429050843,21.362169897724414,Amdahl
32,512,600,21,0.830316,0.216257,9.0,0.535044,1196716.8463155928,52756.84973603863,22.683629752405512,Amdahl
33,4096,300,59,0.145154,0.216152,5.0,0.227988,755922.0567166586,42340.53497124568,17.85338936388075,Amdahl
