fat,Paper,Min Time,Time opt
0.1,3672414,3250435,3250174.7396685905
0.1,3543929,3131615,3131372.1582451705
0.1,3479428,3091142,3090888.998556626
0.1,3728083,3295534,3295292.372054711
0.1,3522545,3122569,3122322.951531708
0.1,3483013,3079612,3079355.6693648365
0.1,3588882,3159666,3159415.89302227
0.1,3575462,3122587,3122333.154929214
0.1,3563236,3193811,3193555.4872575277
0.1,3671571,3253204,3252960.7080932176
0.1,3589832,3139996,3139734.6414449764
0.1,3660318,3207741,3207490.5991715346
0.1,3464423,3082922,3082665.89236043
0.1,3458383,3051671,3051419.8973569134
0.1,3594504,3185500,3185246.124094017
0.1,3507174,3123327,3123071.586761932
0.1,3643655,3230565,3230312.78302028
0.1,3557424,3151557,3151320.372369088
0.1,3678318,3233999,3233753.7653419804
0.1,3611997,3241124,3240864.47463345
0.1,3418488,3022399,3022156.433258581
0.1,3612385,3191566,3191313.1805762965
0.1,3624900,3192285,3192042.208570523
0.1,3375479,3000206,2999957.2270717584
0.1,3556926,3141562,3141312.5920576504
0.1,3623634,3232284,3232032.3933805795
0.1,3673135,3265156,3264903.180087801
0.1,3648721,3217541,3217276.2021243433
0.1,3520414,3086114,3085868.361888497
0.1,3682200,3231859,3231611.8115519597
0.2,1657942,1992977,1445250.5105290287
0.2,1613747,1878953,1386162.451381022
0.2,1526067,1852853,1294834.4157232079
0.2,1630379,1966318,1371686.9709993692
0.2,1602715,1977042,1382084.6166013863
0.2,1536752,1788972,1285803.1903549214
0.2,1603064,1971958,1383495.5784075898
0.2,1558690,1883421,1303853.9771303847
0.2,1670901,1942142,1468909.1033070544
0.2,1565608,1883113,1371530.7568182414
0.2,1511440,1933157,1290491.6631469913
0.2,1641860,1952389,1421192.2616262438
0.2,1591289,1877572,1380915.7334178498
0.2,1594813,1855605,1390860.5160285297
0.2,1622492,1953530,1401696.7390761082
0.2,1540903,1815559,1322293.6072999777
0.2,1496612,1854514,1286608.3800279298
0.2,1638798,1903264,1423833.519184
0.2,1643927,1989541,1399913.5316410963
0.2,1598823,1846800,1367035.0206844718
0.2,1498340,1798565,1316605.2829421372
0.2,1717264,1982109,1490882.4230113768
0.2,1694591,1978608,1460521.1412242455
0.2,1565379,1799197,1355696.4697281725
0.2,1585343,1863556,1373164.1335332
