jump,Paper,Min Time,Time opt
0,8635031,6260964,2653653.3954549767
0,9554755,6915055,2904143.590923936
0,10425982,6926013,3131640.769253859
0,10635299,7903517,3335364.189311115
0,9798486,7557604,2926683.7069232203
0,10933202,6681041,3259545.4908137675
0,9527147,7767497,2895685.2328509525
0,11396437,8426487,3449960.599054495
0,10696869,7173038,3264390.148895654
0,10238343,7915408,3100432.7421523132
1,7685530,6396788,2346181.3258343157
1,9125803,7135427,2733863.0711830645
1,10250483,7001838,3058017.9641368715
1,11108599,8037550,3401503.899882013
1,9590602,7603741,2859378.9566711904
1,10132609,6933724,3027426.208124461
1,9122044,7958563,2757897.189986106
1,11381816,8584362,3452479.804944981
1,10284171,6974212,3160354.893380565
1,11488148,8116547,3545391.621396575
2,6438717,6225895,1973331.9927419822
2,8590501,6664341,2598689.0723421685
2,8760843,7117976,2684190.406763651
2,8888582,7974654,2797009.660591898
2,7584203,7364152,2268112.7834777357
2,7216276,6503413,2165662.802293067
2,8986473,7763955,2728680.778029856
2,9228752,8251062,2800849.962403834
2,7987793,7090916,2448487.8859781674
2,9190988,7924826,2817242.9597684266
3,4975750,6024784,1548859.068399214
3,6395208,6784961,1925110.5943836009
3,6398386,7101636,1929215.4628452891
3,7891272,7443878,2416772.097954549
3,5722244,7285226,1704219.3849517335
3,8107039,6546634,2413536.8811498405
3,6443737,7638006,1986308.1551843819
3,8555663,8068324,2584701.954025341
3,6879599,6888650,2132211.8619293105
3,9138379,7602673,2821975.2798982966
4,6123965,6244240,1874701.8285620923
4,6486903,6748812,1937530.4708849238
4,6874220,6816687,2061640.929852792
4,6917675,7324496,2088421.7360272296
4,6642683,7218789,1981020.7436535966
4,6102287,6633701,1815645.1139383211
4,7179579,7275894,2198484.2287312546
4,5868358,7680162,1776674.9369536876
4,6768867,6805896,2084584.165051108
4,6399864,7546051,1919945.2207145358
5,5557499,6087901,1684067.5481288475
5,5396202,6601293,1633178.608860167
5,6424058,6818072,1914226.5087779404
5,6598270,7231674,2069145.6446608678
5,6334166,7124059,1887278.2074597576
5,5841676,6267246,1740629.521749937
5,5131894,7317242,1555935.1147190828
5,5435507,7779843,1670942.3928637598
5,5916795,6531025,1823620.0919968707
5,5382732,7464464,1693356.6908910715
6,4401594,6061273,1367144.654907349
6,5536302,6636394,1653110.7305210915
6,5101990,6636522,1548367.8269383505
6,6633054,7260918,1999527.5671223872
6,5086754,7057607,1535817.7454230147
6,5644177,6500852,1685576.372058369
6,5448230,7351427,1657846.3978894004
6,4157707,7843891,1276546.9572477364
6,7235865,6537634,2277684.92103933
6,5701834,7189345,1770053.139032026
7,4946382,5993061,1562490.480840276
7,4549860,6470113,1361763.7777800323
7,4356794,6537177,1319493.5657035082
7,6219249,7384499,1886693.8350402887
7,5015613,7039298,1530755.5184243263
7,5180827,6426035,1541719.392701394
7,5279016,7443416,1584811.1079149686
7,5167788,7892583,1567953.522923877
7,4024311,6588347,1241107.9396497027
7,5745148,7484199,1746840.8411238322
8,3685100,5776618,1096791.8519710014
8,4762782,6672333,1432304.0816453993
8,5036936,6306266,1508420.749774049
8,5070747,7016505,1550339.6505343686
8,4332057,7012861,1315463.042928459
8,4138977,6350665,1265427.6559505311
8,4302633,7384657,1295459.1111141355
8,4828366,7925537,1461242.627909692
8,3914248,6560100,1252924.5670722087
8,4892930,7570165,1505879.7601090984
9,4817585,5896063,1455376.384100965
9,4802449,6571671,1451444.441229075
9,4758257,6229541,1427864.0337213874
9,4613684,7266680,1413168.1037474924
9,4669195,7176829,1413010.245935331
9,5405267,6169226,1636481.993759319
9,4225739,7029178,1264970.3870421383
9,3481065,7749303,1063963.1608171004
9,4354166,6581941,1365544.143790378
9,4495448,7208263,1383815.041241375
10,4002848,5925550,1254532.1981400975
10,4121109,6563871,1266671.9803899024
10,5784850,6394289,1738075.663759091
10,4401029,7170091,1354117.7905703906
10,4808112,6881114,1426359.6621350737
10,5741004,6460314,1714455.6186951695
10,4202258,7220529,1271764.7055022959
10,3988155,7721023,1220558.8945499423
10,4960051,6306520,1523135.457899124
10,4195687,7518366,1316107.3596404537
