fat,Paper,Min Time,Time opt
0,37476860,11290565,11290316.523258448
0,39237270,11765044,11764797.22071265
0,37908157,11318069,11317819.131732143
0,43295087,13130394,13130145.165828705
0,39766553,11835601,11835342.197187247
0,36175050,10747129,10746879.251895301
0,40140751,12021057,12020804.872765739
0,43015329,12907878,12907630.429595362
0,39671601,11987850,11987611.682141874
0,43993829,13277230,13276983.954452658
0,45348001,13663146,13662902.1189476
0,42258008,12744072,12743819.581221754
0,37783313,11414615,11414363.588439947
0,41609118,12555120,12554866.628373826
0,40340490,12105993,12105735.29396453
0,39503797,11902705,11902442.45061893
0,43949860,13304324,13304083.56219898
0,45004489,13503755,13503514.390998041
0,39746183,11904126,11903871.959133318
0,46417281,14099891,14099631.132312719
0,37848114,11351955,11351701.754524542
0,42780052,12853636,12853389.345979627
0,47661481,14415256,14415011.289261032
0,38512897,11590337,11590089.163473547
0,38641157,11630602,11630355.757473169
0,39692839,11925762,11925506.560177071
0,42914384,12894950,12894701.90024697
0,44380090,13431374,13431127.395883935
0,44140901,13328865,13328610.98817088
0,37517475,11227942,11227693.9305094
0.1,37476860,11290565,11290316.523258448
0.1,39237270,11765044,11764797.22071265
0.1,37908157,11318069,11317819.131732143
0.1,43295087,13130394,13130145.165828705
0.1,39766553,11835601,11835342.197187247
0.1,36175050,10747129,10746879.251895301
0.1,40140751,12021057,12020804.872765739
0.1,43015329,12907878,12907630.429595362
0.1,39671601,11987850,11987611.682141874
0.1,43993829,13277230,13276983.954452658
0.1,45348001,13663146,13662902.1189476
0.1,42258008,12744072,12743819.581221754
0.1,37783313,11414615,11414363.588439947
0.1,41609118,12555120,12554866.628373826
0.1,40340490,12105993,12105735.29396453
0.1,39503797,11902705,11902442.45061893
0.1,43949860,13304324,13304083.56219898
0.1,45004489,13503755,13503514.390998041
0.1,39746183,11904126,11903871.959133318
0.1,46417281,14099891,14099631.132312719
0.1,37848114,11351955,11351701.754524542
0.1,42780052,12853636,12853389.345979627
0.1,47661481,14415256,14415011.289261032
0.1,38512897,11590337,11590089.163473547
0.1,38641157,11630602,11630355.757473169
0.1,39692839,11925762,11925506.560177071
0.1,42914384,12894950,12894701.90024697
0.1,44380090,13431374,13431127.395883935
0.1,44140901,13328865,13328610.98817088
0.1,37517475,11227942,11227693.9305094
0.2,18766276,8218640,5636686.9859526185
0.2,19258824,8995026,5789667.600190528
0.2,17926583,8369018,5376623.390457623
0.2,22340017,9919901,6779340.2726295395
0.2,20946598,9242344,6216614.941602578
0.2,18744362,8118252,5591846.030681451
0.2,18367387,9721170,5465562.102200994
0.2,21526003,10133463,6497735.980462958
0.2,16799061,8649372,5072225.9946331205
0.2,23641187,10188663,7127408.337199495
0.2,18894464,10396250,5726788.447377002
0.2,20278068,9819378,6179634.46351427
0.2,19581285,8621424,5921758.478526159
0.2,20858782,9816860,6325116.496471362
0.2,22060891,8937030,6652106.724302436
0.2,18914012,8274556,5722934.784506103
0.2,19439366,9473867,5942926.577935165
0.2,22430800,10117845,6724181.250585695
0.2,18154754,8895491,5463099.977859083
0.2,23047571,10494433,7008402.032855867
0.2,18071991,8080175,5390006.186734434
0.2,26185939,10272985,7897835.921151719
