regular,Paper,Min Time,Time opt
0.1,846110.587832914,989073.5368175828,680994.5757418879
0.2,838356.8095840837,999296.3740999359,680994.5757418879
0.3,853159.3263706466,985020.6937409762,680994.5757418879
0.4,837420.3797170492,975984.0446626409,680994.5757418879
0.5,847098.9524616756,964592.9040156165,680994.5757418879
0.6,857722.5909097407,980833.522316721,680994.5757418879
0.7,847823.0258872961,1006504.0536379031,680994.5757418879
0.8,846762.6849605929,1010573.1322132259,680994.5757418879
0.9,846434.743557286,989530.7288472119,680994.5757418879
1,837836.2526509765,993560.89818527,680994.5757418879
0.1,847609.8592633914,898697.1876791184,665668.3560278681
0.2,850922.2284483253,912261.0510589501,665668.3560278681
0.3,841255.7532950862,898624.8911516807,665668.3560278681
0.4,858421.8848411017,930734.3291948215,665668.3560278681
0.5,849824.5805159793,913419.4022189017,665668.3560278681
0.6,849110.1163152937,941984.2304322236,665668.3560278681
0.7,851374.6602597487,934868.04977054,665668.3560278681
0.8,848632.4315504851,893778.5439574124,665668.3560278681
0.9,851363.3314870247,921931.264597969,665668.3560278681
1,855355.7907650981,918993.4494859979,665668.3560278681
0.1,822180.9597988579,902943.846558829,651305.3816708076
0.2,825352.9131750454,868515.787167036,651305.3816708076
0.3,833070.5257483381,896096.3522250302,651305.3816708076
0.4,818941.0098262931,931899.7489855614,651305.3816708076
0.5,823974.1562464827,879197.12733034,651305.3816708076
0.6,834898.9366135771,892066.9013010404,651305.3816708076
0.7,829203.1962688797,911646.7825358404,651305.3816708076
0.8,832604.5970415208,903039.2464065478,651305.3816708076
0.9,828823.4428748619,871858.161508291,651305.3816708076
1,829235.0397680734,933774.1822574692,651305.3816708076
0.1,850091.7608788132,1065829.7681130187,695183.7690020413
0.2,852489.6813245745,1086076.7555337127,695183.7690020413
0.3,858193.4460937983,998018.6812670319,695183.7690020413
0.4,847787.9467344412,1057236.8403463645,695183.7690020413
0.5,855584.7039128597,1085836.221921898,695183.7690020413
0.6,841056.3956293799,1084601.2158109953,695183.7690020413
0.7,850929.5774449196,1071568.257771647,695183.7690020413
0.8,848170.3812823547,1052312.883947202,695183.7690020413
0.9,848805.8404268714,1077610.0365927925,695183.7690020413
1,847969.5230559281,1027825.1690252965,695183.7690020413
0.1,825919.9111292193,973792.6355638187,661962.9561917708
0.2,834199.9346376732,944604.5935258934,661962.9561917708
0.3,832318.0984935827,978643.8943409395,661962.9561917708
0.4,839066.1018226872,940386.0679341361,661962.9561917708
0.5,838837.0195341416,961492.0386630346,661962.9561917708
0.6,835911.8230296716,966912.8813346861,661962.9561917708
0.7,826495.6406703324,1002766.7928996613,661962.9561917708
0.8,820650.6199230242,960842.8702906355,661962.9561917708
0.9,827739.86438736,960396.4178524456,661962.9561917708
1,831296.4156928485,971164.0526028947,661962.9561917708
0.1,821577.3406369161,889721.3400371316,656760.4495093515
0.2,832934.9943174105,902094.2786622158,656760.4495093515
0.3,834066.4800645885,920685.4620491448,656760.4495093515
0.4,832155.305643535,950878.4672696476,656760.4495093515
0.5,820792.1702672871,928212.1329170254,656760.4495093515
0.6,831824.9187268891,909750.1960185497,656760.4495093515
0.7,827337.1203981724,925499.35948332,656760.4495093515
0.8,818666.1623042857,908282.9257216123,656760.4495093515
0.9,820929.1844940558,879416.2852991442,656760.4495093515
1,823154.9784285739,918637.2644903302,656760.4495093515
0.1,863564.5593556752,955798.8693228089,688680.4760887198
0.2,868982.9062687963,965049.1044806626,688680.4760887198
0.3,873622.0377542211,984274.6419908055,688680.4760887198
0.4,871693.6912788734,968399.3173178475,688680.4760887198
0.5,870059.3305313396,967875.931401064,688680.4760887198
0.6,852097.3655789619,975078.6826765072,688680.4760887198
0.7,865274.1574787092,976267.1206002055,688680.4760887198
0.8,866854.7677303273,972994.361929712,688680.4760887198
0.9,872538.4350291118,1016299.6916258609,688680.4760887198
1,878397.6293340952,969191.1740353565,688680.4760887198
0.1,854612.7358652825,963571.8453337007,682388.2379183229
0.2,852751.4740011905,931872.0242712232,682388.2379183229
0.3,859811.0477475863,933920.8825987297,682388.2379183229
0.4,852577.5929353248,895874.5850570741,682388.2379183229
0.5,863371.3281102745,944560.2490421827,682388.2379183229
0.6,859164.2601373958,944797.6815809977,682388.2379183229
0.7,857839.0319924861,929199.7554644143,682388.2379183229
0.8,853880.0158339147,948395.2147042529,682388.2379183229
0.9,861460.3302097422,953441.3765506545,682388.2379183229
1,861712.4181575439,960782.0318185694,682388.2379183229
0.1,823779.0948718499,911720.213041399,654464.7830271883
0.2,824834.4243534582,961777.2716903307,654464.7830271883
0.3,827324.9202089288,947042.8872216828,654464.7830271883
0.4,828485.4759008251,933819.0694914284,654464.7830271883
0.5,830576.1390784415,980078.1338137785,654464.7830271883
0.6,823412.8984188851,972517.5359877028,654464.7830271883
0.7,816797.2435422365,974116.5744326146,654464.7830271883
0.8,821726.0624932474,914959.7700466122,654464.7830271883
0.9,824046.3228495419,990424.0914303255,654464.7830271883
1,828160.2092389127,914313.2425215866,654464.7830271883
0.1,846571.8070335411,1042815.2852367561,671094.6253296195
0.2,830190.5033974891,1107065.7692374345,671094.6253296195
0.3,842669.5770400192,1075751.0355508605,671094.6253296195
0.4,845937.1186745123,1068142.1405865564,671094.6253296195
0.5,831847.632297517,1075850.9718580996,671094.6253296195
0.6,844745.9858834797,1101505.853731429,671094.6253296195
0.7,830120.1896386767,1044303.8132337043,671094.6253296195
0.8,844360.7801228358,1053342.6384510351,671094.6253296195
0.9,845409.2004211992,1104306.3130741937,671094.6253296195
1,833049.3919835849,1079387.0454070885,671094.6253296195
