eval_id,P1,P2,value,global_best_value,global_best_P1,global_best_P2
1,0.66,1.0,2.4417023099460176,2.4417023099460176,0.66,1.0
2,0.28,4.0,7.731658665217852,2.4417023099460176,0.66,1.0
3,0.38,3.6,6.487569741520899,2.4417023099460176,0.66,1.0
4,0.4,5.0,8.86774219841623,2.4417023099460176,0.66,1.0
5,0.52,2.0,3.9251601785542514,2.4417023099460176,0.66,1.0
6,0.74,1.8,3.4236736231797935,2.4417023099460176,0.66,1.0
7,0.54,1.2,2.490543921508299,2.4417023099460176,0.66,1.0
8,0.36,4.0,7.731658665217852,2.4417023099460176,0.66,1.0
9,0.14,4.4,7.868068507577524,2.4417023099460176,0.66,1.0
10,0.42,1.2,2.372115151243243,2.372115151243243,0.42,1.2
11,0.42,4.6,8.042081598734544,2.372115151243243,0.42,1.2
12,0.84,3.2,5.916830142922347,2.372115151243243,0.42,1.2
13,0.32,2.0,3.9251601785542514,2.372115151243243,0.42,1.2
14,0.48,1.2,2.4136680525456318,2.372115151243243,0.42,1.2
15,0.54,3.4,6.006604780090415,2.372115151243243,0.42,1.2
16,0.3,4.2,7.861609543767667,2.372115151243243,0.42,1.2
17,0.62,2.6,4.743311098124225,2.372115151243243,0.42,1.2
18,0.56,2.6,4.744716425943782,2.372115151243243,0.42,1.2
19,0.1,2.6,8.570068966081106,2.372115151243243,0.42,1.2
20,0.58,2.8,5.491261126067148,2.372115151243243,0.42,1.2
21,0.44,1.0,2.2224876762033094,2.2224876762033094,0.44,1.0
22,0.46,1.0,2.2016814672711806,2.2016814672711806,0.46,1.0
23,0.52,1.0,2.539292885259505,2.2016814672711806,0.46,1.0
24,0.42,1.0,2.3041872013955143,2.2016814672711806,0.46,1.0
25,0.86,1.0,2.358978332422926,2.2016814672711806,0.46,1.0
26,0.78,1.0,2.4110853920981135,2.2016814672711806,0.46,1.0
27,0.4,1.0,2.3989243490190186,2.2016814672711806,0.46,1.0
28,0.1,1.0,8.52677326694748,2.2016814672711806,0.46,1.0
29,0.48,1.0,2.1888985477065095,2.1888985477065095,0.48,1.0
30,0.9,1.0,2.380532395138022,2.1888985477065095,0.48,1.0
31,0.5,1.0,2.137262819792521,2.137262819792521,0.5,1.0
32,0.82,1.0,2.381760908003378,2.137262819792521,0.5,1.0
33,0.54,1.0,2.6507009894031124,2.137262819792521,0.5,1.0
34,0.8,1.0,2.376344046344198,2.137262819792521,0.5,1.0
35,0.84,1.0,2.370964449225743,2.137262819792521,0.5,1.0
36,0.76,1.0,2.4486974223476006,2.137262819792521,0.5,1.0
37,0.88,1.0,2.384724152282756,2.137262819792521,0.5,1.0
38,0.44,1.2,2.4136680525456318,2.137262819792521,0.5,1.0
39,0.74,1.0,2.4505543809627093,2.137262819792521,0.5,1.0
40,0.46,1.2,2.372115151243243,2.137262819792521,0.5,1.0
41,0.72,1.0,2.473634785979122,2.137262819792521,0.5,1.0
