jump,Paper,Min Time,Time opt
0,839226,1486473,680994.575741888
0,802791,1477250,665668.3560278681
0,782673,1415143,651305.3816708077
0,856367,1473737,695183.7690020413
0,787946,1449805,661962.9561917708
0,787407,1434563,656760.4495093515
0,823288,1496419,688680.4760887198
0,829662,1486273,682388.2379183229
0,804611,1415155,654464.7830271883
0,815096,1427309,671094.6253296196
1,818187,1477459,680994.575741888
1,807405,1476137,665668.3560278681
1,780049,1413290,651305.3816708077
1,841545,1477798,695183.7690020413
1,798814,1470952,661962.9561917708
1,782347,1418945,656760.4495093515
1,837336,1520658,688680.4760887198
1,815833,1512851,682388.2379183229
1,802992,1427170,654464.7830271883
1,838108,1422718,671094.6253296196
2,805100,1435331,680994.575741888
2,786378,1464400,665668.3560278681
2,772015,1378990,651305.3816708077
2,829512,1477966,695183.7690020413
2,777489,1435085,661962.9561917708
2,780197,1404323,656760.4495093515
2,811648,1483386,688680.4760887198
2,802150,1499918,682388.2379183229
2,767518,1395383,654464.7830271883
2,791656,1416826,671094.6253296196
3,805436,1440800,680994.575741888
3,789799,1460976,665668.3560278681
3,764885,1370422,651305.3816708077
3,818396,1441628,695183.7690020413
3,770995,1431263,661962.9561917708
3,790477,1382420,656760.4495093515
3,811574,1473017,688680.4760887198
3,800031,1488370,682388.2379183229
3,775569,1410380,654464.7830271883
3,785898,1400935,671094.6253296196
4,807688,1453573,680994.575741888
4,794649,1428297,665668.3560278681
4,765751,1379589,651305.3816708077
4,815810,1453119,695183.7690020413
4,793472,1410408,661962.9561917708
4,771995,1391747,656760.4495093515
4,808035,1455699,688680.4760887198
4,802507,1450694,682388.2379183229
4,761802,1384140,654464.7830271883
4,803472,1391410,671094.6253296196
5,805401,1419060,680994.575741888
5,783745,1428978,665668.3560278681
5,764038,1361397,651305.3816708077
5,817937,1431302,695183.7690020413
5,775438,1432552,661962.9561917708
5,776564,1376613,656760.4495093515
5,807252,1449992,688680.4760887198
5,795086,1449201,682388.2379183229
5,779104,1372597,654464.7830271883
5,779215,1383638,671094.6253296196
6,809043,1430939,680994.575741888
6,779607,1436286,665668.3560278681
6,759735,1371935,651305.3816708077
6,832720,1426420,695183.7690020413
6,787102,1421609,661962.9561917708
6,786675,1373354,656760.4495093515
6,809636,1437098,688680.4760887198
6,796525,1430729,682388.2379183229
6,762434,1366376,654464.7830271883
6,780331,1397132,671094.6253296196
7,807640,1407205,680994.575741888
7,785005,1410149,665668.3560278681
7,757980,1361161,651305.3816708077
7,805457,1433827,695183.7690020413
7,775589,1399121,661962.9561917708
7,771771,1365001,656760.4495093515
7,798227,1452028,688680.4760887198
7,794936,1434647,682388.2379183229
7,764380,1346362,654464.7830271883
7,800086,1374613,671094.6253296196
8,793151,1423010,680994.575741888
8,781248,1413224,665668.3560278681
8,754610,1345969,651305.3816708077
8,844395,1427828,695183.7690020413
8,790434,1392235,661962.9561917708
8,776023,1367038,656760.4495093515
8,798713,1433904,688680.4760887198
8,802001,1443956,682388.2379183229
8,766026,1367148,654464.7830271883
8,786872,1380054,671094.6253296196
9,801933,1392146,680994.575741888
9,783369,1421268,665668.3560278681
9,763628,1344296,651305.3816708077
9,818407,1411612,695183.7690020413
9,798704,1396782,661962.9561917708
9,765937,1374701,656760.4495093515
9,802921,1426999,688680.4760887198
9,798627,1448598,682388.2379183229
9,771984,1376420,654464.7830271883
9,784909,1354808,671094.6253296196
10,795292,1395516,680994.575741888
10,783384,1414771,665668.3560278681
10,758182,1352183,651305.3816708077
10,798524,1402957,695183.7690020413
10,770160,1373404,661962.9561917708
10,795704,1363883,656760.4495093515
10,794653,1438677,688680.4760887198
10,811967,1431658,682388.2379183229
10,761717,1343298,654464.7830271883
10,781921,1365069,671094.6253296196
