mu,gamma,average,max
0.1,0.0,1.282278043604918,2.8465340704075284
0.1,0.1,1.3377164261206738,2.390452109760852
0.1,0.2,1.4140706735712165,2.74256607981243
0.1,0.3,1.499017814114546,2.5822186471735327
0.1,0.4,1.5991433123807273,2.795057353670493
0.1,0.5,1.718664194965696,2.998762969897068
0.1,0.6,1.8823199580250707,3.314974907100189
0.1,0.7,2.111031555265799,3.806522674216164
0.1,0.8,2.4365026882233853,4.350155337105952
0.1,0.9,3.3649073186176985,5.915781876238473
0.1,1.0,8.176539212602853,19.023082823371293
0.2,0.0,1.412023750350138,4.159693036049903
0.2,0.1,1.3599105956111135,2.6443142235367967
0.2,0.2,1.4243607718892461,2.4688090318781355
0.2,0.3,1.5022516765616674,2.529565040624419
0.2,0.4,1.6008142899117581,2.795057353670493
0.2,0.5,1.7176247099212145,2.998762969897068
0.2,0.6,1.8769726375284517,3.314974907100189
0.2,0.7,2.107169748227701,3.806522674216164
0.2,0.8,2.4321188981323596,4.350155337105952
0.2,0.9,3.360705749822667,5.915781876238473
0.2,1.0,8.176412519720621,19.023082823371293
0.3,0.0,1.5567551666999957,5.0764125340550486
0.3,0.1,1.3888876314468808,2.9085080736559643
0.3,0.2,1.4398219907480538,2.681056117374553
0.3,0.3,1.5149342420407643,2.604744587974845
0.3,0.4,1.6086952142363509,2.795057353670493
0.3,0.5,1.7235256637808232,2.998762969897068
0.3,0.6,1.8799802024488168,3.314974907100189
0.3,0.7,2.106660339365747,3.806522674216164
0.3,0.8,2.432326607070254,4.350155337105952
0.3,0.9,3.360175064246065,5.915781876238473
0.3,1.0,8.17642312739928,19.023082823371293
0.4,0.0,1.7174358427376797,6.104019781338168
0.4,0.1,1.412456118856441,3.042599635117926
0.4,0.2,1.4572978082092805,2.95505071800491
0.4,0.3,1.5260145410038823,2.8292670457833657
0.4,0.4,1.6165981249282726,2.832483207140991
0.4,0.5,1.7265979313508748,2.998762969897068
0.4,0.6,1.8849732444902925,3.314974907100189
0.4,0.7,2.1085496313429926,3.806522674216164
0.4,0.8,2.4332295704248996,4.350155337105952
0.4,0.9,3.3599122108944197,5.915781876238473
0.4,1.0,8.176651475622462,19.023082823371293
0.5,0.0,1.8543161402454884,6.92966955965317
0.5,0.1,1.4345703982737243,3.4138883360763947
0.5,0.2,1.468942209751615,3.297404849992572
0.5,0.3,1.535315640591768,2.6790996595968104
0.5,0.4,1.623484094271489,2.795057353670493
0.5,0.5,1.733270519266525,2.998762969897068
0.5,0.6,1.8890618788715718,3.314974907100189
0.5,0.7,2.111231674407872,3.806522674216164
0.5,0.8,2.433884389571478,4.350155337105952
0.5,0.9,3.3601929659056284,5.915781876238473
0.5,1.0,8.176526136510669,19.023082823371293
0.6,0.0,2.106428849930632,8.644777893837336
0.6,0.1,1.4614385579610936,3.689433306951024
0.6,0.2,1.4889577112837964,3.1458478163543107
0.6,0.3,1.5486084308619812,2.8826859859876937
0.6,0.4,1.6344794656621953,2.7962454562984096
0.6,0.5,1.7422172804512366,2.998762969897068
0.6,0.6,1.8944164843055848,3.314974907100189
0.6,0.7,2.114575530649882,3.806522674216164
0.6,0.8,2.4372836228095984,4.350155337105952
0.6,0.9,3.360992775035345,5.915781876238473
0.6,1.0,8.176266269664508,19.023082823371293
0.7,0.0,2.1815199883440197,9.150422003316631
0.7,0.1,1.5015134297734885,3.8232830835796103
0.7,0.2,1.5127547175020077,3.279344451321834
0.7,0.3,1.568578841579204,3.019216769091183
0.7,0.4,1.6507426428345207,2.980345088593789
0.7,0.5,1.7551990098959482,2.998762969897068
0.7,0.6,1.9051131319945345,3.314974907100189
0.7,0.7,2.1211117174097005,3.806522674216164
0.7,0.8,2.4405978137658266,4.350155337105952
0.7,0.9,3.3613254856500343,5.915781876238473
0.7,1.0,8.17644923393017,19.023082823371293
0.8,0.0,2.2876739240704285,9.57670782142994
0.8,0.1,1.5711406924392481,4.468431688040023
0.8,0.2,1.5653565054610294,3.629872653076077
0.8,0.3,1.6120263588954453,3.618979134522966
0.8,0.4,1.6837868701390286,3.132775155112212
0.8,0.5,1.781377359815142,3.2076780893028123
0.8,0.6,1.9243706481558998,3.314974907100189
0.8,0.7,2.1346532876885775,3.806522674216164
0.8,0.8,2.446927303923608,4.350155337105952
0.8,0.9,3.361509810667102,5.915781876238473
0.8,1.0,8.17622874282092,19.023082823371293
0.9,0.0,2.4840032496068547,11.427394004096268
0.9,0.1,1.7141152163353104,5.691531518220529
0.9,0.2,1.682441739165652,5.00743416103031
0.9,0.3,1.7118644579722893,4.690204622373536
0.9,0.4,1.7641094612478518,4.323821093498631
0.9,0.5,1.8487182628684904,3.988316715667328
0.9,0.6,1.9722837465677774,3.664598583593951
0.9,0.7,2.1661461971832825,3.806522674216164
0.9,0.8,2.456619234219974,4.350155337105952
0.9,0.9,3.3613007601052085,5.915781876238473
0.9,1.0,8.176514292778132,19.023082823371293
