n,Paper,Min Time,Time opt
100,212607,304932,135264.95191661385
100,212853,292131,132074.59556803896
100,226806,296183,135657.59205852257
100,221705,302462,135704.79963632452
100,228892,314132,139215.89287995544
100,232780,286245,141833.9057535438
100,221793,318689,145800.66430323533
100,223609,313761,132581.37664140124
100,213217,305804,125793.85045794985
100,227975,345590,142189.82963128175
100,224808,337652,142549.34011785552
100,201692,274482,122608.32565415792
100,204099,281803,124600.31423178608
100,238995,322424,140412.58548498634
100,225430,318123,135374.69817456193
100,248080,351757,149841.57087676172
100,223762,317065,138557.31863518144
100,214014,314536,135608.06145510174
100,218476,324152,135402.39063698697
100,205611,293315,126422.01673384172
100,218745,290434,124672.97942511759
100,224460,319232,135828.24063439868
100,190234,270306,121590.3561004012
100,230808,329291,141670.18174400297
100,219398,324208,129085.33230456467
100,197201,260455,113708.02205979644
100,228215,304968,132960.13984713593
100,212488,296132,132590.88924377167
100,243520,354790,144857.58402459728
100,240208,316235,140453.39162076468
200,431381,603472,269115.41536577564
200,438283,642979,286299.98443799117
200,425836,616478,270786.0562738249
200,437692,626477,273913.5829820462
200,389032,554792,237157.02603838284
200,428035,587551,257738.01733123203
200,413421,620192,263256.4548820055
200,453685,656188,288877.2195751548
200,428775,597126,267404.74808868044
200,444037,629911,283601.9021258916
200,432275,620202,270773.3746670321
200,426286,576769,264589.90790175356
200,448174,614070,261281.63843724324
200,405239,575167,263109.2293671034
200,459625,604698,274813.14197433466
200,438079,619167,278948.3752587396
200,421691,592724,263981.5573500181
200,436031,585120,270991.35851993645
200,422341,593402,273480.8591413035
200,432347,592130,272374.3566131308
200,429120,582761,257861.1880564968
200,424507,595867,264571.37238185003
200,466661,644583,282242.44448815024
200,427223,572471,255260.99672868694
200,444454,611242,266517.2749301547
200,448554,585801,270412.6847920335
200,462477,666426,289846.8345890698
200,432198,616524,273078.88191501173
200,397262,601483,258264.23926348987
200,436973,621676,271978.983697717
300,658831,949159,418786.3552329836
300,650128,886855,397626.57903151336
300,665312,928852,421388.39164478605
300,640427,877020,396805.2720480061
300,648143,905297,403542.7487819404
300,588137,823891,364297.22578645014
300,643618,887987,399115.47045688564
300,635012,892105,404387.397599672
300,651952,921280,402994.3076215725
300,660510,936190,412492.8426659085
300,647120,897171,401745.9560372975
300,648844,926148,412904.7253483479
300,627515,855432,397236.46443662903
300,641099,890953,401840.5684481841
300,636113,876255,393179.87922611507
300,638340,863575,399192.9305625893
300,645520,903812,405752.0831622696
300,610071,851107,376298.8265818693
300,637095,903084,406096.2341519055
300,633014,874899,399201.3501598062
300,630684,867926,403636.3996061459
300,604840,810831,373336.02781377715
300,640147,937029,402633.989548322
300,619329,887366,396340.6575228226
300,609538,819276,374889.3366793485
300,628763,857596,396928.31808078784
300,634089,915513,404377.68814419676
300,652133,908015,409442.8037849717
300,630478,876914,387084.7091068771
300,660474,896966,411780.7458248167
400,853534,1179429,527019.572592095
400,829988,1129059,507521.7860540623
400,830240,1161128,527186.328555443
400,829838,1136044,520492.97119765717
400,870974,1194534,553652.1403919176
400,864647,1162283,546788.8911521651
400,828659,1117378,509607.5388928041
400,827960,1150391,517062.8064570028
400,854327,1172793,532846.2458092739
400,869669,1247870,556610.2611466397
400,845176,1148518,522951.69608158915
400,839812,1142644,531740.1536328165
400,834914,1168368,531651.6310679752
400,850466,1145258,516509.1977299856
400,868198,1210260,542004.1546906022
400,828090,1140031,515937.7776202213
400,893826,1235858,560664.1812581917
400,777805,1094532,508991.3310337156
400,818565,1148423,518731.0345094204
400,852404,1170799,539336.6001922236
400,821192,1155535,521658.0267639762
400,864069,1208582,545268.1116362872
400,880796,1210397,542453.3439180889
400,836329,1172794,531237.2237297652
400,818286,1137902,532359.6959723688
400,881800,1185693,541917.0660935827
400,827457,1126821,509665.80872439116
400,845706,1145902,524530.0242908768
400,828367,1135735,521198.09329118254
400,836122,1186579,523773.27242161764
500,1086141,1468012,680994.575741888
500,1066743,1485689,665668.3560278681
500,1046998,1414913,651305.3816708077
500,1069769,1467487,695183.7690020413
500,1031536,1465844,661962.9561917708
500,1041210,1427602,656760.4495093515
500,1064610,1487176,688680.4760887198
500,1082650,1515886,682388.2379183229
500,1045467,1429964,654464.7830271883
500,1045976,1441994,671094.6253296196
500,1075017,1523956,687968.1991749887
500,1079244,1489658,689580.9764586004
500,1046274,1420258,648486.2089159007
500,1038152,1424174,654292.812703227
500,1087703,1488422,680483.9164037626
500,1033368,1398161,648587.8302313236
500,1052341,1477512,677632.4893569172
500,1089095,1519693,676624.4427130695
500,1100683,1533292,705587.8103228756
500,1063945,1423463,664365.370392963
500,1017261,1389545,640319.276471287
500,1078529,1493534,690307.7181537312
500,1083964,1511639,685089.6095134421
500,993952,1366991,630414.4107754435
500,1055039,1435674,662512.3984567322
500,1068568,1476370,668547.9561378651
500,1085868,1467987,680043.2235309207
500,1085144,1512591,693004.7815155316
500,1045364,1445395,669099.2209609596
500,1102060,1531349,708630.5724702912
600,1274056,1768112,810752.6431626381
600,1281300,1734311,815429.436989417
600,1211781,1687166,772065.0070346941
600,1307235,1817388,835802.8700134807
600,1315360,1809049,836158.0084916332
600,1300456,1786993,820026.635954944
600,1282820,1785302,808500.1381526012
600,1272455,1741387,796310.5517534814
600,1283859,1756051,808417.8742937929
600,1261007,1683478,776749.1510552632
600,1259332,1764174,805607.5029466652
600,1270362,1755073,812931.9803677327
600,1270663,1704349,803710.4793955043
600,1279643,1740903,812768.4995630041
600,1285809,1774616,817400.1528878827
600,1241384,1722419,795006.6458947838
600,1221124,1688352,783448.1000541326
600,1261622,1700085,789298.9137192363
600,1235101,1700623,795624.9866965152
600,1252864,1700356,780614.165207067
600,1298630,1815184,819492.0931064385
600,1214348,1687090,775567.3257960264
600,1259483,1751271,795413.0333719507
600,1264034,1799260,796575.7391405118
600,1239686,1671694,786063.0910167503
600,1170859,1600561,754566.8258117366
600,1275526,1744085,803613.5496523128
600,1281354,1732235,804209.9389278324
600,1241891,1709419,787480.8989238718
600,1244429,1739700,794706.8778904192
700,1483921,2056727,950160.9664814121
700,1488799,2063675,942669.0211432279
700,1489329,2018323,943130.441858742
700,1462976,1972003,918673.9310559325
700,1496708,2046580,959848.6105146747
700,1486322,2045869,955614.8494181846
700,1526250,2091004,966037.9415197767
700,1374773,1908183,876164.5223701039
700,1437913,1940142,903611.3820643929
700,1450160,2019693,917312.0237686938
700,1501887,2053663,952095.4546467185
700,1518219,2078534,962256.3678389275
700,1486205,2015498,920479.3401797042
700,1519308,2115702,964494.3570188988
700,1454203,2010913,918568.9310448653
700,1506122,2083773,953177.5717235516
700,1459864,1991324,915995.1048247466
700,1439797,1961076,910660.5712032485
700,1458466,2009445,929237.8674711693
700,1494478,2065524,959173.9116160651
700,1470593,1975614,922841.9076816961
700,1461178,2012734,929415.9048598892
700,1460780,2003571,922311.6994032844
700,1505557,2042841,940578.4523945717
700,1482760,2026701,938944.4955239854
700,1444687,1947064,907594.7244623161
700,1502622,2027633,955114.0559169108
700,1444901,1924379,897603.1734579015
700,1466028,1977823,910541.6114805706
700,1460662,2025501,930934.0413376777
800,1739014,2364358,1089101.3585835067
800,1722696,2359792,1095096.4500514562
800,1742110,2339809,1091462.301144986
800,1636500,2201005,1036905.8603255189
800,1674365,2262523,1047139.8979693472
800,1651029,2289293,1071427.358158738
800,1692850,2297769,1067057.608011531
800,1704486,2320075,1092902.44475554
800,1680250,2281082,1063715.965358084
800,1728765,2363484,1077381.0639859766
800,1690313,2318230,1087658.5992467455
800,1678728,2332645,1071028.2456838442
800,1688407,2301853,1071315.7550936139
800,1657317,2276610,1051820.6820644764
800,1697561,2313872,1073443.971159189
800,1669712,2285492,1070285.5394161742
800,1652976,2281061,1061089.4329431092
800,1617185,2237772,1022765.9780034719
800,1665880,2283419,1066627.9589584807
800,1717299,2383607,1101176.699978575
800,1677357,2298885,1067316.9036839926
800,1695856,2358930,1090307.7171985866
800,1625637,2202757,1042137.0788991381
800,1702304,2306266,1075494.4056706573
800,1618022,2200230,1029810.2706698014
800,1717577,2384606,1099217.2335141522
800,1659945,2264482,1040609.1048369225
800,1718717,2364632,1101937.7848855555
800,1668508,2265824,1053338.7516629393
800,1743362,2370621,1101459.2277214269
900,1904299,2595386,1200420.4190975963
900,1943673,2630815,1234367.3352328413
900,1893293,2596696,1211849.0721664052
900,1878885,2585484,1209444.9745925602
900,1884314,2583287,1188119.1878513996
900,1868272,2526422,1177485.9993456504
900,1883713,2583554,1200844.1283749081
900,1866903,2535659,1168644.0656474705
900,1884092,2535961,1187154.0541903009
900,1892007,2609331,1213624.7074727179
900,1889653,2612356,1204863.7766133305
900,1917901,2644291,1234871.0117607177
900,1846319,2521101,1187896.5889687599
900,1926872,2623372,1228368.728502434
900,1830908,2491272,1169361.2974597204
900,1897884,2615442,1219326.525939064
900,1875638,2558480,1191940.3539242437
900,1821537,2475343,1166627.4880490315
900,1887592,2603255,1214516.825077578
900,1920328,2600224,1231398.2774890924
900,1872560,2587743,1197346.2944274405
900,1873841,2550161,1183901.9017217208
900,1842346,2539314,1173717.6219892078
900,1835425,2538691,1179533.039436119
900,1899021,2578437,1183570.9721648926
900,1836726,2516090,1175380.3988256436
900,1938315,2613138,1227434.1126656034
900,1870630,2598946,1210157.5620000996
900,1886342,2541865,1198654.9790071456
900,1912295,2606547,1209524.9465744616
1000,2129469,2923204,1364616.3845054149
1000,2073587,2792078,1310236.572839959
1000,2076503,2825901,1315742.6001533493
1000,2045233,2805824,1288360.9693238875
1000,2115917,2886416,1345047.1341998023
1000,2147425,2892569,1343462.4150484968
1000,2128910,2863435,1339714.0408837418
1000,2132190,2925164,1356490.9992859592
1000,2149423,2951820,1374270.2114800527
1000,2010723,2755628,1275217.8093126304
1000,2090834,2830736,1329865.33463068
1000,2097032,2903091,1346562.2045410827
1000,2081876,2831838,1311863.727742892
1000,2094891,2882188,1339002.7337044496
1000,2085972,2881641,1330630.5973270081
1000,2162281,2907295,1350746.7576722526
1000,2097888,2828584,1331111.5480749963
1000,2120785,2896035,1350341.092615029
1000,2127169,2891275,1337771.268515034
1000,2104557,2837350,1309840.9385758806
1000,2109637,2866897,1329887.784140817
1000,2060041,2819186,1300477.850969946
1000,2018189,2755909,1303720.344477205
1000,2085861,2836842,1327812.6455256327
1000,2041746,2822613,1303887.4897683451
1000,2052120,2776711,1320663.8621760192
1000,2061608,2779041,1297756.9143654632
1000,2100766,2903310,1336406.4313907234
1000,2142711,2908035,1361453.3889902541
1000,2083113,2867587,1333820.8931205326
