Fat,Paper,Min Time,Time opt
0.1,18449158.317392614,8732607.263446499,8732607.263446499
0.2,9514328.300127825,8732607.263446497,4565103.3105278695
0.3,8435518.061855374,8732607.263446495,4127304.159061
0.4,7100824.608047485,8732607.263446499,3531293.337244801
0.5,4904184.464356036,8732607.263446499,2425280.548435411
0.6,2884649.4851727947,8732607.2634465,1437456.6641774694
0.7,2577415.0696297702,8732607.2634465,1285037.3006960263
0.8,1608072.01581233,8732607.263446502,770617.0417028224
0.9,1327025.0044833708,8732607.2634465,680994.575741888
1,942395.5315303549,8732607.2634465,680994.575741888
0.1,19580280.337984458,9308057.7540304,9308057.7540304
0.2,9887719.407439796,9308057.754030403,4749090.432025297
0.3,8828650.510867469,9308057.754030403,4343719.260605913
0.4,7307351.487536759,9308057.754030406,3646017.3357262146
0.5,6025298.931562344,9308057.754030405,2997522.495563436
0.6,3196449.032128723,9308057.754030405,1583306.9972135597
0.7,2712021.106122794,9308057.754030406,1310963.9288538226
0.8,1524323.460456546,9308057.754030408,719103.529335719
0.9,1449859.6932096444,9308057.754030416,665668.3560278681
1,1570716.7236997955,9308057.754030406,665668.3560278681
0.1,18663499.087586325,8886801.010959618,8886801.010959618
0.2,9097165.880311767,8886801.010959618,4388432.890178475
0.3,8884740.450108657,8886801.01095962,4376690.354095588
0.4,8127466.283175462,8886801.010959618,4044245.513574129
0.5,4959559.522789462,8886801.01095962,2453089.146122103
0.6,4293969.315441738,8886801.010959618,2161369.061226958
0.7,2741190.8860455137,8886801.010959623,1381091.0815783078
0.8,1666855.2492517787,8886801.01095962,850924.5551177259
0.9,1360507.981604288,8886801.01095962,681560.6480145513
1,1143955.136504284,8886801.010959618,651305.3816708077
0.1,22088276.968897037,10542286.164486926,10542286.164486926
0.2,11931400.28045265,10542286.164486922,5786871.9088727785
0.3,11014737.801556583,10542286.164486922,5466569.444241657
0.4,9189388.817414204,10542286.16448692,4587996.309565542
0.5,6422132.344017418,10542286.16448692,3181660.603885416
0.6,4816974.374149256,10542286.164486917,2403323.7039423697
0.7,2652283.023185762,10542286.164486917,1307447.3703259288
0.8,1684924.9128226768,10542286.164486915,820098.5255544082
0.9,1357579.5345172393,10542286.164486913,695183.7690020413
1,933480.052255971,10542286.164486902,695183.7690020413
0.1,19682808.172911663,9382846.433924496,9382846.433924496
0.2,10775243.298275594,9382846.433924498,5196189.025034764
0.3,8977947.678750511,9382846.433924496,4436076.882685004
0.4,8014119.03202561,9382846.433924494,3999936.5442832885
0.5,5558069.289595361,9382846.433924494,2784866.340403349
0.6,3884697.6833483283,9382846.433924494,1941221.3202935993
0.7,3013990.5125386566,9382846.433924496,1502542.1162031253
0.8,2121420.8558575544,9382846.433924498,1068978.4477030237
0.9,1581890.2173157455,9382846.433924485,804809.1267701911
1,912780.1013777663,9382846.433924487,661962.9561917708
0.1,17752822.09698641,8332293.115632522,8332293.115632522
0.2,9662399.539417868,8332293.115632521,4627706.406307378
