Fat,Paper,Min Time,Time opt
0.3,8963994.075060705,8332293.115632522,4395069.606401435
0.4,7889510.692392481,8332293.115632521,3909757.4684174946
0.5,5860962.619420705,8332293.115632524,2884996.3224685835
0.6,4295189.171239224,8332293.115632521,2114320.411203043
0.7,3444601.233630224,8332293.115632526,1661746.7440345408
0.8,2656051.674586075,8332293.115632522,1328387.65718064
0.9,1202842.8106183284,8332293.11563253,656760.4495093515
1,1389754.1663735646,8332293.115632523,656760.4495093515
0.1,20088053.42408625,9560333.529117024,9560333.529117024
0.2,9319788.06042367,9560333.529117025,4466134.730697571
0.3,8256121.591816912,9560333.529117025,4075217.8999653244
0.4,8318434.406788948,9560333.52911702,4151977.5884709684
0.5,6195449.497507355,9560333.529117025,3122809.1033193143
0.6,4407403.567639519,9560333.52911702,2229240.849787243
0.7,3146711.6316166115,9560333.529117025,1585995.838049847
0.8,1646398.8252034616,9560333.52911702,834522.1942139068
0.9,1242332.3570238594,9560333.529117025,688680.4760887198
1,1346497.0219680215,9560333.529117016,688680.4760887198
0.1,21999660.962070715,10476954.120251453,10476954.120251453
0.2,11442316.090431593,10476954.120251453,5538801.420283115
0.3,10092559.934372868,10476954.120251449,4958293.499939895
0.4,7595093.273808115,10476954.120251456,3761632.8245518687
0.5,6129234.356635499,10476954.120251454,3033628.495375763
0.6,5032820.592456574,10476954.120251453,2499520.603289179
0.7,2798178.210697483,10476954.120251449,1396246.1490286265
0.8,1481588.7892173526,10476954.120251445,740867.6783856449
0.9,1432316.2990379308,10476954.120251453,682388.2379183229
1,947613.9819822921,10476954.120251454,682388.2379183229
0.1,19939491.55577011,9458654.096560894,9458654.096560894
0.2,8416290.722656254,9458654.096560888,3984897.51836946
0.3,8592306.325589197,9458654.096560892,4231774.602375729
0.4,7025918.563711385,9458654.096560894,3471796.2162801516
0.5,5039466.777968709,9458654.096560894,2505719.0926306243
0.6,3501203.3711536475,9458654.096560892,1720014.341915108
0.7,3233663.7942622826,9458654.096560894,1591419.4152633497
0.8,2252954.969146105,9458654.096560895,1145008.9389490322
0.9,1256123.714172766,9458654.096560894,654464.7830271883
1,896664.9115254696,9458654.0965609,654464.7830271883
0.1,22233757.345918372,10705774.79721238,10705774.79721238
0.2,12578413.007345054,10705774.797212383,6173877.925091953
0.3,11783086.639915079,10705774.797212379,5889942.24206798
0.4,8105215.478370669,10705774.797212385,4092140.523404604
0.5,6560531.804463609,10705774.797212379,3296917.4194094455
0.6,3899557.3603948182,10705774.79721238,1956606.8574498754
0.7,3564663.0366342384,10705774.79721238,1807279.5436212257
0.8,2085327.39837418,10705774.797212379,1061128.592845121
0.9,1489423.4537691986,10705774.797212372,684994.7565661398
1,928012.8228463727,10705774.797212372,671094.6253296196
