density,Paper,Min Time,Time opt
0.1,840576.632446163,980303.0173747556,680994.5757418879
0.2,858070.7823230991,985759.7358962798,680994.5757418879
0.3,854109.328504783,966573.4947378107,680994.5757418879
0.4,839761.1258686404,988396.496700802,680994.5757418879
0.5,850538.828152855,991580.4771419528,680994.5757418879
0.6,851186.8836492337,973642.2762655978,680994.5757418879
0.7,857188.2579979716,995921.5736487933,680994.5757418879
0.8,857280.2423031591,987381.5015661272,680994.5757418879
0.9,860232.4973320615,1005319.5255811281,680994.5757418879
1,856865.9733279778,949698.0852841466,680994.5757418879
0.1,857882.8404105756,913362.9965006842,665668.3560278681
0.2,848654.7954720495,937369.8821071858,665668.3560278681
0.3,851490.6574602015,939959.8461438796,665668.3560278681
0.4,864797.2451027206,915454.7531590693,665668.3560278681
0.5,845512.6441686118,922250.7044545377,665668.3560278681
0.6,854507.5520157762,939851.007227918,665668.3560278681
0.7,863140.2940619759,903415.4315780681,665668.3560278681
0.8,852537.4293539785,928291.0801236238,665668.3560278681
0.9,848803.0008715066,912290.7759596104,665668.3560278681
1,854162.1014956277,910769.4816768728,665668.3560278681
0.1,814862.1437185726,923436.0633935764,651305.3816708076
0.2,827379.3271692238,945917.5538084884,651305.3816708076
0.3,829594.6944577983,903598.6181890039,651305.3816708076
0.4,827420.1542212925,893664.7244262862,651305.3816708076
0.5,825328.4311119602,897254.794822959,651305.3816708076
0.6,827084.5837630313,905934.1009671927,651305.3816708076
0.7,830503.4986215556,890080.3377544921,651305.3816708076
0.8,831157.9270169453,877699.1553773358,651305.3816708076
0.9,821496.3578971158,881785.9131337398,651305.3816708076
1,830823.1272388892,888062.9698671594,651305.3816708076
0.1,858778.9497419415,1082763.8785288958,695183.7690020413
0.2,856537.5069813358,1090071.2727686046,695183.7690020413
0.3,850213.789298315,1083539.14841793,695183.7690020413
0.4,860935.0844627935,1085072.5223243476,695183.7690020413
0.5,834761.6112322201,1038627.9018842744,695183.7690020413
0.6,851934.1496252916,1061605.418494867,695183.7690020413
0.7,853323.1993870144,998080.6640202904,695183.7690020413
0.8,854283.4155890264,1066835.3773104348,695183.7690020413
0.9,845229.9878608468,993901.0955361873,695183.7690020413
1,852044.7056298065,1009775.6901985845,695183.7690020413
0.1,840144.0206628802,994692.8118868119,661962.9561917708
0.2,823705.7404826506,998745.6724872219,661962.9561917708
0.3,815863.1650523187,992404.954173018,661962.9561917708
0.4,829131.6271762312,964929.1170249259,661962.9561917708
0.5,818707.346158821,970519.9099088582,661962.9561917708
0.6,834105.663135686,951389.2827283643,661962.9561917708
0.7,819437.731516446,910294.6952465698,661962.9561917708
0.8,827440.8077588028,907052.6629950278,661962.9561917708
0.9,834263.3972022377,975202.6855995146,661962.9561917708
1,830013.6393476824,925981.8611039206,661962.9561917708
0.1,834307.9757118566,987629.7765380988,656760.4495093515
0.2,822932.4579236179,942616.8006765817,656760.4495093515
0.3,812226.377300504,927265.0412383745,656760.4495093515
0.4,825659.322786932,951756.690469542,656760.4495093515
0.5,829130.1897700352,912510.9862662804,656760.4495093515
0.6,817414.0124079072,913981.2001562484,656760.4495093515
0.7,826798.7236431497,949222.279834212,656760.4495093515
0.8,823644.9768863317,898246.5711198822,656760.4495093515
0.9,827883.9493724586,855491.040940788,656760.4495093515
1,838033.3915639414,889766.9602548266,656760.4495093515
0.1,857960.9742712067,987966.0539920786,688680.4760887198
0.2,860266.4306187726,1002630.1898607922,688680.4760887198
0.3,876581.5663541445,985155.697543895,688680.4760887198
0.4,851774.5810953999,1006915.6453484304,688680.4760887198
0.5,866960.4686726293,981968.3373761724,688680.4760887198
0.6,865255.7697668438,968538.0526319462,688680.4760887198
0.7,861916.1547276354,956143.7350009509,688680.4760887198
0.8,869880.267285135,983593.3394060971,688680.4760887198
0.9,875319.6358074187,958558.9978958335,688680.4760887198
1,864772.9145431604,940037.973783901,688680.4760887198
0.1,859059.7337311002,953046.7100593155,682388.2379183229
0.2,859707.3361636687,954307.9210103524,682388.2379183229
0.3,858565.9994570898,967837.8637198583,682388.2379183229
0.4,854590.0129746757,958825.7266319173,682388.2379183229
0.5,858573.022579503,938811.8017439794,682388.2379183229
0.6,858153.9150285326,955066.8095003557,682388.2379183229
0.7,856928.6389194928,924557.2336925413,682388.2379183229
0.8,862552.151488848,949352.506570904,682388.2379183229
0.9,866533.3783295887,955656.0973543484,682388.2379183229
1,856641.1140591986,915599.310421104,682388.2379183229
0.1,823779.9339064636,1003187.1874945364,654464.7830271883
0.2,827936.2964655865,991827.4365604843,654464.7830271883
0.3,842480.247411866,993573.2966093001,654464.7830271883
0.4,811369.5425963922,942875.1459230218,654464.7830271883
0.5,827962.4222892396,964365.8648844478,654464.7830271883
0.6,808467.9971403875,944587.9488071739,654464.7830271883
0.7,814100.1619436855,967882.9008455594,654464.7830271883
0.8,829481.0295751808,936725.1382422472,654464.7830271883
0.9,820209.0060847596,942890.4084657846,654464.7830271883
1,829202.0603180474,937490.202479741,654464.7830271883
0.1,837479.0091809666,1124627.0094707946,671094.6253296195
0.2,841117.536495373,1081705.9095655344,671094.6253296195
0.3,839287.5276956322,1102670.5412414428,671094.6253296195
0.4,839160.7706401332,1085479.1131062582,671094.6253296195
0.5,841343.6412266728,1066400.5974748097,671094.6253296195
0.6,843213.5544140046,1120698.6761446062,671094.6253296195
0.7,837712.1684878563,1039595.1896542847,671094.6253296195
0.8,845387.608229928,1078678.585848362,671094.6253296195
0.9,835987.7195791012,1029261.7056485205,671094.6253296195
1,839789.568474524,1109937.3677130076,671094.6253296195
