n,Paper,Min Time,Time opt
100,210217,310937,135264.95191661385
100,174849,295998,132074.59556803896
100,213356,294001,135657.59205852257
100,241562,315312,137265.97155590745
100,195764,318491,139215.89287995544
100,235225,286515,144551.16717179597
100,229082,319537,135780.7659983854
100,204300,309921,132581.37664140124
100,214255,298759,129562.18650004559
100,247434,317589,144803.15692082013
100,167035,320664,142549.34011785552
100,147232,266310,122608.32565415792
100,145857,256468,124600.31423178608
100,170395,297380,140412.58548498634
100,164907,266078,135374.69817456193
100,188189,311078,149841.57087676172
100,163832,289346,136679.98497444188
100,161146,283829,135608.06145510174
100,163770,275845,135402.39063698697
100,150800,273631,126422.01673384172
100,149397,259494,124672.97942511759
100,161801,298744,135828.24063439868
100,144449,246599,121590.3561004012
100,169293,294896,141670.18174400297
100,151517,279135,129085.33230456467
100,139668,244114,113708.02205979644
100,158985,285510,132960.13984713593
100,157447,278685,132590.88924377167
100,182740,299932,144857.58402459728
100,171231,299769,140453.39162076468
200,337172,620562,269115.41536577564
200,388033,656156,286299.98443799117
200,363284,638932,270786.0562738249
200,373493,608102,273913.5829820462
200,355661,539932,237157.02603838284
200,356857,588481,257738.01733123203
200,334558,584851,263256.4548820055
200,363933,646980,288877.2195751548
200,360640,614315,267404.74808868044
200,352091,620570,283601.9021258916
200,316346,561230,270773.3746670321
200,304260,548093,264589.90790175356
200,303137,559416,261281.63843724324
200,308902,556070,263109.2293671034
200,314210,550291,274813.14197433466
200,325961,584624,278948.3752587396
200,310277,531663,263981.5573500181
200,315375,544659,270991.35851993645
200,324655,545736,273480.8591413035
200,317193,562851,272374.3566131308
200,304142,538320,257861.1880564968
200,305898,546885,264571.37238185003
200,329933,594326,282242.44448815024
200,294201,532879,255260.99672868694
200,311516,568218,266517.2749301547
200,312656,532939,270412.6847920335
200,337043,627157,289846.8345890698
200,324084,572187,273078.88191501173
200,302245,555747,258264.23926348987
200,315775,576574,271978.983697717
300,507475,941049,418786.3552329836
300,499159,880391,397626.57903151336
300,517656,945439,421388.39164478605
300,520533,877580,396805.2720480061
300,519834,930269,403542.7487819404
300,463118,819338,364297.22578645014
300,503471,882307,399115.47045688564
300,495032,893693,404387.397599672
300,494433,902927,402994.3076215725
300,506754,928740,412492.8426659085
300,461469,804987,401745.9560372975
300,477207,861843,412904.7253483479
300,465279,797721,397236.46443662903
300,459241,827879,401840.5684481841
300,456511,799564,393179.87922611507
300,461299,830571,399192.9305625893
300,468921,836836,405752.0831622696
300,464605,799179,376298.8265818693
300,466131,837494,406096.2341519055
300,456156,804194,399201.3501598062
300,464910,799011,403636.3996061459
300,426210,742880,373336.02781377715
300,467407,850614,402633.989548322
300,459044,811397,396340.6575228226
300,431263,758259,374889.3366793485
300,456327,794874,396928.31808078784
300,469436,854646,404377.68814419676
300,472459,826563,409442.8037849717
300,443698,794404,387084.7091068771
300,472539,828794,411780.7458248167
400,647977,1183716,527019.572592095
400,628894,1114948,507521.7860540623
400,656313,1175812,527186.328555443
400,622737,1157572,520492.97119765717
400,672042,1190206,553652.1403919176
400,666002,1189400,546788.8911521651
400,645260,1136774,509607.5388928041
400,639222,1140155,517062.8064570028
400,652704,1162405,532846.2458092739
400,687819,1229644,556610.2611466397
400,599023,1059757,522951.69608158915
400,611191,1095587,531740.1536328165
400,617731,1105115,531651.6310679752
400,595519,1051453,516509.1977299856
400,624831,1114732,542004.1546906022
400,591374,1055775,515937.7776202213
400,642273,1121915,560664.1812581917
400,584320,1016442,508991.3310337156
400,595582,1105390,518731.0345094204
400,613257,1086685,539336.6001922236
400,600369,1068309,521658.0267639762
400,625851,1122833,545268.1116362872
400,625189,1097153,542453.3439180889
400,605699,1087076,531237.2237297652
400,607375,1070989,532359.6959723688
400,618626,1104015,541917.0660935827
400,585481,1061123,509665.80872439116
400,599890,1050562,524530.0242908768
400,597969,1049641,521198.09329118254
400,604138,1106090,523773.27242161764
500,818958,1459225,680994.575741888
500,801294,1480195,665668.3560278681
500,791825,1413239,651305.3816708077
500,845563,1462903,695183.7690020413
500,796385,1443099,661962.9561917708
500,786683,1400440,656760.4495093515
500,825080,1508737,688680.4760887198
500,819729,1495388,682388.2379183229
500,795885,1420423,654464.7830271883
500,827985,1432477,671094.6253296196
500,786552,1397823,687968.1991749887
500,790151,1390751,689580.9764586004
500,754557,1312840,648486.2089159007
500,747094,1340633,654292.812703227
500,779856,1379416,680483.9164037626
500,742049,1310836,648587.8302313236
500,776262,1378050,677632.4893569172
