eval_id,P1,P2,value,global_best_value,global_best_P1,global_best_P2
1,0.4,3.5,6.386927732164396,6.386927732164396,0.4,3.5
1,0.4,3.5,6.386927732164396,6.386927732164396,0.4,3.5
2,0.9,1.5,2.9187523419745753,2.9187523419745753,0.9,1.5
3,0.3,3.0,5.831207526941139,2.9187523419745753,0.9,1.5
4,0.1,2.5,8.570068966081106,2.9187523419745753,0.9,1.5
5,0.2,3.5,6.38877963671148,2.9187523419745753,0.9,1.5
6,0.9,4.0,7.731658665217852,2.9187523419745753,0.9,1.5
7,0.1,1.5,8.545518902594662,2.9187523419745753,0.9,1.5
8,0.8,1.5,2.925644896427725,2.9187523419745753,0.9,1.5
9,0.7,1.5,2.981874991974339,2.9187523419745753,0.9,1.5
10,0.9,1.0,2.341496937591722,2.341496937591722,0.9,1.0
11,0.7,1.0,2.403406811576971,2.341496937591722,0.9,1.0
12,0.8,1.0,2.36371886938514,2.341496937591722,0.9,1.0
13,0.6,1.0,2.4680676588018144,2.341496937591722,0.9,1.0
14,0.5,1.0,2.151617517104907,2.151617517104907,0.5,1.0
15,0.4,1.0,2.350333643821548,2.151617517104907,0.5,1.0
16,0.5,1.5,3.033302833961724,2.151617517104907,0.5,1.0
17,0.4,1.5,2.965133868351497,2.151617517104907,0.5,1.0
18,0.6,1.5,2.977323566262239,2.151617517104907,0.5,1.0
19,0.3,1.0,2.8974049980327696,2.151617517104907,0.5,1.0
20,0.3,1.5,3.0246229928928354,2.151617517104907,0.5,1.0
21,0.7,2.0,3.89851591659657,2.151617517104907,0.5,1.0
22,0.9,2.0,3.929521533390526,2.151617517104907,0.5,1.0
