n,Paper,Min Time,Time opt
100,184994.7313145862,174268.88868434893,135264.95191661385
100,170233.05109244498,221743.506783143,132074.59556803893
100,179612.3992018841,229781.7536375657,135657.59205852254
100,177391.92526934942,240008.46696046833,135704.79963632452
100,184029.72167377267,176277.83892508966,139215.89287995544
100,172820.98811887996,184578.31420806097,122984.77840698518
100,184702.3548878423,233622.16997384114,135780.76599838538
100,177104.80356240706,176276.76149414873,132581.37664140118
100,170538.82927534333,194844.38896564205,125793.85045794981
100,179631.2167050445,265318.42238337855,142189.82963128173
200,349391.76975162065,346817.4515036165,269115.4153657755
200,390304.67871147423,426577.5363931094,286299.9844379911
200,372012.5175159158,421210.82114505686,270786.05627382477
200,337640.0663732361,477517.46036625287,273913.5829820462
200,302839.5307321034,396819.8048261629,237157.02603838284
200,349678.84575622913,367057.65953753656,257738.01733123203
200,341295.5916784877,337131.8779139263,263256.45488200546
200,367095.7580479974,432992.5175052499,288877.21957515477
200,344251.1032735182,372801.442040328,267404.74808868027
200,351561.1650272095,449139.4211892917,283601.9021258916
300,532490.5067667592,589161.4204041467,418786.3552329834
300,509643.066528798,584372.4018344348,397626.5790315133
300,545957.1529927294,601699.7977618548,421388.3916447859
300,510199.95596152113,571823.0707551441,396805.27204800607
300,506789.46702161786,606053.2894868485,403542.7487819403
300,453266.10591693816,540189.9081141779,364297.2257864501
300,508041.3104274743,580680.042734592,399115.47045688564
300,496205.67835337046,589697.1656035237,404387.397599672
300,505589.59332268254,537493.9420666747,402994.3076215725
300,531374.174550276,545193.1298226481,412492.8426659085
400,670841.0870284426,728502.7244220302,527019.572592095
400,636718.5978198455,713363.7129074489,507521.7860540623
400,668823.4706161569,728660.9789821821,527186.328555443
400,659070.8215333804,733327.5919006906,520492.9711976571
400,688160.6020846782,790077.8435823028,553652.1403919176
400,680513.0253089729,735391.9754131755,546788.8911521651
400,654130.1840665974,696112.3476662445,509607.5388928041
400,656996.6103634267,734871.4429688076,517062.8064570028
400,680302.9873529664,712733.4556023846,532846.2458092739
400,705735.2786102826,807630.3090069155,556610.2611466397
500,849381.6839632605,995571.4074067131,680994.5757418879
500,861208.285022824,910907.0904564733,665668.3560278681
500,825583.3069441661,859690.1091700259,651305.3816708076
500,854824.3365542878,1045742.6903509536,695183.7690020413
500,819748.6839770417,946353.5837328859,661962.9561917708
500,824202.4521774641,906609.5164015945,656760.4495093515
500,868675.5776452696,951292.7076069848,688680.4760887198
500,856097.6957229751,948642.2783866161,682388.2379183229
500,828017.1643040522,954975.8119946753,654464.7830271883
500,844423.3541934643,1056098.7275433594,671094.6253296195
600,1034754.4545729024,1150294.7758087877,810752.6431626378
600,1022604.2581801679,1159451.0800175006,815429.4369894167
600,949702.2064946559,1197828.264349559,772065.0070346941
600,1033908.6595083838,1245720.897587598,835802.8700134807
600,1049232.2076267155,1144759.4341466615,836158.0084916332
600,1040917.5010870647,1108319.7935183675,820026.635954944
600,1026079.5122483111,1099201.8871364326,808500.1381526012
600,995221.5534461915,1167556.4458485062,796310.5517534814
600,1028988.8655918231,1090660.048930611,808417.8742937929
600,981447.2528411985,1056449.9534675723,776749.151055263
700,1207337.8938381467,1335664.7170704033,950160.9664814118
700,1172377.9546445785,1295304.4235103005,942669.0211432279
700,1177106.1048162852,1301449.1611464317,943130.4418587418
700,1144432.4999284232,1267948.5535599794,918673.9310559323
700,1200912.680686086,1364638.3010256437,959848.6105146745
700,1198183.9216025686,1301155.5657089318,955614.8494181845
700,1223978.520536998,1360374.2056950522,966037.9415197765
700,1107806.7219099503,1218012.7278395458,876164.5223701039
700,1149953.8476253857,1232360.0154867598,903611.3820643927
700,1159160.2932191575,1248704.2624414135,917312.0237686936
800,1390291.145801083,1520883.0995620084,1089101.3585835064
800,1397059.250102806,1467452.6335784767,1095096.4500514558
800,1367785.5914673668,1522605.81234919,1091462.301144986
800,1298582.9304581366,1470994.5359762937,1036905.8603255186
800,1326271.2305634504,1481214.5688387055,1047139.8979693472
800,1362981.8098729502,1543474.300381462,1071427.358158738
800,1357406.774129891,1513485.6611533088,1067057.608011531
800,1366702.4472528098,1564008.3924676515,1092902.44475554
800,1335844.7020841397,1426167.9748193016,1063715.965358084
800,1355476.9474979127,1447139.2434002983,1077381.0639859764
900,1508445.0915370975,1623829.355508638,1200420.4190975963
900,1550612.814449224,1732670.1112452329,1234367.335232841
900,1520041.6477506936,1658513.3658443617,1211849.0721664052
900,1513541.024247745,1769962.7409825067,1209444.9745925602
900,1501391.6928932457,1615047.216096376,1188119.1878513992
900,1472009.2944393759,1680397.2978058546,1177485.9993456504
900,1523588.2504880251,1631459.303455192,1200844.1283749081
900,1495853.0748981696,1576095.9127108587,1168644.0656474705
900,1476004.6794183233,1688631.1535257406,1187154.0541903004
900,1517564.5895302643,1674695.2962955812,1213624.7074727179
1000,1740211.141814371,1857824.5889955617,1364616.3845054149
1000,1640581.6052332618,1849961.0647398198,1310236.572839959
1000,1645489.9284027813,1914498.128992868,1315742.600153349
1000,1616862.5560618576,1861523.7941289293,1288360.9693238873
1000,1694744.6691683081,1889153.3464156738,1345047.1341998018
1000,1686203.2475445091,1861270.4641447105,1343462.4150484968
1000,1682647.5966573448,1806472.2374275567,1339714.0408837413
1000,1715495.8123417033,1816368.4034363334,1356490.9992859592
1000,1716960.1112194632,1974715.5691157833,1374270.2114800527
1000,1617401.816502233,1695274.5762225646,1275217.80931263
