0.02,20.61752777213266,2.1817387437316955
0.04,10.666127300121206,2.1817387437316955
0.06,7.072388785282045,2.1817387437316955
0.08,5.235870545179692,2.1817387437316955
0.1,4.103029431022545,2.1817387437316955
0.12,3.3358628793408514,2.1817387437316955
0.14,2.781263927710272,2.1817387437316955
0.16,2.3598702307109307,2.1817387437316955
0.18,2.0337239673390517,2.1817387437316955
0.2,1.776861665923637,2.1817387437316955
0.22,1.569574924374125,2.1817387437316955
0.24,1.412668498594794,2.1817387437316955
0.26,1.2982054977516146,2.1817387437316955
0.28,1.6042701015898615,2.1817387437316955
0.3,1.1986220294414103,2.1817387437316955
0.32,1.2007400400992982,2.1817387437316955
0.34,1.241877368415885,2.1817387437316955
0.36,1.3324273156156528,2.1817387437316955
0.38,1.3324273156156528,2.1817387437316955
