eval_id,P1,P2,value,global_best_value,global_best_P1,global_best_P2
1,0.6,2.6,4.7437950247215515,4.7437950247215515,0.6,2.6
2,0.2,4.0,7.731658665217852,4.7437950247215515,0.6,2.6
3,0.78,2.0,3.922479462000944,3.922479462000944,0.78,2.0
4,0.82,1.2,2.509400856194961,2.509400856194961,0.82,1.2
5,0.36,3.0,5.8332431762166435,2.509400856194961,0.82,1.2
6,0.56,4.2,7.861609543767667,2.509400856194961,0.82,1.2
7,0.26,1.6,3.334967566715957,2.509400856194961,0.82,1.2
8,0.48,1.0,2.137271012988464,2.137271012988464,0.48,1.0
9,0.28,1.0,3.1295110031367868,2.137271012988464,0.48,1.0
10,0.44,3.8,7.248833730388024,2.137271012988464,0.48,1.0
11,0.68,2.0,3.922479462000944,2.137271012988464,0.48,1.0
12,0.6,4.2,7.861609543767667,2.137271012988464,0.48,1.0
13,0.84,2.2,4.38119043883074,2.137271012988464,0.48,1.0
14,0.42,4.6,8.042081598734544,2.137271012988464,0.48,1.0
15,0.24,1.8,3.6478866412742654,2.137271012988464,0.48,1.0
16,0.26,3.0,5.832556451189689,2.137271012988464,0.48,1.0
17,0.78,1.6,3.215268840997731,2.137271012988464,0.48,1.0
18,0.44,3.4,6.006604780090415,2.137271012988464,0.48,1.0
19,0.56,3.0,5.8332431762166435,2.137271012988464,0.48,1.0
20,0.4,2.6,4.744716425943782,2.137271012988464,0.48,1.0
