P,n,File_number,regular,fat,jump,density,Paper,Time opt,Makespan,Model
1,256,1000,11,0.103925,0.694013,7.0,0.897745,118778.04977031739,57777.80426717701,2.0557729958214077,Roofline
2,2048,100,81,0.715367,0.100106,10.0,0.419858,3787.1429609613497,3640.539966099324,1.0402695743563295,Roofline
3,4096,900,66,0.699821,0.486548,10.0,0.494553,51861.32762575369,48637.05132204572,1.0662925941451247,Roofline
4,128,700,95,0.252105,0.328997,9.0,0.241537,126312.13995931286,88319.11812272701,1.4301789085324796,Roofline
5,2048,800,48,0.380232,0.567173,4.0,0.771939,17572.495259032356,13987.081628593165,1.2563375066825726,Roofline
6,512,500,38,0.15137,0.33787,3.0,0.636078,30680.89359320496,19527.506587119267,1.5711628853548916,Roofline
7,512,600,73,0.230985,0.420942,7.0,0.713594,30940.950532525887,17597.435126032324,1.7582647875061161,Roofline
8,1024,500,66,0.649432,0.723637,6.0,0.240238,11725.363026060688,7779.4258994893435,1.5072272912619893,Roofline
9,128,700,5,0.119244,0.5906,4.0,0.106685,124503.68775186496,80381.02878996896,1.5489188136318333,Roofline
10,1024,800,91,0.398424,0.585032,9.0,0.102732,43805.3234554519,40477.23944572463,1.0822211211856445,Roofline
11,2048,700,31,0.799942,0.889956,10.0,0.787336,5163.522999129716,4808.2961358245575,1.073877908779061,Roofline
12,128,100,58,0.314204,0.786132,9.0,0.395892,16298.987566700322,10645.916249895912,1.5310084340424603,Roofline
13,8192,300,36,0.562432,0.233763,10.0,0.153198,11243.031887069747,11243.031887069747,1.0,Roofline
14,128,900,3,0.534845,0.213005,5.0,0.132059,167687.78555880717,104665.32399588726,1.6021331531481844,Roofline
15,512,800,26,0.767861,0.447614,5.0,0.851934,35409.15128960023,23019.496724261815,1.538224389253485,Roofline
16,256,700,71,0.336017,0.524537,2.0,0.841195,74128.15186356453,41954.4486844889,1.766872267135062,Roofline
17,128,500,53,0.749981,0.820907,9.0,0.340066,95573.69004339578,60721.73929836985,1.5739616675631287,Roofline
18,8192,800,8,0.360628,0.835771,9.0,0.354204,23357.491359349504,23357.491359349504,1.0,Roofline
19,8192,700,27,0.424576,0.603897,7.0,0.617383,30446.55928693194,28301.923922736623,1.075777016786919,Roofline
20,2048,300,34,0.577643,0.761176,7.0,0.372643,2636.407708018579,2247.2203009590917,1.173186138846016,Roofline
21,4096,300,76,0.699195,0.767005,6.0,0.690699,19550.815864029762,18791.97786543751,1.0403809542575035,Roofline
22,256,200,73,0.211051,0.283267,10.0,0.696614,17454.9966622367,11071.647141560003,1.5765492197376223,Roofline
23,128,1000,59,0.376573,0.759818,2.0,0.76305,196203.75816125926,117138.12384079055,1.6749778101955224,Roofline
24,256,800,29,0.613703,0.797571,8.0,0.60255,70835.44008347846,45756.00423896359,1.548112455657971,Roofline
25,1024,400,93,0.771915,0.559915,7.0,0.477874,9740.158051065873,7166.656446433914,1.3590937592540129,Roofline
26,4096,500,66,0.649432,0.723637,6.0,0.240238,6391.4581402482645,4805.386972770705,1.3300610703081541,Roofline
27,4096,600,90,0.79804,0.581244,7.0,0.389738,24475.30031569839,23880.618799658405,1.0249022657674387,Roofline
28,512,500,51,0.846688,0.52166,9.0,0.837665,25356.811797033482,15370.262172807743,1.6497318986460372,Roofline
29,256,800,20,0.352643,0.137693,5.0,0.148824,70455.87185512728,44281.972117340025,1.5910734885165159,Roofline
30,8192,800,22,0.262714,0.843831,7.0,0.855421,14893.652488717866,14182.381886524709,1.0501517028581049,Roofline
31,8192,100,33,0.728034,0.112467,2.0,0.434197,12790.258242864795,12790.251471577614,1.0000005294100116,Roofline
32,512,600,21,0.830316,0.216257,9.0,0.535044,26976.799590277384,17765.650851210507,1.5184807928632265,Roofline
33,4096,300,59,0.145154,0.216152,5.0,0.227988,5615.749208532474,5615.547580179814,1.0000359053769523,Roofline
34,512,100,30,0.311593,0.494797,1.0,0.411192,4307.065968566444,2870.5848025105342,1.500414119380693,Roofline
35,512,400,65,0.341813,0.131667,6.0,0.445843,17366.793268472633,11564.413894818357,1.5017443535339163,Roofline
36,512,600,87,0.701721,0.485789,10.0,0.896196,26698.0253415668,17773.162246597,1.5021539201150673,Roofline
37,512,200,34,0.193941,0.777444,3.0,0.390147,8531.265879754474,5972.423269327913,1.428442944351885,Roofline
38,256,100,19,0.894956,0.277955,6.0,0.168629,10177.823573216025,6494.558298474479,1.5671309895865768,Roofline
39,2048,200,22,0.81636,0.60347,9.0,0.214718,2376.977506533477,1443.118402629961,1.6471119086290056,Roofline
40,512,600,12,0.428009,0.498308,10.0,0.506425,24284.880524861062,16466.931178128707,1.4747666254363239,Roofline
41,2048,900,43,0.238553,0.709156,3.0,0.720007,58415.20465321977,57414.53305517278,1.017428890296563,Roofline
42,8192,500,56,0.178558,0.3637,3.0,0.260735,19570.638971893586,16909.55641454567,1.1573715177447732,Roofline
43,4096,200,90,0.517281,0.702481,8.0,0.62128,2427.121313387317,2099.0704445124884,1.156283877814791,Roofline
44,512,900,13,0.562432,0.233763,7.0,0.153198,57284.04965642276,36229.89010099189,1.5811267850038124,Roofline
45,256,200,50,0.733229,0.521202,1.0,0.840543,23633.628903788547,14079.70693242848,1.678559718409721,Roofline
46,512,300,76,0.699195,0.767005,6.0,0.690699,25838.934262331004,18792.747664677147,1.3749417979414404,Roofline
47,512,200,19,0.278484,0.749344,3.0,0.268131,8373.455478261687,5961.120315784115,1.4046781535494404,Roofline
48,512,800,67,0.467215,0.250236,2.0,0.546734,70037.43463583822,56763.63041900519,1.2338434684119286,Roofline
49,128,500,88,0.614454,0.398912,3.0,0.295666,89660.59682219167,54786.42545726555,1.6365476680373798,Roofline
50,8192,800,36,0.54861,0.334123,4.0,0.231242,44536.569316172085,42807.93117912615,1.0403812585525938,Roofline
51,1024,900,57,0.861978,0.65095,2.0,0.852374,25986.157873481054,17795.006342265573,1.4603061877960883,Roofline
52,256,900,9,0.16733,0.639422,10.0,0.553734,78167.09514384087,51014.16896254326,1.5322624426408753,Roofline
53,4096,500,26,0.485154,0.675732,9.0,0.478628,17720.648856454107,17249.52878958448,1.027312054295309,Roofline
54,512,100,51,0.859956,0.135467,8.0,0.542046,6370.295143506448,3896.8886889867795,1.6347131396156898,Roofline
55,128,400,66,0.277529,0.465338,10.0,0.361489,73479.70885344292,45264.30388508128,1.6233478159742822,Roofline
56,512,100,57,0.773757,0.558521,9.0,0.472199,4451.033572990546,3096.4620972678213,1.4374577931756174,Roofline
57,8192,300,67,0.593592,0.272399,5.0,0.6807,29660.48057195888,28645.470223905646,1.0354335376630044,Roofline
58,4096,800,87,0.759213,0.430835,5.0,0.751711,16415.974613280367,16015.811319686769,1.0249855149767975,Roofline
59,1024,800,34,0.613512,0.287316,6.0,0.205666,15975.840268950382,12813.837719051546,1.2467646788750562,Roofline
60,128,200,70,0.413382,0.599422,3.0,0.517703,41927.56268438409,25822.58447709562,1.6236780141652136,Roofline
61,8192,700,43,0.506619,0.290083,7.0,0.498927,49446.71230713039,42057.71094135505,1.1756871974339855,Roofline
62,8192,200,82,0.668572,0.457403,7.0,0.2616,27366.490666336336,27366.490666336336,1.0,Roofline
63,1024,200,52,0.366465,0.552069,5.0,0.56244,9427.194531607476,8182.643203768256,1.1520964921537922,Roofline
64,512,200,91,0.863484,0.245115,7.0,0.256471,11240.25161148009,8686.753216160692,1.2939531412690428,Roofline
65,1024,500,48,0.273445,0.855023,3.0,0.357455,21686.678750128245,16598.594764545996,1.306537032667983,Roofline
66,256,500,66,0.649432,0.723637,6.0,0.240238,48203.89304962194,31117.703597957374,1.5490825953103473,Roofline
67,2048,100,89,0.430902,0.107302,3.0,0.825334,5102.328074573177,5081.77982600681,1.0040435141367614,Roofline
68,4096,300,79,0.404985,0.191272,6.0,0.600165,35713.09843228241,35029.15878819715,1.0195248663612129,Roofline
69,8192,700,81,0.865154,0.543164,2.0,0.152786,17755.16506963425,16443.27112892882,1.0797830267724164,Roofline
