density,Paper,Min Time,Time opt
0.1,4083255.183824622,8732607.263446497,1287516.8274916878
0.2,5092813.295411108,8732607.263446497,1644790.4618659108
0.3,5973125.461739418,8732607.263446495,1923457.3499354376
0.4,6411755.861687228,8732607.263446495,2070932.302701784
0.5,7388191.208960704,8732607.263446497,2373416.6947458466
0.6,6962666.192608379,8732607.263446497,2239353.0448254882
0.7,7982030.33840451,8732607.263446499,2583797.8194968766
0.8,8858349.610547137,8732607.263446495,2892042.708974717
0.9,9542687.056484269,8732607.263446495,3100560.5503288186
1,9451709.551190518,8732607.263446493,3075587.2799341166
0.1,3902419.7929104296,9308057.754030408,1286238.1323045564
0.2,7086284.765445706,9308057.754030408,2349280.0804895638
0.3,6610152.3413803,9308057.754030406,2177928.002177207
0.4,7472409.59712014,9308057.754030408,2478356.4682938727
0.5,8124273.097362234,9308057.754030403,2677114.741194604
0.6,8606224.168775562,9308057.754030403,2843561.670317962
0.7,9800345.845876232,9308057.754030405,3251064.2050118404
0.8,9151182.605404228,9308057.754030405,3035505.1135163093
0.9,9198212.541542288,9308057.754030403,3058686.0347636547
1,10188594.868515033,9308057.754030403,3388757.7401145133
0.1,3986127.9735963815,8886801.01095962,1293996.2337255308
0.2,6846557.0071330825,8886801.01095962,2215121.4082558528
0.3,6704911.251691036,8886801.01095962,2192309.3940271456
0.4,8426777.311574835,8886801.01095962,2763582.4115925245
0.5,7725326.11847553,8886801.010959622,2529867.2056780555
0.6,9217762.676946891,8886801.01095962,3017848.998318323
0.7,9844106.209176324,8886801.010959618,3202092.2427278887
0.8,9972260.920669047,8886801.01095962,3232138.3167623975
0.9,10075009.987381488,8886801.010959622,3290027.8146655504
1,9982037.55989616,8886801.010959616,3235221.0246830396
0.1,4810381.669295708,10542286.16448692,1557902.0513799503
0.2,6414101.840616145,10542286.164486917,2080266.6415797675
0.3,7829619.299192038,10542286.164486922,2586488.9810114703
0.4,10292060.814049078,10542286.164486922,3356443.302647953
0.5,9771482.231635999,10542286.164486917,3199005.1734100496
0.6,11511039.37394584,10542286.164486922,3755964.7333582807
0.7,9956592.327504134,10542286.164486922,3228471.3067001156
0.8,11786446.549672632,10542286.164486924,3825960.3967293273
0.9,10509291.729229255,10542286.164486917,3430871.0799545273
1,12796875.660865743,10542286.164486922,4159340.7185948202
0.1,4858250.909030403,9382846.433924492,1596004.2561320157
