eval_id,P1,P2,value,global_best_value,global_best_P1,global_best_P2
1,0.5,1.0,11.145086284038465,11.145086284038465,0.5,1.0
2,0.74,4.0,6.0468940454183215,6.0468940454183215,0.74,4.0
3,0.16,3.4,5.902746651170154,5.902746651170154,0.16,3.4
4,0.42,3.6,5.918921917842653,5.902746651170154,0.16,3.4
5,0.3,2.0,3.7934583692702364,3.7934583692702364,0.3,2.0
6,0.64,2.2,4.3085785346409935,3.7934583692702364,0.3,2.0
7,0.82,1.2,5.6919274177415495,3.7934583692702364,0.3,2.0
8,0.58,2.0,3.7934583692702364,3.7934583692702364,0.3,2.0
9,0.9,4.2,6.971999345106341,3.7934583692702364,0.3,2.0
10,0.66,3.8,5.9337690079658065,3.7934583692702364,0.3,2.0
11,0.66,1.2,4.974048941677495,3.7934583692702364,0.3,2.0
12,0.18,2.2,4.3085785346409935,3.7934583692702364,0.3,2.0
13,0.64,1.2,4.8446431438619815,3.7934583692702364,0.3,2.0
14,0.44,1.8,3.5681409923984697,3.5681409923984697,0.44,1.8
15,0.46,3.0,5.310206935808596,3.5681409923984697,0.44,1.8
16,0.44,2.6,4.956701814113901,3.5681409923984697,0.44,1.8
17,0.76,3.2,5.6155066769701305,3.5681409923984697,0.44,1.8
18,0.8,2.8,5.298249885619788,3.5681409923984697,0.44,1.8
19,0.46,1.2,4.327995938582364,3.5681409923984697,0.44,1.8
20,0.16,2.8,5.298249885619788,3.5681409923984697,0.44,1.8
21,0.9,1.8,3.5681409923984697,3.5681409923984697,0.44,1.8
22,0.1,1.4,3.3935140412382196,3.3935140412382196,0.1,1.4
23,0.54,1.6,3.2093911261523735,3.2093911261523735,0.54,1.6
24,0.1,1.6,3.4555229415212327,3.2093911261523735,0.54,1.6
25,0.6,1.4,3.421838948956975,3.2093911261523735,0.54,1.6
26,0.1,5.0,8.000406650790008,3.2093911261523735,0.54,1.6
27,0.12,1.4,2.9184885899472244,2.9184885899472244,0.12,1.4
28,0.14,1.4,2.8470458916257373,2.8470458916257373,0.14,1.4
29,0.16,1.4,2.8459942681817947,2.8459942681817947,0.16,1.4
30,0.18,1.4,2.845176338836506,2.845176338836506,0.18,1.4
31,0.2,1.4,2.844563227428308,2.844563227428308,0.2,1.4
32,0.22,1.4,2.8440909258897666,2.8440909258897666,0.22,1.4
33,0.24,1.4,2.843706521073623,2.843706521073623,0.24,1.4
34,0.26,1.4,2.8434043600652847,2.8434043600652847,0.26,1.4
35,0.3,1.4,2.8429218746626677,2.8429218746626677,0.3,1.4
36,0.28,1.4,2.843145885742454,2.8429218746626677,0.3,1.4
37,0.32,1.4,2.8484041030049223,2.8429218746626677,0.3,1.4
38,0.34,1.4,2.9134254689754635,2.8429218746626677,0.3,1.4
39,0.36,1.4,2.9311709097291105,2.8429218746626677,0.3,1.4
40,0.38,1.4,3.009471000639189,2.8429218746626677,0.3,1.4
41,0.4,1.4,3.0170278404488218,2.8429218746626677,0.3,1.4
42,0.42,1.4,3.0574633923628807,2.8429218746626677,0.3,1.4
43,0.44,1.4,3.1360773863627043,2.8429218746626677,0.3,1.4
44,0.46,1.4,3.1810384595246513,2.8429218746626677,0.3,1.4
45,0.36,1.6,3.2093911261523735,2.8429218746626677,0.3,1.4
