P,n,Paper,Min Time,Time opt,mtpa
700,100,417776.86786579544,319993.8495138434,289853.46839274396,1.4413381705673385
700,100,456136.1189439635,361032.1960823467,283016.9905029406,1.6116916448492309
700,100,501749.8585658994,372178.2004002107,290694.84012540546,1.7260363422668425
700,100,455852.985458057,359712.64015902794,290795.99922069535,1.5676040477850388
2300,100,126812.49247668045,132969.25755535887,88216.27298909597,1.4375181378650532
700,100,499621.52253259503,322933.32719529746,298319.7704570473,1.6747851534182228
700,100,517133.3482713543,317315.69127048797,263538.8108721111,1.9622663795136661
2400,400,387450.0312807974,530977.1088172132,329387.2328700594,1.1762751941076093
700,100,505485.67885097826,379095.8581820664,290958.7842822544,1.737310252027362
3000,500,397795.3561507209,590703.815906147,340497.2878709439,1.168277605492982
700,100,505618.6999618011,309467.2022416294,284102.94994585967,1.7797023932984672
700,100,440836.2534748913,302668.74252003717,269558.25098132103,1.6354025590759562
700,100,461339.85477736255,379444.7103162407,304692.49206703226,1.5141162542195752
2300,100,148144.60159220803,169338.46346251722,86135.60580524278,1.7198996884885318
100,500,11261366.761963423,10214918.636128321,10214918.63612832,1.102443119041008
3800,600,362953.3872763001,473483.0148618519,320033.938090515,1.1341090555641204
2400,400,394242.44003414887,508839.90922543086,317201.1162837889,1.2428784761319494
2300,100,152706.47869396937,184547.30565310665,88472.34264686253,1.7260363422668425
1400,200,381662.3963814485,344317.1519683829,288337.9450347595,1.3236634406041792
2300,100,146791.45096142084,188636.05838975954,88503.13019760294,1.6586017989835642
4700,600,309702.4514971333,353544.16800202196,258750.843562544,1.1969137848328348
100,500,11146222.414621193,9985025.340418022,9985025.340418022,1.1162938535070916
3400,600,391202.2470980802,597595.8991710116,357684.9896305755,1.0937060778036058
2300,100,152577.18072747637,138059.49774790547,90792.97361736224,1.6804954684103353
1900,500,595492.4510480781,836168.0613327579,537627.2966383325,1.107630610967047
1400,200,400291.84326313337,431571.87947975186,306749.983326419,1.304944955244462
4300,500,319354.29812761885,354024.5575417585,237556.24735182134,1.3443312970618466
1400,200,372563.5305000655,441785.3935709486,290127.9174362408,1.2841354041082271
3000,500,394413.22590773803,604688.3791191017,332834.17801393406,1.1850141961419178
4800,500,299506.17338315345,318434.19846507505,218726.61253679788,1.3693174776926857
2300,100,168514.79770423844,147841.79513876856,80207.4641784686,2.1009864783815924
2400,400,382987.4449745015,545759.5392621373,329491.45534715184,1.162359262309204
100,500,11142891.856454452,9769580.725062115,9769580.725062115,1.1405701196438607
1400,200,376670.65369920444,509427.70169419114,293478.8389093352,1.2834678476275756
3800,600,380685.3603406174,540630.7315975738,321880.04091687506,1.182693276837655
1400,200,394093.973291587,402123.53153462976,254096.81361255306,1.550959918342391
4700,600,331105.54794384935,379146.6275841098,260243.43733704792,1.272291633294968
3900,600,355056.2138488134,502592.72735711985,311827.93967793765,1.1386286110716146
1400,200,409713.99696963374,383563.6519638694,276147.8757120343,1.4836760772220516
2400,400,405310.2453620618,548279.5427240393,325308.1069985357,1.2459272813753952
3400,600,416714.20604458376,639609.8439995941,359748.2810247427,1.1583494015803875
2300,100,175126.2369153473,201940.0861308895,96672.95443360659,1.8115328939866129
1400,200,408793.37368132215,345238.5045757386,282060.48737357726,1.4493110236312274
3000,500,388861.60501547775,581740.1961804634,325652.6908354038,1.1940991613424805
1400,200,416819.26136603474,448187.36667628074,309511.3066876658,1.3467012427647937
2300,100,154793.79952251358,123813.64645754575,86466.11520091382,1.790224981923065
2400,400,413387.63689288334,607167.5096792601,346032.58774494845,1.1946494391955376
100,500,11814445.646348948,10427756.535030618,10427756.535030618,1.1329805799224346
1400,200,360478.1668931203,363577.12252242805,286505.0872378717,1.258191155935155
2400,700,652405.5025630428,1008704.2012290976,593850.6040508824,1.0986020694645
2300,100,134167.55540540168,171021.93353895273,82039.46768996728,1.6354025590759558
2300,100,141140.90552552367,227404.38050728492,101398.54388547938,1.3919421336555855
3800,600,394635.73661408044,568212.6097395568,304762.5027768529,1.2948959698727527
1300,900,1453699.441225159,1816037.5564253354,1385100.4835741497,1.0495263401208228
1900,500,596792.7802890289,755142.468805695,525527.6494956854,1.1356068150966596
100,500,10869561.519889193,9929444.342876568,9929444.342876563,1.0946797368059247
1400,200,376840.6371970025,441529.6194042794,303859.18084916956,1.2401818373362221
1400,1000,1537955.5551448131,1946787.8741731425,1462088.9833986587,1.0518891617456831
