P,n,Paper,Min Time,Time opt,mast
500,200,2820823.2667578887,4393662.766853682,1509473.6471981127,1.8687462825163628
500,100,1929087.644513507,2873587.980853096,1106694.4701290948,1.7431076928472236
500,200,3679374.741699989,5785293.024651701,2009757.1166541807,1.830755921305241
500,300,4062539.9707041434,6977971.933838035,2188047.432377275,1.8566964822559926
500,100,1249088.2842005612,2005760.0885927244,615154.7634399323,2.0305268827240908
1000,100,1911022.6962876234,2673163.291580483,1086466.3769634417,1.7589340423297122
1000,200,2654426.615616387,3993583.14733283,1471484.4008169002,1.803910808801488
500,400,4432853.153140338,7656752.983527114,2386640.0624029622,1.8573614107010208
1000,100,1111318.8649445032,1809260.957066206,597895.9916167998,1.858716031762199
500,500,5291098.411229554,10083853.769583106,2819430.41047668,1.8766550830864415
1000,200,3481478.666087129,5360779.313597254,1970515.335392395,1.7667858775602228
1500,100,1907399.513561744,2606355.0618229443,1079723.6792415574,1.7665626402688328
1000,300,3822804.599619548,6355525.4800147535,2142447.453829413,1.7843166201283784
500,300,4568023.326928763,7498872.451501321,2434693.172465335,1.8762213565922348
500,600,5774229.505858796,12660677.091287954,2914774.4431601795,1.9810210424373056
1000,300,4284297.778736108,6908751.212928409,2384028.9302572976,1.797082965043433
1500,200,2637917.160889974,3860223.274159215,1458821.3186898292,1.808252406990524
1500,100,1065671.7370025958,1743761.2465573668,592396.3306295157,1.7989168431717824
500,500,5318163.059389614,10627863.592973394,2802980.000314475,1.89732465404425
1000,400,4240109.016621616,6872311.494644739,2335534.791797359,1.8154767085951018
500,400,5312574.17165131,9049795.256734163,2942531.346202846,1.8054435268826812
500,700,6914944.636249874,15422572.65955588,3331549.466630945,2.0755941658710126
1500,200,3479420.227651032,5219274.743245771,1957434.7416384663,1.7775408567330278
1000,500,4926990.355599204,9070418.889980644,2753488.18687009,1.7893631718099903
1500,400,4125949.8715384393,6610830.998350613,2318688.3586312896,1.7794326935655844
1500,300,3783786.199680483,6148043.328740323,2127247.4609801252,1.7787240408490654
500,800,7998593.229628315,20033749.19299589,4216020.396633853,1.897190354205719
500,600,6270767.8117192,14380934.656454695,3362562.3976504817,1.864877753971425
1000,400,5155782.878688314,8296054.892180702,2888830.23322314,1.7847303103498326
1000,600,5178485.862422415,11454797.043539781,2852345.3614227856,1.8155185316827558
500,900,8790726.509925535,21773220.31090265,4627675.2084536,1.8995988512476167
1500,500,4891633.706754962,8732607.263446499,2731507.445667894,1.7908183682651047
1000,700,6024993.328902813,14009928.49416253,3260354.282163421,1.8479566352233672
500,700,6356694.701140475,14565537.439911906,3350245.6264336533,1.897381687774098
1500,400,5071387.046082634,8044808.103996201,2870929.862229905,1.766461491380215
2000,100,1905950.1653264412,2572950.946944177,1076352.3303806153,1.770749327641133
1500,300,4249067.5566172525,6712044.133404098,2367140.849521286,1.7950210091962016
2000,100,1064424.5582957205,1711011.3913029472,589646.5001358736,1.8051910052047164
500,1000,9920056.252145011,23646526.320736006,5266438.096146218,1.8836367334126907
1000,500,4947563.558928426,9638009.213766154,2739931.7737909486,1.8057250936883789
2000,200,2628337.692382621,3793543.337572406,1452489.7776262937,1.8095395457294967
1000,800,7422875.361766977,18416897.20032828,4132175.0923296865,1.7963603177284584
1000,900,8272491.566890816,19990798.05806147,4550694.755533099,1.8178524404064804
1500,600,5084564.076609341,11052837.02762374,2831535.6675103214,1.7956913398445853
2000,400,4102440.2901470065,6480090.750203554,2310265.1420482546,1.775744357424633
1000,600,6036572.234592418,13169749.064443,3298339.371122473,1.8301853009558822
1000,1000,9452530.32885402,21619193.604866907,5177946.022646186,1.8255366679205574
1500,500,4859460.769090695,9308057.754030406,2718915.698283106,1.7872789407039225
1500,800,7332953.738610542,17877946.536105767,4104226.6575616333,1.7866834242939038
500,800,7615911.706664732,17605093.369159177,4033993.830790952,1.8879334044919616
2000,200,3465254.9247628897,5148522.458070031,1950894.444761502,1.7762390651466122
2000,300,3762817.934198566,6044302.253103107,2119647.4645554814,1.775209320002503
2500,100,1905227.5099063807,2552908.478016915,1074329.52106405,1.7734107390248226
1500,700,5954024.92891109,13539047.10569809,3236667.6044345642,1.8395540279618054
1000,700,6044778.848275605,13163294.960678507,3285763.0868228977,1.8396879776625896
500,900,10611111.074264878,25360417.240101807,5597711.650870594,1.8956158759293302
