P,n,Paper,Min Time,Time opt,mtpa
4300,100,78995.43684603245,76506.42842518259,47185.44834300483,1.6741482728274935
5000,100,72840.48981954259,63042.61578512602,42511.79157511906,1.713418492157222
400,400,2252288.9644479076,2071774.8953193133,1976323.3972203562,1.1396358347098907
4300,100,106195.13917729261,91750.56401883862,82739.16147748545,1.2834930555368256
4200,200,133730.7896314286,133903.15943989943,96112.64834491984,1.3913963659757704
5000,100,102656.0647495649,84204.29557876538,82739.16147748545,1.2407191820223986
400,400,2210869.923150739,1999143.8029733857,1903206.6977027336,1.161655182182456
4300,100,86802.79212816547,76696.60189287072,54290.25884700422,1.5988649524178005
5000,100,77157.95457904268,64355.32849476392,54290.25884700422,1.4212117646460682
4300,100,102484.00889415602,89477.22154983932,70156.3045836674,1.460795426759331
1300,500,876750.3783367063,1081528.498815028,785762.9720098707,1.1157949783432817
4200,200,167418.33571878058,183320.50572656957,115155.9162563489,1.4538405073873075
400,400,2227560.4400229882,2088002.8090690342,1976948.732082911,1.126766923124017
4300,100,81306.43968832254,73277.15204798551,48563.68356277515,1.674223076246326
5000,100,96330.45491936871,81970.42225034203,70156.3045836674,1.3730833670762461
4300,100,110229.00447762164,101374.6486955453,67742.26274582943,1.627182205164942
400,400,2265371.486342913,2028020.7996691046,1951848.6419912141,1.160628666386679
5000,100,74272.13357204963,62664.970757616684,43958.40781420668,1.6896001758290713
4200,200,179861.19277216398,197053.5925403504,137320.72161632078,1.3097891611340557
4300,100,125653.48980194156,130864.4603257339,96621.71431835281,1.3004684370216593
5000,100,102434.94914988911,88409.23374307231,67742.26274582943,1.5121276585375878
2700,200,202512.41656616813,221290.62047970237,149508.5640920975,1.3545205105536307
4900,700,374073.95896896,400470.2308345003,290865.60198410565,1.2860714928725097
400,400,2364870.848523939,2220795.226409729,2076195.5264696907,1.1390405279145863
1300,500,859360.0170950098,1015872.2698306415,768078.8723398478,1.1188434522057433
5000,100,118807.57183581087,116448.41757278642,96621.71431835281,1.2296156477244782
4300,100,89749.00548719331,80257.78937010939,50459.111537190256,1.7786481520001582
4200,200,185950.60391386508,194102.62947804478,153927.2635835206,1.2080420296237429
5000,100,79734.2724026529,67511.51835672569,50459.111537190256,1.5801759082477256
4300,100,85345.38088578366,74556.31872908013,54138.05797390288,1.576439644859891
400,400,2422733.8233551597,2164875.679164116,2050458.341820619,1.1815572030612405
4300,100,116661.72266197958,103716.18191555166,100419.32952364009,1.1617456839772646
400,500,2804483.609629117,2721550.476316281,2553729.6590320794,1.098191266922153
5000,100,78056.58228088959,64182.554965682546,54138.05797390288,1.4418061009598198
4100,300,221494.39237278322,243957.89279907104,153214.52020718905,1.4456488332389164
4200,200,173202.2988963292,150294.5729052676,112828.85828240226,1.535088642506837
400,400,2224934.9439477297,2014875.4408694,1911028.2708480156,1.1642606118853587
600,600,2248064.0131410775,2256698.267342089,2026881.6079065946,1.109124481850188
2700,200,220925.6825257828,292190.1923071549,159055.54690999506,1.3889844574285628
1300,500,850105.7196361242,1010066.9609476968,751506.2096201626,1.1312025220201403
5000,100,113371.64495296929,105349.23670078076,100419.32952364009,1.1289822934565605
2000,500,562667.7565877927,812762.5709912387,510745.9318064159,1.1016588122351532
3200,900,597577.695735373,876632.6110563359,562697.0714519983,1.061988281178304
400,500,2845406.2738347217,2619942.3767210115,2496256.3351045055,1.1398694251949084
2700,200,217691.6747387918,313461.9554112855,150436.69792990264,1.4470649630998098
4200,200,150619.1865502223,170761.30292887797,92049.29190401144,1.6362883780495268
400,400,2264889.89962844,2042604.30163783,1938985.5242137604,1.1680798393514724
4100,300,222766.85731801193,245446.08188244991,148288.0517849619,1.502257630581421
400,400,2393480.198518005,2118300.994635849,1998173.421784777,1.1978340680660933
1300,500,875944.0190506489,1158721.185971215,802135.1180792784,1.0920155461440297
4200,200,147167.9875770565,141623.53568367392,94020.16245785909,1.565281145339638
4900,700,366654.53904603823,387818.7330690988,288572.1493295596,1.2705818627954488
400,400,2396677.3598105963,2204518.9590763,2087288.4792998987,1.1482252614236008
700,700,2180124.2785584196,2301092.3207074534,2036059.2138887395,1.0707568147757969
4200,200,176796.67975395755,173593.86660820458,115640.3076979828,1.5288499596152625
4200,200,140021.03129655262,148612.914155043,95501.69574595724,1.4661627754654813
1300,500,820750.5587965073,1074882.4718201435,763803.4109905049,1.0745573363336425
400,500,2734046.3975351322,2575013.7881690846,2442395.1812655283,1.119411968426209
4400,700,387240.470447386,459834.79181853106,323918.5113004813,1.1954873122029275
800,800,2168026.6924185585,2396020.0817245073,2042065.0473440746,1.0616834636283063
2000,700,782285.9585154655,1073030.8517615022,712620.7248610589,1.0977592023695204
700,700,2155458.631779938,2317235.027093464,2020005.0453069168,1.0670560634428716
600,600,2122951.4629993737,2329002.6305406587,2038573.5924735419,1.0413906423772763
4200,200,176921.8184986976,177285.9353302077,124828.15119872103,1.4173230701546295
1300,500,833980.0049272485,1000897.8315606249,757800.5186646363,1.1005270970213274
2700,200,225013.1913241666,362515.6089599483,154441.1569389403,1.4569509564935959
4100,300,210002.69425600753,242665.39075892244,154166.4847480924,1.3621812458080713
2700,200,225385.52297106056,288092.6321918808,131753.90335465714,1.7106553751532083
400,500,2798808.530903104,2781216.7939542164,2606939.1337576546,1.0735994924702703
2000,500,568078.322587255,775918.4797503013,499251.2670209011,1.1378605526172305
4600,800,446850.10477558133,509080.57272819843,355141.74736418686,1.258230292811367
2300,900,834026.6005139688,1182901.2143427671,782882.8820201715,1.065327419551983
600,600,2109151.3201183113,2217176.140777038,1930162.517586735,1.0927325035590083
3200,900,681743.4699721588,1014745.3247068806,578609.6883903942,1.1782441318407013
900,900,2122181.018652678,2336175.634336255,2000700.6984959939,1.0607188872618507
4900,700,353154.38368302706,376554.9165753966,288713.40056900255,1.2232005268443475
1300,500,885949.8367333892,1075118.9576717678,794631.3185639074,1.1149193544680778
700,700,2250811.0288574253,2308037.184812729,2020993.803983018,1.1137149576715568
1700,600,776213.5714156822,1025067.8124376955,715369.979261151,1.0850519226671653
2700,200,232057.24164273095,234179.42336450153,143187.78740624,1.6206496786234863
4400,700,375397.2333039047,426908.6801759903,321364.43902610044,1.1681355735611303
1300,500,901902.8594179284,1061382.8122908527,787371.0437519111,1.1454610460657282
700,700,2115945.055936209,2279595.8856432424,1968586.995119855,1.0748547365098193
1700,600,764022.3034764313,1099690.4970755733,719496.5620494854,1.0618845784337236
900,900,2190825.94253009,2446992.6473005884,2057278.892054735,1.064914412426588
400,500,2699462.7972451635,2659225.0490038274,2482361.0857191407,1.0874577485020187
1300,500,833615.3631315954,1046796.810406624,755151.6727236788,1.1039045442684567
4100,300,220594.939340149,242837.6912345936,145172.66050536808,1.5195350045402798
2700,200,213136.2403262399,230094.38408729975,146253.5860455586,1.45730608109566
4900,700,352347.3972021422,382850.862339237,281226.71358855075,1.2528944804213895
800,800,2156757.479077214,2360707.760636206,2053305.8438464794,1.05038296439898
600,600,2317602.517704526,2396193.010838301,2089507.1750337016,1.1091622682114721
2000,500,561617.0482534923,749372.2083142955,488479.0362531057,1.14972599962814
2700,200,244578.72338555355,283120.7734385216,160487.34420841932,1.5239751432856143
2000,700,762003.6168211114,1077301.8556205595,707001.765857421,1.0777959173793386
400,500,2731285.7255253196,2587955.2845319137,2462851.685660068,1.1089931811274736
