mu,alpha,average,max
0.1,1.0,8.176459049070282,19.023082823371293
0.1,1.5,1.9653811116601727,3.5578094370646167
0.1,2.0,1.540087953569344,2.6716978682970725
0.1,2.5,1.4116862915776796,2.3541020261757315
0.1,3.0,1.3564440753477416,2.70355062422142
0.1,3.5,1.3299205831419991,2.5174619799198603
0.1,4.0,1.3144760195599274,2.604898310426137
0.1,4.5,1.3044777530790452,2.5939576486953912
0.1,5.0,1.298020107468672,2.646776604251589
0.2,1.0,8.176268969401384,19.023082823371293
0.2,1.5,1.9619450685897803,3.5578094370646167
0.2,2.0,1.5492528974672677,2.6716978682970725
0.2,2.5,1.4271529507559095,2.513993324165307
0.2,3.0,1.378548941355366,2.5997605960450425
0.2,3.5,1.3605866204064017,2.866044974406787
0.2,4.0,1.3548710142537916,3.384313971410229
0.2,4.5,1.3558128987882843,3.00406962729826
0.2,5.0,1.3588415860513354,3.120046921406506
0.3,1.0,8.176300083099997,19.023082823371293
0.3,1.5,1.9648331601497384,3.5578094370646167
0.3,2.0,1.5619408149056626,2.6716978682970725
0.3,2.5,1.446947120006236,2.6334019222053318
0.3,3.0,1.4086483140724664,3.0349528087476805
0.3,3.5,1.396966269991964,3.128834816664121
0.3,4.0,1.3968723722204264,3.2291575304912965
0.3,4.5,1.398307479419595,3.303867118043503
0.3,5.0,1.410873656901897,3.5231443864045078
0.4,1.0,8.176380604424493,19.023082823371293
0.4,1.5,1.9671153303259432,3.5578094370646167
0.4,2.0,1.5703996437881296,2.734413805333148
0.4,2.5,1.4662704670925444,2.9032100345890157
0.4,3.0,1.433452408325118,3.076007430579641
0.4,3.5,1.4280954312239456,3.22175422184418
0.4,4.0,1.4325444655270463,3.382860070696485
0.4,4.5,1.4418412818521882,3.89512646115822
0.4,5.0,1.4535206260812694,3.803701719500688
0.5,1.0,8.176415032263655,19.023082823371293
0.5,1.5,1.9706815836727674,3.5578094370646167
0.5,2.0,1.582416107290252,2.826326488480018
0.5,2.5,1.4828960870430283,3.179983826868213
0.5,3.0,1.4567132799936624,3.2415486189733023
0.5,3.5,1.4546592874888116,3.5336041744948323
0.5,4.0,1.4600907851955736,3.613261751702637
0.5,4.5,1.4754687457815066,3.7539187423336977
0.5,5.0,1.4912402436053769,4.01027210721129
0.6,1.0,8.176483217779873,19.023082823371293
0.6,1.5,1.9786288442924351,3.5578094370646167
0.6,2.0,1.598649466642378,3.061311134442252
0.6,2.5,1.5052647963665573,3.383051500040916
0.6,3.0,1.481474404064914,3.376220489332087
0.6,3.5,1.485997394913466,3.628062220088758
0.6,4.0,1.4982287684841757,4.104927473207887
0.6,4.5,1.5199607602080119,4.235596208734672
0.6,5.0,1.5442678533562597,4.346011737021933
0.7,1.0,8.176318999245268,19.023082823371293
0.7,1.5,1.9872863423532174,3.5578094370646167
0.7,2.0,1.6201207548294223,3.1715912105653987
0.7,2.5,1.5346051228509532,3.53282119077144
0.7,3.0,1.5224150871353623,3.9938373979191466
0.7,3.5,1.5302477708740285,4.206770288139636
0.7,4.0,1.5493617104714894,4.600845934067689
0.7,4.5,1.5746673866262353,4.810476430668917
0.7,5.0,1.6001590051920453,4.756510780641339
0.8,1.0,8.176487963099754,19.023082823371293
0.8,1.5,2.014547358225926,3.5578094370646167
0.8,2.0,1.664253197119403,3.6843428290294167
0.8,2.5,1.5985352574377802,4.198912566168115
0.8,3.0,1.5913044649439998,4.409335501003987
0.8,3.5,1.6121095274884014,5.171699505651594
0.8,4.0,1.6430713086132165,4.9253781700590284
0.8,4.5,1.6635424585291247,5.305945095986913
0.8,5.0,1.684233861454773,5.583836657231318
0.9,1.0,8.176293451001026,19.023082823371293
0.9,1.5,2.076715106047537,3.939095918993638
0.9,2.0,1.7774637747746398,4.9371671365492125
0.9,2.5,1.7329578390145266,5.405500990631481
0.9,3.0,1.7403836588297703,5.811292218048768
0.9,3.5,1.7917748366694435,6.803423702790702
0.9,4.0,1.8520590797164636,7.485736645457393
0.9,4.5,1.873377977926065,8.097571261214318
0.9,5.0,1.9104954915278618,7.913490651582734
