density,Paper,Min Time,Time opt
0,1370343,8732862,680994.575741888
0,1864498,9308307,676266.5903629218
0,2037270,8887051,893759.0439009663
0,2085938,10542539,851097.8343648086
0,2121810,9383096,926473.125250103
0,2030420,8332544,802363.7322386117
0,2475640,9560579,1036850.3480888089
0,2150742,10477204,918460.9270185551
0,2095131,9458910,803929.2388235674
0,2535539,10706024,1082769.1779725908
0,1983932,11222302,771663.8194027966
0,2555320,10235725,1129137.661680263
0,1920882,8988649,757508.1581068616
0,1753138,10168916,740568.2389292527
0,2761254,9611635,1227869.9813306876
0,2120059,9439614,902610.743555871
0,2445978,10763977,968315.3478168948
0,2142789,11041016,860124.3088970488
0,2398208,9387986,1044060.0481242808
0,2924412,11534488,1279554.3574782093
0,1842107,8979934,776578.3155676953
0,3157117,10361387,1368290.0969403905
0,2424239,11919939,1050041.9446844324
0,2714802,9230930,1131107.0076288125
0,2424245,9161463,1040358.345881049
0,1836935,9371202,763843.0661779799
0,2818698,10320805,1227664.5421799952
0,2056602,10917568,889281.7541705912
0,1538616,10925801,669099.2209609596
0,2288570,8714170,860551.0768533188
0.1,2998621,8732862,1287516.8274916878
0.1,3014149,9308307,1286238.1323045564
0.1,3009321,8887051,1293996.2337255308
0.1,3548114,10542539,1557902.0513799503
0.1,3649470,9383096,1596004.2561320157
0.1,3796376,8332544,1682416.5995591655
0.1,3415040,9560579,1511414.041021829
0.1,3444677,10477204,1504504.6116870774
0.1,3533733,9458910,1533308.6674961117
0.1,3562238,10706024,1589823.456955601
0.1,4506850,11222302,1974676.058784783
0.1,4597109,10235725,2055921.9984087572
0.1,2602534,8988649,1109405.0957066054
0.1,4016308,10168916,1773556.057037785
0.1,3262432,9611635,1420404.051795752
0.1,3566544,9439614,1546839.6501916219
0.1,4539411,10763977,1988561.5608506075
0.1,3782291,11041016,1651972.9762102605
0.1,3782756,9387986,1633213.0344553092
0.1,4398966,11534488,1932812.3903997203
0.1,3112263,8979934,1360108.8566897975
0.1,5283294,10361387,2337874.4066387243
0.1,4971916,11919939,2208092.9106013933
0.1,3953008,9230930,1731666.7031573926
0.1,2928021,9161463,1245216.1727629395
0.1,3854714,9371202,1697033.1886922074
0.1,4242582,10320805,1865017.688313014
0.1,3909292,10917568,1750967.1242640577
0.1,2978868,10925801,1318405.6316510339
0.1,3855774,8714170,1678791.4181059336
0.2,3810881,8732862,1644790.4618659108
0.2,5321174,9308307,2349280.0804895638
0.2,5045054,8887051,2215121.4082558528
0.2,4704346,10542539,2080266.6415797675
0.2,4720503,9383096,2076226.373591955
0.2,5106265,8332544,2259220.247721654
0.2,4253827,9560579,1847781.15858489
0.2,4630186,10477204,2037786.4329659054
0.2,4233602,9458910,1853203.3134989075
0.2,5654276,10706024,2530229.1275823014
0.2,5907485,11222302,2614855.5588942138
0.2,5761667,10235725,2566411.792160425
0.2,5008634,8988649,2207283.2633274016
0.2,5175511,10168916,2290117.8602936855
0.2,5128447,9611635,2272268.220254919
0.2,4415197,9439614,1934664.0449483157
0.2,5811278,10763977,2556012.3012278983
0.2,6794530,11041016,3008328.7513102945
0.2,3924124,9387986,1748723.7019114916
0.2,5811743,11534488,2558251.898450428
0.2,4221841,8979934,1863009.7273821882
0.2,5343457,10361387,2352120.0387774613
0.2,5924974,11919939,2632243.8095178953
0.2,3900391,9230930,1700545.6751832697
0.2,4210248,9161463,1842975.7188593051
0.2,3915637,9371202,1702764.9620077473
0.2,5154985,10320805,2270427.435768889
0.2,5612752,10917568,2508302.1271748263
