fat,Paper,Min Time,Time opt
0.1,12206323,11290565,11290316.523258448
0.1,12673521,11765044,11764797.22071265
0.1,12186261,11318069,11317819.131732143
0.1,14062537,13130394,13130145.165828705
0.1,12716990,11835601,11835342.197187247
0.1,11633330,10747129,10746879.251895301
0.1,12970552,12021057,12020804.872765739
0.1,13871295,12907878,12907630.429595362
0.1,12823506,11987850,11987611.682141874
0.1,14181193,13277230,13276983.954452658
0.1,14638100,13663146,13662902.1189476
0.1,13716027,12744072,12743819.581221754
0.1,12266341,11414615,11414363.588439947
0.1,13444558,12555120,12554866.628373826
0.1,13016509,12105993,12105735.29396453
0.1,12758798,11902705,11902442.45061893
0.1,14217871,13304324,13304083.56219898
0.1,14404267,13503755,13503514.390998041
0.1,12881422,11904126,11903871.959133318
0.1,14930154,14099891,14099631.132312719
0.1,12226064,11351955,11351701.754524542
0.1,13798761,12853636,12853389.345979627
0.1,15353418,14415256,14415011.289261032
0.1,12431883,11590337,11590089.163473547
0.1,12538400,11630602,11630355.757473169
0.1,12802186,11925762,11925506.560177071
0.1,13791272,12894950,12894701.90024697
0.1,14379725,13431374,13431127.395883935
0.1,14267495,13328865,13328610.98817088
0.1,12214828,11227942,11227693.9305094
0.2,6107449,8218640,5636686.9859526185
0.2,6283789,8995026,5789667.600190528
0.2,5789981,8369018,5376623.390457623
0.2,7313300,9919901,6779340.2726295395
0.2,6697180,9242344,6216614.941602578
0.2,6023439,8118252,5591846.030681451
0.2,6009294,9721170,5465562.102200994
0.2,6946803,10133463,6497735.980462958
0.2,5580098,8649372,5072225.9946331205
0.2,7533998,10188663,7127408.337199495
0.2,6271834,10396250,5726788.447377002
0.2,6669485,9819378,6179634.46351427
0.2,6370793,8621424,5921758.478526159
0.2,6806676,9816860,6325116.496471362
0.2,7096544,8937030,6652106.724302436
0.2,6084631,8274556,5722934.784506103
0.2,6431980,9473867,5942926.577935165
0.2,7331168,10117845,6724181.250585695
0.2,6052302,8895491,5463099.977859083
0.2,7561725,10494433,7008402.032855867
0.2,5760668,8080175,5390006.186734434
0.2,8356407,10272985,7897835.921151719
0.2,7733898,10879817,7239983.395420683
0.2,7293359,8855763,6909514.249866463
0.2,6194290,8867909,5702745.221083446
0.2,6722811,8610736,6277315.499638106
0.2,6546863,10059678,5984132.32899585
0.2,7836448,10751819,7295471.293132234
0.2,6804588,9065037,6344093.28953588
0.2,5687328,8339915,5171612.857663702
0.3,4967279,7090662,4671932.284888832
0.3,5149980,7638361,4865695.755445727
0.3,5199824,7998699,4879308.275154981
0.3,6358424,9066465,6001154.586765936
0.3,5333113,8167812,4964801.201884946
0.3,5179293,7693588,4894496.805880016
0.3,5026331,8430166,4560239.529311659
0.3,5736265,9128160,5430390.392337964
0.3,5014210,7689836,4754077.200063029
0.3,6698415,9049751,6388614.857020573
0.3,5658779,9897106,5271080.3496467415
0.3,5451163,8763954,5158704.403770921
0.3,5312507,7975934,5040155.856027362
0.3,6223616,8512554,5938610.2322141165
0.3,5302949,7937454,4959041.652630353
0.3,5431198,7966385,5139845.551386471
0.3,6200293,9240621,5935704.162287666
0.3,6469641,9315883,6147614.472225365
0.3,5429733,8264446,5110850.097448795
0.3,6401120,9752059,6056368.182273059
0.3,5252931,7542216,4877889.395518357
0.3,5691765,9257085,5400683.413923838
0.3,5773193,10286133,5396898.4923118455
0.3,5159589,7786354,4892823.750265413
0.3,4787573,8000469,4434530.074256435
0.3,4842322,7802149,4508585.945072403
0.3,5887665,8961114,5620528.077726513
0.3,6083191,9436553,5771537.237893766
0.3,6185309,8633594,5915906.468574181
0.3,4881592,7742226,4564344.2993186135
0.4,4221958,6795878,3793737.3664368554
0.4,4201507,7108150,3869332.915852119
0.4,4629648,7470805,4298764.367092779
0.4,5054426,7995277,4847649.440944121
0.4,4556850,7972552,4262944.914268235
0.4,4596614,7380411,4172390.893630789
0.4,4670476,8234228,4424365.9212454995
0.4,4514177,9329566,4001413.7347469446
0.4,4016737,7124247,3718352.924329575
0.4,4642720,8541116,4341506.163460603
0.4,4819251,8650732,4476419.940619633
0.4,5019715,8322713,4743461.178804473
0.4,4253989,7343507,3915648.835842021
0.4,4798969,8057801,4415945.522008801
0.4,4411391,7355944,4108472.180249887
0.4,4892447,7661328,4637502.868918713
0.4,5482574,8516890,5224312.344489556
0.4,4706644,8433317,4247996.675252441
0.4,4364761,7511007,4043953.22524258
0.4,5136177,9076353,4860500.220379586
0.4,4432071,7282121,4195515.549990956
0.4,4747553,8294010,4352549.669814669
0.4,4859738,9477895,4410150.420416755
0.4,4368034,7609916,4045274.6779174204
0.4,3890869,7252783,3590233.1190882153
0.4,3972762,7392140,3619323.6963433223
0.4,4649074,8726767,4150579.258137493
0.4,5143760,8372691,4861636.991350769
0.4,4632103,7830869,4288073.324514928
0.4,3887420,7082926,3341393.5286367275
0.5,3211533,6302611,2581739.504260413
0.5,3593286,6923488,3142649.4933561287
0.5,3339722,7236704,2612834.0297466796
0.5,3914964,7909849,3341941.194925884
0.5,3582888,7404106,2923921.690556501
0.5,3540346,6953307,3016541.343298261
0.5,3625174,7536499,3251757.05439846
0.5,3834185,8477654,3173489.4613413615
0.5,3438926,7083475,2637991.099899391
0.5,3881077,7975473,3411381.123836032
0.5,4132194,8192376,3519168.081369262
0.5,3923438,8129768,3072943.2115693428
0.5,3762733,7023716,3223494.9455088745
0.5,3480107,7505014,2839444.858006797
0.5,3719906,6880369,3122377.2667080103
0.5,3713605,6929649,3145393.942718295
0.5,3981787,7962001,3366647.0313128633
0.5,4216439,8242221,3634542.2716907174
0.5,3569922,7072383,2765141.567359146
0.5,4304441,8786906,3646238.7838349612
0.5,3582771,6995637,3118243.4448313196
0.5,3986645,8209656,3195411.5288300714
0.5,4234133,9038077,3283585.2197547713
0.5,3345268,7178781,2844095.234436954
0.5,3390931,7045096,2837903.5616231514
0.5,3322038,7125191,2586850.8443692173
0.5,3695105,7839651,3100429.573594238
0.5,4036844,8461021,3435408.6077335225
0.5,3828697,7302214,2784461.1017739275
0.5,3687920,6938275,3050838.849159628
0.6,2851100,6405356,1535616.4781887885
0.6,3127313,6579034,1665027.7810596854
0.6,3151000,6622765,2249821.3440790256
0.6,3403393,7508705,2498130.7884007962
0.6,3113667,7149919,2012020.106074844
0.6,3149885,6645811,2179235.9639629223
0.6,3252008,7564590,2317200.3957648203
0.6,3625647,7966341,2570359.596677721
0.6,3145433,6914697,1847502.4042240728
0.6,3371273,7678035,1997329.4224319605
0.6,3576891,7982255,2340576.927259703
0.6,3495347,7681996,2497689.0276233503
0.6,3051404,6852561,2155535.323588368
0.6,3237374,7466590,1926585.392918609
0.6,3205593,6482151,1808752.04981497
0.6,3279238,6429371,2183058.183881611
0.6,3522160,7722039,2436957.2024570755
0.6,3617051,7865661,2476861.8231191905
0.6,3059916,6390986,1826609.1511433136
0.6,3777708,8046712,2656544.804920124
0.6,3026862,6696875,1769615.1741714275
0.6,3545515,7843049,2244094.201351618
0.6,3906790,8560618,2286352.141487527
0.6,3069871,6858588,2349532.591278626
0.6,3036307,6391680,1863204.4169254617
0.6,3281809,6869174,2029410.9421884282
0.6,3507266,7836721,2509329.1964021334
0.6,3587686,8175851,2675391.1248095795
0.6,3438274,7366447,2167560.9094027234
0.6,3288613,6795315,2171860.90303256
0.7,2864034,6152780,1337660.537787677
0.7,3201606,6589236,1363453.843796614
0.7,2975444,6351180,1430042.7241591983
0.7,3483992,7011551,1333315.4629840802
0.7,3132152,7067732,1548299.139498753
0.7,2988336,6351180,1702121.2537081244
0.7,3251301,7245820,1620427.0550207433
0.7,3356003,8032757,1430838.0208448863
0.7,3173158,6678355,1638575.7260117773
0.7,3483889,7576719,1845635.839972363
0.7,3554883,7862781,1521881.1721104141
0.7,3375136,7586914,1578346.0134388534
0.7,3031923,6541148,1215528.287450806
0.7,3162036,6972609,1485669.4095576364
0.7,3160681,6530409,1331467.033405686
0.7,3035543,6410765,1404351.754722638
0.7,3451271,7767265,2076482.2424952998
0.7,3485552,7356489,1471771.1890189298
0.7,3079799,6023426,1202733.0326929144
0.7,3652671,7789740,1547813.9387955617
0.7,2961565,6101186,1478578.416849813
0.7,3372352,7551713,1360763.955436014
0.7,3799139,8377749,1540323.4945032941
0.7,2956820,6699855,1564587.6976495408
0.7,3014605,6305801,1461104.2375592233
0.7,3210892,6794970,1456588.2207186124
0.7,3330566,7519365,1354379.0470114024
0.7,3480462,7798024,1848865.931170027
0.7,3466835,6651464,1472903.0766679419
