mu,beta,average,max
0.1,1.0,1.2309318768758948,1.6678759614905272
0.1,1.5,1.2510562398341691,1.7415312775392346
0.1,2.0,1.3802697302056666,2.3218910335367777
0.1,2.5,1.460449558335185,2.282103248077073
0.1,3.0,1.7147004038744476,3.1599810220304176
0.1,3.5,1.7996511175979257,3.529076784801032
0.1,4.0,1.8368238716750658,3.464183002046135
0.1,4.5,2.036646278121703,4.393922379881534
0.1,5.0,2.142925505820788,4.939949246902985
0.2,1.0,1.1165279907854175,1.3962612803292125
0.2,1.5,1.1675451591878112,1.6317179823774743
0.2,2.0,1.2542550724776365,2.044125260060514
0.2,2.5,1.4189834790762654,2.5816144154160727
0.2,3.0,1.5672708451734367,2.7622028153925
0.2,3.5,1.639313860540644,3.3543835136530995
0.2,4.0,1.8948778110200069,3.7698824865994136
0.2,4.5,1.9027113107931384,4.240670745500832
0.2,5.0,2.061625735739273,4.7543449731727625
0.3,1.0,1.1801718227252673,1.4381868359295036
0.3,1.5,1.2290713927802233,1.6151990277459392
0.3,2.0,1.3311702734740254,2.055497991943071
0.3,2.5,1.4462401117670352,2.289595494201973
0.3,3.0,1.5612427890738427,2.778172193143321
0.3,3.5,1.7485802852518446,3.2551508480700613
0.3,4.0,1.8118376414243365,3.6250560389583
0.3,4.5,1.968792637916256,4.283859950178462
0.3,5.0,2.0206875359545364,4.342595073013784
0.4,1.0,1.2674944580648237,1.473542477275759
0.4,1.5,1.3067163184137462,1.715643754474793
0.4,2.0,1.3668117628148881,2.049306914423811
0.4,2.5,1.5017767288753583,2.4551788163012387
0.4,3.0,1.6239267400108461,2.923337643606794
0.4,3.5,1.7001376662950782,3.2944408790987163
0.4,4.0,1.855147597823062,3.765364026131061
0.4,4.5,1.994990255734692,4.298387438743827
0.4,5.0,2.0465527170558846,4.212304734967104
0.5,1.0,1.1993421509486752,1.461608149970676
0.5,1.5,1.2692026858976766,1.7206593511162758
0.5,2.0,1.3243588542650988,2.0050378080744244
0.5,2.5,1.4478838907224165,2.4722408952457866
0.5,3.0,1.6426445495057762,2.889284017468914
0.5,3.5,1.7895065117563995,3.35097289194817
0.5,4.0,1.9302150554748272,3.765364026131061
0.5,4.5,1.9615047065986426,4.298387438743827
0.5,5.0,2.0159853774186294,4.820010822884387
0.6,1.0,1.4799411265797588,1.667194255570635
0.6,1.5,1.4655059661281045,1.8680791870550564
0.6,2.0,1.4831077823744925,1.872238485886504
0.6,2.5,1.4954909466902362,2.453863589796065
0.6,3.0,1.6964597068427554,2.9084479125754816
0.6,3.5,1.7537044336255299,3.169650009209798
0.6,4.0,1.8157242977226078,3.3310657241898216
0.6,4.5,1.9569158508204456,4.298387438743827
0.6,5.0,2.1638293517619904,4.820010822884387
0.7,1.0,1.4033144781489344,1.6358427047300934
0.7,1.5,1.435374323005272,1.8169117905060608
0.7,2.0,1.514483125921522,2.0121908561533464
0.7,2.5,1.4888349525288502,2.285897496766247
0.7,3.0,1.5788594609993647,2.8959593364143776
0.7,3.5,1.8223665482308444,3.317669630300041
0.7,4.0,1.906199430955508,3.5978505238584835
0.7,4.5,1.983898630153434,3.565625400749169
0.7,5.0,2.2659189869689085,4.820010822884387
0.8,1.0,1.3696200273505246,1.8182018269244056
0.8,1.5,1.4030612425074915,1.6803284551877369
0.8,2.0,1.4926990792281456,1.9065014192340703
0.8,2.5,1.4931558669655227,2.304294912016278
0.8,3.0,1.6415918079994525,2.6539674291646147
0.8,3.5,1.646582666641168,3.235219959961455
0.8,4.0,1.8536211282655184,3.550196153886497
0.8,4.5,2.0208299658296687,4.298387438743827
0.8,5.0,2.1369523532579673,4.820010822884387
0.85,1.0,1.364571014549863,1.6191095928627364
0.85,1.5,1.4151218908346035,1.7775127068227066
0.85,2.0,1.4935680078810576,1.9976615568798357
0.85,2.5,1.46198431868932,2.3412496557584017
0.85,3.0,1.6540937815217984,2.885920643611009
0.85,3.5,1.7947446174262989,3.1720574649714472
0.85,4.0,1.8476071013620077,3.550196153886497
0.85,4.5,1.8822128153673365,4.142821833508521
0.9,1.0,1.3902978693445434,1.7939465621566704
0.9,1.5,1.4211007175289974,1.69254755223535
0.9,2.0,1.5035026918300756,2.031888528603203
0.9,2.5,1.5084931401269752,2.443912152721033
0.9,3.0,1.680146534067277,2.782192736719272
0.9,3.5,1.7199472565294662,3.1731592463810623
0.9,4.0,1.8590414521931005,3.344322066062152
0.9,4.5,1.9493314475331336,4.305114186459637
0.9,5.0,2.156202843544702,4.544576239200471
