regular,Paper,Min Time,Time opt
0.1,7057343.41436933,7015398.024432681,2207417.9607509864
0.2,7302080.8752416,6854903.782031879,2279740.1649958384
0.3,8585336.929000737,6804732.768813231,2708709.254063642
0.4,7703522.981072907,6875339.817872044,2407116.91428776
0.5,8458224.681701107,6950711.7411036175,2679676.0713980612
0.6,8179807.751181207,6774089.044034308,2576758.1250808514
0.7,7761660.174188981,7287888.55340381,2432275.95012682
0.8,7596283.989308866,7124276.083465817,2407809.510702763
0.9,8295602.883330285,6843943.283545147,2577668.247503139
1,7733938.967692183,6978572.781209581,2444059.119628628
0.1,9555058.025439203,7518156.363543154,2972295.546628759
0.2,7559958.415356779,7358113.636062652,2358302.500279064
0.3,8985010.949903347,7098536.813869028,2806180.9795949436
0.4,9395358.492112832,7476998.541193524,2977602.78830921
0.5,10133895.004940271,7907390.851181726,3180354.8637814973
0.6,9117493.047650618,7346942.729843074,2853342.221467562
0.7,8894815.412626818,7605643.795694105,2809590.8464991013
0.8,9231109.658501374,7426835.705763301,2903276.9548633727
0.9,8852546.93668215,7702781.584361329,2789019.082945191
1,9392295.361442281,7923051.812788705,2976026.682417605
0.1,7689606.527347337,7432170.584025385,2490744.999180799
0.2,8674425.48137844,7551542.559372417,2751312.667642269
0.3,9619687.773861324,7712146.693345005,3035172.556161955
0.4,10282425.203313682,7789784.907934626,3244186.6405331613
0.5,9855502.300715623,7331581.101098429,3139336.0593927805
0.6,8431293.024868175,7127213.070165405,2684790.6173606333
0.7,10136908.436356265,7345623.496069114,3212667.2350113764
0.8,9755090.042858101,7510071.38518571,3061730.2605838133
0.9,9095815.42549662,7460699.070374069,2878439.5044957185
1,9565035.305991657,7422020.632505189,3030953.825728279
0.1,9071694.75994554,8944161.509601882,2885636.8017198727
0.2,11213735.501710461,8378597.261208761,3568109.4458980146
0.3,12184689.374095555,8744347.223289542,3906187.0465005874
0.4,9580857.957076829,8632280.911303602,3030266.5953323985
0.5,11731811.994335137,8743501.12939916,3737324.4103376744
0.6,9938774.874787647,8991404.154705016,3205394.345962152
0.7,9592898.787142348,8643756.815927397,3032342.5103289513
0.8,10615101.848095125,8785488.982802255,3396705.1189741176
0.9,12224166.849396734,8560154.909566825,3941748.77248306
1,10515600.436158258,8564263.345880749,3297519.168316519
0.1,8410180.512993544,7839686.732570284,2635325.56951759
0.2,8602431.800072623,8166331.4847984575,2679317.5638776952
0.3,9314732.158373062,8127890.831866663,2930432.3333408996
0.4,8619718.299570981,8146246.637962996,2712108.0631365506
0.5,8968037.68809578,8201812.292160269,2828747.7625493025
0.6,10164335.00489625,7908869.700533108,3177590.394795266
0.7,9790266.399213856,8238539.529425953,3090037.704268515
0.8,9642329.670153856,8125287.712573579,3016622.1016078517
0.9,8809125.562029215,8086565.473842744,2769292.4902865435
1,9374727.345202185,8255130.156054647,2937664.828328386
0.1,9810174.445899662,7244099.951003776,3159278.3087372975
0.2,10154990.366467567,7392918.028018572,3277187.484085157
0.3,9951488.763276909,7488194.83304726,3195059.2165802796
0.4,10104456.091414321,7770474.344394544,3266654.4566859133
0.5,10186568.153541777,7193165.575863836,3292608.077196825
0.6,9915691.182779822,7334897.176822504,3172597.948099086
0.7,10788812.479104178,7110320.305555302,3470355.7142130337
0.8,9541385.146551771,7190645.954552989,3057525.295996673
0.9,9808167.894557737,7226213.985601442,3169817.462997504
1,9817547.307316752,7782611.91946718,3117904.3486178415
0.1,8776877.710019073,8106347.514845177,2733691.8395335744
0.2,9226730.993574854,8654388.641444892,2884381.3870771835
0.3,10732807.179049391,8384119.586380031,3347263.8898169566
0.4,9657489.80890601,8184458.113968693,3023724.9103708775
0.5,12180316.486556573,8456194.399746407,3796596.943956327
0.6,9713872.493683917,8454183.121240368,3047846.9238726203
0.7,10085788.87365936,7958744.676959562,3137565.069798121
0.8,10785421.516160794,8424029.463242522,3392872.089746583
0.9,9365583.667837784,8469408.612631164,2896749.0374262733
1,9876173.914470285,8187453.111454318,3092973.348839525
0.1,8214623.5041245315,8740405.97879521,2625763.834045397
0.2,9708161.838499302,9005742.202629117,3125397.2267391887
0.3,11023000.146466322,9157955.889003845,3501508.2903265655
0.4,8232493.927503781,8807445.387524135,2607215.5010629157
0.5,9460834.739097882,9295385.365897134,2984047.355601916
0.6,9818468.92126831,8894207.725890571,3106497.462764241
0.7,9662506.813219674,9058360.119302703,3112334.537276674
0.8,11183587.930746408,9170946.273651667,3573930.08077016
0.9,10663900.958196787,9153644.790448507,3398464.914078978
1,10092417.745528964,9139085.911207864,3221923.0731078163
0.1,8674658.480211278,8120961.931600456,2754110.18147033
0.2,9696140.349663198,7398973.225555565,3092069.8046031534
0.3,10220835.649410574,7787918.855862132,3240211.47767666
0.4,10067308.108446995,7518380.872495721,3244771.2345844507
0.5,9460289.26275028,8077007.00626222,3034899.710813204
0.6,8922374.696093308,7549315.099187899,2881195.176112378
0.7,9998052.533499466,7344957.634316779,3235467.9734315486
0.8,9261622.297003083,7226058.205283799,2961605.0500061843
0.9,9314674.644314416,7683673.020099429,3004824.9169474333
1,9836067.038285414,7523210.598812034,3162389.6427149177
0.1,10943366.294833688,8525379.421794645,3433261.415062634
0.2,9936529.149586456,8716554.648577722,3138060.000594723
0.3,11735068.420032213,8678498.825311419,3689333.8558236565
0.4,10581307.970119175,9173943.951870948,3306315.9982785177
0.5,9836981.542961115,8501542.044140471,3068470.840778065
0.6,11049288.642602904,8616259.440600071,3478031.3790491265
0.7,10433101.280880243,8412355.12840927,3261513.570147821
0.8,11196513.948501127,8549508.013167616,3517990.73508274
0.9,10272307.86923313,8298973.41405712,3221618.184396854
1,11067820.321749885,8487816.85089264,3495034.8473165804
