p,Paper,Min Time,Time opt
500,2634546.6518560057,2620398.6463295682,2042989.5489081475
1000,1731918.1168584833,1835124.5236284526,1021494.7744540737
1500,1276018.6730193666,1481578.0276829589,680996.5163027159
2000,977650.4062507391,1179635.813713898,510747.3872270369
2500,782761.2825909893,1006641.4201114946,408597.9097816295
3000,615117.946047134,814981.8391221308,340498.25815135794
3500,524136.96225643536,716410.334529379,291855.64984402107
4000,470487.49290292256,596590.3336818299,255373.69361351844
4500,416780.5670359602,520521.4986858082,246125.3994781134
5000,365303.1701966978,467004.5203414723,246125.3994781134
500,2531302.242868881,2529853.639438432,1997010.6237390046
1000,1693814.7563876624,1773643.1096440754,998505.3118695023
1500,1278755.3617867688,1430033.5049490912,665670.2079130015
2000,976504.8719042785,1216867.7810298754,499252.65593475115
2500,757446.6969877197,987709.2964943922,399402.12474780093
3000,616543.8441416316,804590.6550143338,332835.10395650077
3500,528589.2446515831,683508.2682825595,285287.2319627149
4000,453948.71954603813,593600.12915257,249626.32796737558
4500,390938.61878169945,514902.85194846266,221890.06930433385
5000,354318.4341069708,468448.66320604057,217515.05320575184
500,2464523.169445951,2459891.724729956,1953921.7774714797
1000,1651552.1288648802,1771242.0689604878,976960.8887357399
1500,1200423.913365095,1369737.2617745148,651307.2591571598
2000,915953.2597745334,1130349.4650002131,488480.44436786993
2500,724344.9428745222,912032.8566090486,390784.35549429595
3000,589212.0487230032,782272.8217329418,325653.6295785799
3500,496175.34381323383,649363.3712377494,279131.6824959257
4000,435723.91196303954,556685.8048228527,244240.22218393497
4500,379643.87785081787,502179.33931889595,217102.4197190533
5000,338881.4631898798,431543.04458800505,209452.6824858728
500,2673201.0709563815,2692046.063648331,2085556.7558312695
1000,1744057.3713869944,1894465.6132913306,1042778.3779156348
1500,1264541.4767533592,1488472.6796779744,695185.5852770898
2000,1003819.3909937615,1195509.595195407,521389.1889578174
2500,762693.8553559391,1000847.9899981663,417111.3511662539
3000,654001.0211129065,827647.9161779567,347592.7926385449
3500,541213.6999326708,683841.6179705815,297936.67940446705
4000,459676.4044095884,592499.8568456351,275155.16481883253
4500,404451.6419715481,535603.3228939,275155.16481883253
5000,379428.50213183055,473435.9488643573,275155.16481883253
500,2539684.816261573,2543450.1736543956,1985894.3678868609
1000,1683492.4552447686,1761769.5868544688,992947.1839434304
1500,1259191.9471259,1406564.223318541,661964.7892956203
2000,987082.8146060542,1201543.48483935,496473.5919717152
2500,765459.3701136423,958084.5946569906,397178.8735773722
3000,645345.297869798,811949.8430645214,330982.39464781014
3500,527504.7037354625,689866.453227514,283699.1954124087
4000,431253.4724681168,573315.2941134487,248236.7959858576
4500,393423.1493326979,511832.74361297325,235343.73337841895
5000,353446.7061890302,453928.3930169246,235343.73337841895
500,2498806.274951045,2510278.0788216614,1970286.83253386
1000,1654192.9787028702,1743280.168840852,985143.41626693
1500,1230201.4717758005,1364994.9931031615,656762.2775112868
2000,931274.2946747076,1133678.9306971694,492571.708133465
2500,750239.6896398824,947540.2217336529,394057.36650677206
3000,598525.3211556644,808382.3273466124,328381.1387556434
3500,502259.2568506262,687343.120078999,281469.54750483716
4000,428783.09657917725,559751.225637833,246285.8540667325
4500,375302.33502553636,482326.3860641915,218920.7591704289
5000,336952.53891571896,435044.7985078894,203254.69810052292
500,2603431.3152281367,2632906.1140603907,2066046.8666066553
1000,1692473.1376420234,1821982.9201413046,1033023.4333033276
1500,1263424.314455144,1394405.5462032894,688682.2888688851
2000,1007284.0965702604,1217910.012804841,516511.7166516638
2500,803789.8500170863,988230.1082817225,413209.37332133105
3000,622754.3986675182,811990.4763110105,344341.14443444257
3500,522968.28162411734,680440.110406173,295149.55237237934
4000,454368.25093877775,606584.5871238009,258255.8583258319
4500,413359.5237795532,509164.4099474306,229560.76295629505
5000,355894.19444515655,443473.9111783875,226361.89433121865
500,2578531.8590472816,2579157.425972096,2047170.1718840974
1000,1682209.5658298852,1786469.9111464855,1023585.0859420487
1500,1293965.5870035011,1456413.4798296166,682390.0572946991
2000,978994.6593322442,1201610.149628325,511792.54297102435
2500,789818.1710473084,1001344.0246115258,409434.03437681944
3000,660704.3369315611,827835.3061377226,341195.02864734957
3500,556348.6249498511,710134.0417931968,292452.8816977282
4000,474724.8295378824,615897.7926915064,255896.27148551217
4500,408353.09119986725,527642.1129273726,227463.35243156637
5000,370192.9773837227,482276.1875849959,222440.55196500538
500,2502939.363230588,2518631.3895840375,1963400.1892987874
1000,1614585.5010236793,1785689.5195475237,981700.0946493937
1500,1241274.203510517,1417182.8289640155,654466.7297662625
2000,988955.810417543,1218765.6024096177,490850.04732469685
2500,772851.7600992249,924924.2898530636,392680.0378597575
3000,623454.4676661812,788421.0056061563,327233.36488313123
3500,535220.9151557417,717301.4764346471,280485.7413283982
4000,462568.33125235245,601176.6977815209,256410.30040774323
4500,410310.6641125366,517092.65314356255,256410.30040774323
5000,374098.01067132334,458590.7676308778,256410.30040774323
500,2652409.8622691105,2669244.940346083,2013289.441933948
1000,1707341.9944210828,1783562.0702070696,1006644.720966974
1500,1259550.2817231524,1465040.2374365842,671096.4806446494
2000,948812.9519187239,1162447.1700535144,503322.360483487
2500,761049.15369544,944531.3574606873,402657.8883867896
3000,609609.2545459,781424.3596154005,335548.2403223247
3500,514114.3967229133,652034.8189501591,310375.4684838927
4000,442742.6748777675,565573.8936513856,310375.4684838927
4500,407703.38308902265,510109.8094930435,310375.4684838927
5000,360969.664514447,466335.8294616359,310375.4684838927
