n,Paper,Min Time,Time opt
100,240430.60459328117,315595.0436440514,135265.29081264586
200,482090.139206628,620717.040694752,269116.1630651557
300,717457.0267973238,983609.3324968956,418787.46853357356
400,925699.9836375981,1232742.0795971414,527021.1010989047
500,1162993.368140963,1549618.321823175,680996.5163027159
600,1360869.2330124048,1862426.8073589362,810754.8085519011
700,1609810.481007048,2153332.928670103,950163.5534493667
800,1887712.316839334,2500419.629369604,1089104.445171647
900,2020858.6682131747,2740539.1978454646,1200423.6992387213
1000,2376755.498960715,3185372.9007255575,1364619.9643280825
100,235334.80251041354,310554.4952952226,132074.989704219
200,495059.0879062254,671356.1153092942,286300.63034636714
300,687041.4797580362,925173.2681413279,397627.7838515522
400,855915.1549480406,1174618.4093234958,507523.35085060494
500,1128206.1304553319,1554334.350565709,665670.2079130015
600,1342901.5313096966,1845377.23578711,815431.7444397591
700,1573206.2661839053,2159297.11831008,942671.6432391971
800,1849623.8058863517,2579004.5424140864,1095099.5263733587
900,2082306.05982691,2812630.7564382716,1234370.7532900288
1000,2221398.685912242,2952311.8175237584,1310240.3597236935
100,230522.98757589876,320829.4172994629,135658.01263896248
200,473732.25338186004,631646.018094699,270786.78148973774
300,704232.4853715305,977406.3314564236,421389.488612118
400,912221.997145285,1211636.7001823215,527187.772134673
500,1099985.8950394765,1493100.3871430587,651307.2591571598
600,1303225.8956761637,1797980.2650818808,772067.1869807383
700,1601432.8162751447,2154027.8219888187,943133.0399483171
800,1845902.7944703926,2486301.42106207,1091465.3616880602
900,2031744.666060915,2770374.2498604907,1211852.363587291
1000,2228266.1558715086,2958949.2411310286,1315746.4593939313
100,236991.06638957394,312977.82737326296,135705.1697686514
200,480364.2391763118,648514.0950851856,273914.3536612017
300,682411.0563253507,923878.6180111096,396806.42035697633
400,899976.8010412083,1178591.65661261,520494.5536820677
500,1184828.282862026,1574507.2023670068,695185.5852770898
600,1413199.1066549981,1944003.1392009475,835805.1314059657
700,1585168.222919842,2090163.6271277484,918676.5189244791
800,1746532.995732738,2317390.728012767,1036908.9392987158
900,2034050.4202225208,2745592.7986855963,1209448.2505834908
1000,2186949.356054727,2924436.8593034367,1288364.8317448634
100,260418.4851793209,336726.50465293543,139216.24898405053
200,428987.94948213396,584791.037753554,237157.78073003114
300,697951.1448233943,923955.351083059,403543.909616375
400,954874.4131630444,1276763.3132902686,553653.6355748439
500,1125562.8037253818,1534695.7206359024,661964.7892956203
600,1417484.8395589571,1892834.2690697613,836160.2278643675
700,1625694.3150663092,2218551.573130182,959851.1308079761
800,1748572.3378575707,2394261.200705626,1047142.9112615727
900,1999842.2425048947,2699284.497119778,1188122.4972721045
1000,2280316.3764854316,3107750.4096101364,1345050.931590255
100,250841.21753673593,309694.4934640772,142036.21916436727
200,467682.7159065776,617289.8857701942,257738.67159940107
300,634602.442649799,854767.0482811206,364298.3991424273
400,945596.3868031082,1246141.46589354,546790.4404012962
500,1149231.3355418004,1504895.2758551114,656762.2775112868
600,1413461.1196886345,1913123.250871145,820028.8905563497
700,1638279.905114062,2170120.93951539,955617.3377585586
800,1793862.835157857,2413688.4454377876,1071430.2907001453
900,2015437.8144263902,2652872.4037488285,1177489.4069455904
1000,2242637.9446427817,3000665.1945509003,1343466.4580755432
100,256911.98700477925,304916.91754659405,145881.8367644083
200,465218.57313642825,630947.3823260264,263257.1795394107
300,688007.129783768,930475.7285329121,399116.60072818206
400,895866.3849682868,1212036.5938934975,509609.10896063247
500,1163320.9039713559,1572929.361843016,688682.2888688851
600,1351257.4175325504,1854654.2105749014,808502.4861934956
700,1631557.521273978,2202914.4075455866,966040.5296124725
800,1790660.5916996403,2435289.8758455836,1067060.6678171605
900,2018587.364966961,2749438.1365553658,1200847.5092545433
1000,2282382.8663655133,3045744.604572915,1339717.995657805
100,235021.61356616122,312156.43810510874,132581.7427352931
200,527966.1510132758,705865.8207955288,288877.90892573434
300,702010.8159507142,937189.2206026288,404388.45227704063
400,906228.0636076888,1190463.4404833869,517064.3624457273
500,1168217.4994867723,1597219.7903535976,682390.0572946991
600,1352079.1473850291,1877088.9904125356,796312.8104777542
700,1470563.0075776642,1981148.3156775935,876167.0650217815
800,1839573.5943828905,2470297.422541014,1092905.3723919664
900,2008643.0886910763,2633287.97391191,1168647.4069514158
1000,2320293.4549782258,3108631.5555006447,1356494.7857752524
100,217120.3569207646,289104.8023197527,125794.21532877443
200,465602.5378137962,626954.8593229501,267405.4854193728
300,702375.2944477947,958913.9996366774,402995.5194350668
400,894751.7948328025,1243693.7768557728,532847.8587000904
500,1115073.7356122208,1505600.9264301618,654466.7297662625
600,1399204.9000762072,1869059.765713065,808420.1890592348
700,1503988.9069911782,2102771.9010087787,903614.0357209735
800,1795406.843977251,2417281.148722154,1063718.9347667655
900,1968659.9694218081,2690752.471607452,1187157.4681880812
1000,2306570.249470373,3129142.8081356674,1374274.0153844566
100,233632.4161723116,318640.24236066896,142190.2083890204
200,500145.96118348395,642869.8265866437,283602.64182854834
300,696533.16950961,972256.9382947787,412493.9045690554
400,946965.5908858392,1282387.431747047,556611.7305140332
500,1119193.1098493794,1545739.8788734835,671096.4806446494
600,1314124.6808236227,1769683.0845173376,776751.4217715072
700,1559045.2585989162,2163570.153411435,917314.7013988987
800,1817910.4401178341,2518722.6182517936,1077384.1556501235
900,2078907.354218472,2755528.2863707934,1213628.0838431732
1000,2171250.22792191,2934874.241331487,1275221.562436
