mu,beta,average,max
0.1,1.0,1.2049144906374374,1.663527407456599
0.1,1.5,1.2213578335018498,1.6958065279794372
0.1,2.0,1.23876537776284,1.7253624320426144
0.1,2.5,1.2200040339744178,1.7174407028267316
0.1,3.0,1.2130303624097842,1.7166317343110704
0.1,3.5,1.223750033274022,1.7419033916378062
0.1,4.0,1.2133653307938228,1.6049165905583875
0.1,4.5,1.2273766559171309,1.6907824392905315
0.1,5.0,1.2230334554229818,1.6417696345766042
0.2,1.0,1.1285272105765605,1.542686741114139
0.2,1.5,1.1361066351730904,1.439877821420166
0.2,2.0,1.1132974948641567,1.4550670148311156
0.2,2.5,1.1081145944377433,1.3386089836388204
0.2,3.0,1.1283777082069486,1.464449837156417
0.2,3.5,1.1294191713347725,1.4032011599923286
0.2,4.0,1.1282711590345986,1.4862866179315986
0.2,4.5,1.1335225724934301,1.484440064769046
0.2,5.0,1.1129343480159528,1.4204101820733528
0.3,1.0,1.1907251683926157,1.5442650249014502
0.3,1.5,1.176288530918946,1.5061321836525483
0.3,2.0,1.1905103863971824,1.4793042985371716
0.3,2.5,1.1796840502489792,1.4620834651728556
0.3,3.0,1.202281471248794,1.5620336668957768
0.3,3.5,1.1807998649672848,1.4206512983159991
0.3,4.0,1.1837748876096164,1.5279501564050395
0.3,4.5,1.1870607416921974,1.551955151929706
0.3,5.0,1.1747852646084653,1.4613107351322698
0.4,1.0,1.267438934127725,1.559379943026959
0.4,1.5,1.2607889179097194,1.4361717334472786
0.4,2.0,1.2564071443987204,1.5395219005622078
0.4,2.5,1.2653738690722265,1.52959963819609
0.4,3.0,1.2588001697891225,1.5516009548710636
0.4,3.5,1.2492104701169253,1.457273532597124
0.4,4.0,1.2655134413405373,1.5319043685269171
0.4,4.5,1.2585183118890448,1.4928519890497995
0.4,5.0,1.2659411452543277,1.5074950794460928
0.5,1.0,1.2154579801829803,1.559670749958932
0.5,1.5,1.190128290645188,1.557507896779387
0.5,2.0,1.2023029902033633,1.4756618246325874
0.5,2.5,1.214479739277428,1.547774437092923
0.5,3.0,1.2300741867060407,1.578663281101522
0.5,3.5,1.2034660934301094,1.531328102379124
0.5,4.0,1.2079275939163951,1.5787259801767364
0.5,4.5,1.211433874272648,1.558299779043264
0.5,5.0,1.2028192163966467,1.5540248133014631
0.6,1.0,1.491785277449425,1.667194255570635
0.6,1.5,1.4486253514693663,1.66711462250023
0.6,2.0,1.4828743444282042,1.6680331643264763
0.6,2.5,1.4745952227994488,1.6723247770945118
0.6,3.0,1.4839551657729475,1.6699912808243875
0.6,3.5,1.4791552340945215,1.6667728203844785
0.6,4.0,1.4806832769285132,1.6723247770945115
0.6,4.5,1.4843970009737886,1.669991280824387
0.6,5.0,1.466270806546631,1.668967854163694
0.7,1.0,1.4012692498809307,1.6130601760788514
0.7,1.5,1.3954370583194577,1.6242459842276806
0.7,2.0,1.407212157339217,1.5994657623498985
0.7,2.5,1.3981752255351803,1.6070479800705642
0.7,3.0,1.395898384800424,1.631659057840141
0.7,3.5,1.3919254912514654,1.5144332289392597
0.7,4.0,1.4067412653105424,1.6029916143230871
0.7,4.5,1.3942978930137429,1.5425829286052453
0.7,5.0,1.395846234074688,1.589494301017817
0.8,1.0,1.3720430467825457,1.562620577526067
0.8,1.5,1.367049868670428,1.5920318819796553
0.8,2.0,1.3644992590958678,1.6923228885764634
0.8,2.5,1.366834815034415,1.678799288938194
0.8,3.0,1.3728212978477599,1.5683477326144564
0.8,3.5,1.3651204708815738,1.585993607729312
0.8,4.0,1.3628618924651095,1.676329532741374
0.8,4.5,1.36912084059404,1.5371014368562208
0.8,5.0,1.3584218412730247,1.553336538227674
0.9,1.0,1.3894565437964375,1.6679073980906487
0.9,1.5,1.386832772565851,1.590330081885963
0.9,2.0,1.3874421195327267,1.7197699357020773
0.9,2.5,1.3775720403516332,1.6126827529608243
0.9,3.0,1.400013478263375,1.7189314163368064
0.9,3.5,1.3685956087054105,1.7024153396465642
0.9,4.0,1.3871259124390942,1.5772498609345829
0.9,4.5,1.384145165238685,1.7247748045215323
0.9,5.0,1.3753998909628706,1.71495453831686
