P,n,Paper,Min Time,Time opt,mtsa
500,100,469362.3221751697,427737.64144908666,405794.8557498415,1.1566492663093673
500,300,1489957.4491253041,1359208.6671698021,1256359.0656989503,1.1859328195291017
500,500,2454609.648671635,2250105.0795203196,2042983.7272256636,1.201482721551068
500,900,4197080.957163255,3832905.312647398,3601261.257292789,1.165447507776308
500,1000,4771097.638255883,4355031.216830904,4093849.1535162446,1.1654307375145818
1000,100,259311.72781279223,240179.32617109615,202897.42787492074,1.2780434455416012
1000,300,819453.2750935713,761760.7905401988,628179.5328494752,1.304488975271866
1000,500,1363316.357761314,1274320.9835424556,1021491.8636128318,1.3346326156133155
1000,900,2322834.452500669,2165757.9755147863,1800630.6286463945,1.2900116301180746
1000,1000,2678858.0758022023,2498594.178657037,2046924.5767581223,1.3087233922633943
1500,100,178986.50126737417,186872.95484838524,135264.95191661385,1.3232289571781546
1500,300,530191.8769427239,594880.8385166,418786.3552329834,1.266019941475319
1500,500,943443.9949308684,966789.2222110872,680994.5757418879,1.3853913504422017
1500,900,1617231.7653599256,1587546.8979984752,1200420.4190975963,1.3472211398866931
1500,1000,1839216.8353326467,1856900.1850648613,1364616.3845054149,1.3477903799310191
2000,100,141519.9016667036,148382.6701897463,101448.71393746037,1.3949896077928177
2000,300,440590.0083807496,484101.2308501848,314089.7664247376,1.4027518737587528
2000,500,743720.694561431,824123.4556019531,510745.9318064159,1.4561460958309065
2000,900,1236897.0091378833,1305884.2732749116,900315.3143231972,1.373848683300148
2000,1000,1445410.4106193648,1556439.6446727114,1023462.2883790612,1.412275202546619
2500,100,125461.7860353529,122245.75209299642,81158.9711499683,1.5458769900313343
2500,300,359615.4359728211,419781.61288007884,251271.81313979006,1.4311809648651528
2500,500,609529.4798126013,724295.1731817045,408596.74544513266,1.49176293401106
2500,900,1035730.108569375,1091984.066904337,720252.2514585578,1.4380102338756373
2500,1000,1148390.2126749838,1314535.5832113512,818769.8307032489,1.4025800287348411
3000,100,115233.99767853439,133680.82890192038,67632.47595830692,1.70382639472747
3000,300,302211.1024466996,376247.0597962409,209393.1776164917,1.443271007617096
3000,500,506273.7849078035,603609.9221310866,340497.2878709439,1.4868658369452055
3000,900,891305.9714317155,947186.029167863,600210.2095487982,1.4849896873659407
3000,1000,1036573.2531917476,1137969.7843291084,682308.1922527074,1.5192156051496308
3500,100,88099.93217873403,95991.15043209986,57970.693678548785,1.519732240349819
3500,300,259182.23404201417,300909.2721801818,179479.86652842147,1.4440741407670452
3500,500,419125.8340392564,513743.027924873,291854.8181750948,1.4360764597273392
3500,900,726294.9487254323,864204.6181237255,514465.89389896987,1.4117455740769884
3500,1000,846199.5401684811,998865.068315545,584835.5933594635,1.446901573325365
4000,100,79584.13572121559,79192.8764600022,50724.356968730186,1.568953072589495
4000,300,234947.26720485624,249701.34432112204,157044.8832123688,1.4960517171841985
4000,500,367421.9539898692,438266.64419125114,255372.96590320792,1.438766052194931
4000,900,644555.5149339897,695133.8534478167,450157.6571615986,1.4318439432934176
4000,1000,707219.6935910289,762054.7819429986,511731.1441895306,1.3820141721315577
4500,100,69657.93624305537,69657.93624305537,45088.317305537945,1.5449220642017545
4500,300,210944.12343183046,210944.12343183046,142348.1066563424,1.4818892107999229
4500,500,338926.46777872625,338926.46777872625,226998.1919139626,1.493080032580995
4500,900,526041.4310188111,526041.4310188111,400140.1396991988,1.3146429933629185
4500,1000,627414.3152546244,627414.3152546244,454872.1281684716,1.3793202009999788
5000,100,64850.30976017868,64850.30976017868,42511.79157511906,1.5254664025529736
5000,300,196236.8497112565,196236.8497112565,142348.1066563424,1.378570142734758
5000,500,317223.39577794645,317223.39577794645,218726.61253679788,1.4503191545773964
5000,900,471030.0113424588,471030.0113424588,360126.1257292789,1.3079584559120565
5000,1000,569722.9893858893,569722.9893858893,409384.9153516244,1.3916560381726548
