P,n,Paper,Min Time,Time opt,mtsa
500,100,415482.9578566364,418362.7089908963,405794.8557498415,1.0238743837422308
500,300,1293104.4600817708,1366335.0088537175,1256359.0656989503,1.0292475259549927
500,500,2115527.746775184,2180369.6651404086,2042983.7272256636,1.035508858236494
500,900,3655472.2157852654,3820334.9984926675,3601261.257292789,1.0150533256599186
500,1000,4177212.27790173,4417218.261315569,4093849.1535162446,1.0203630180935914
1000,100,215627.70491684438,237078.01264438409,202897.42787492074,1.0627424269260397
1000,300,674702.909106796,793865.0181261634,628179.5328494752,1.0740606368473786
1000,500,1118783.4964817911,1328517.0773906095,1021491.8636128318,1.0952446478867257
1000,900,1925912.389346766,2159847.012251371,1800630.6286463945,1.0695766020566644
1000,1000,2197268.5292150406,2500085.0836768034,2046924.5767581223,1.0734487016102128
1500,100,154058.22775307042,187833.9343063407,135264.95191661385,1.1389367723875876
1500,300,482391.42511466704,567957.9515866506,418786.3552329834,1.1518795182481487
1500,500,786348.5665894926,988702.4043443183,680994.5757418879,1.154706064630295
1500,900,1345672.7151404396,1578239.989899827,1200420.4190975963,1.1210011873607042
1500,1000,1531273.901343561,1839817.5454397735,1364616.3845054149,1.1221277413421566
2000,100,119752.7578010739,143975.90745277912,101448.71393746037,1.1804265737158317
2000,300,390890.77290095406,499421.4395661201,314089.7664247376,1.2445192893434165
2000,500,616235.0728047412,795617.823371726,510745.9318064159,1.2065393661095436
2000,900,1056052.7777772911,1290434.4675820766,900315.3143231972,1.1729810222890276
2000,1000,1218963.5146399161,1513653.471833194,1023462.2883790612,1.1910194723153755
2500,100,105505.52225500447,121103.62170475976,81158.9711499683,1.299985950537098
2500,300,308873.88586143247,411190.7205915222,251271.81313979006,1.2292420785358709
2500,500,521123.8051483066,661246.0566219178,408596.74544513266,1.2753988154765767
2500,900,848157.2757567675,1144486.464505789,720252.2514585578,1.1775836507823387
2500,1000,1000618.2087289261,1268171.2022808602,818769.8307032489,1.2220995097846803
3000,100,84465.27822666043,124842.48122013421,67632.47595830692,1.2488863823162462
3000,300,278537.3969399337,389955.0752905299,209393.1776164917,1.3302123789824767
3000,500,420770.4479103039,608317.9358759098,340497.2878709439,1.2357527149226084
3000,900,725031.6530395236,1017061.6618453735,600210.2095487982,1.2079628795127606
3000,1000,865666.4638618827,1116732.1682263701,682308.1922527074,1.2687323319448942
3500,100,84484.1173294943,104109.52744243451,57970.693678548785,1.4573590890246053
3500,300,236955.31231933882,318853.21412551106,179479.86652842147,1.3202333883049542
3500,500,386474.41242709645,492778.9992816382,291854.8181750948,1.3242008983906368
3500,900,632278.9918331478,852107.1911827271,514465.89389896987,1.2290007935051064
3500,1000,746847.8620407208,979011.3531573332,584835.5933594635,1.2770219024300697
4000,100,64970.36357758926,92519.36974315299,50724.356968730186,1.2808513988189392
4000,300,221996.03731595477,254326.11659346303,157044.8832123688,1.413583383138652
4000,500,341352.5788010463,413457.78560399223,255372.96590320792,1.336682516858212
4000,900,574327.0753088647,691705.190426122,450157.6571615986,1.275835401601736
4000,1000,644996.5628785884,762697.636695304,511731.1441895306,1.2604207701685246
4500,100,64950.86624467169,71631.04543823791,45088.317305537945,1.440525398287466
4500,300,195404.73933923274,213741.2735824967,142348.1066563424,1.372724540769481
4500,500,318921.16592919873,325344.32358444505,226998.1919139626,1.4049502475776414
4500,900,501770.6192584219,521095.3423890927,400140.1396991988,1.253987214668398
4500,1000,586411.278028727,615531.676248429,454872.1281684716,1.289178302460284
5000,100,63906.4116208904,68266.2812615228,42511.79157511906,1.5032631948236452
5000,300,190819.2530250057,192758.21575647205,142348.1066563424,1.340511352818219
5000,500,293171.41703841777,301700.54852871655,218726.61253679788,1.3403554951005128
5000,900,448493.0536720773,467023.00217112736,360126.1257292789,1.2453777208300276
5000,1000,540090.7660285637,550348.5143884709,409384.9153516244,1.3192737342671135
