eval_id,P1,P2,value,global_best_value,global_best_P1,global_best_P2
1,0.22,5.0,9.591898752720953,9.591898752720953,0.22,5.0
2,0.38,1.0,2.4637977798705224,2.4637977798705224,0.38,1.0
3,0.46,1.2,2.865075941116438,2.4637977798705224,0.38,1.0
4,0.12,1.8,4.082963273160651,2.4637977798705224,0.38,1.0
5,0.18,4.4,9.122304419352702,2.4637977798705224,0.38,1.0
6,0.26,1.4,3.241961566986849,2.4637977798705224,0.38,1.0
7,0.18,2.4,5.273580135755076,2.4637977798705224,0.38,1.0
8,0.34,2.2,4.803704158333234,2.4637977798705224,0.38,1.0
9,0.8,1.6,3.6862933394187145,2.4637977798705224,0.38,1.0
10,0.24,3.0,6.615760594459379,2.4637977798705224,0.38,1.0
11,0.6,2.8,6.250133817336068,2.4637977798705224,0.38,1.0
12,0.52,2.2,4.803704158333234,2.4637977798705224,0.38,1.0
13,0.54,2.0,4.469733297240701,2.4637977798705224,0.38,1.0
14,0.1,4.2,8.384538771812707,2.4637977798705224,0.38,1.0
15,0.52,1.2,2.865075941116438,2.4637977798705224,0.38,1.0
16,0.64,1.0,2.506091143051482,2.4637977798705224,0.38,1.0
17,0.58,3.2,6.7703863507864535,2.4637977798705224,0.38,1.0
18,0.7,1.2,2.865075941116438,2.4637977798705224,0.38,1.0
19,0.62,2.6,5.350889725233483,2.4637977798705224,0.38,1.0
20,0.88,3.4,7.209290064759328,2.4637977798705224,0.38,1.0
21,0.9,1.0,4.411519550288149,2.4637977798705224,0.38,1.0
22,0.56,1.0,2.5898709221706437,2.4637977798705224,0.38,1.0
23,0.32,1.0,2.4637977798705224,2.4637977798705224,0.38,1.0
24,0.34,1.0,2.4637977798705224,2.4637977798705224,0.38,1.0
25,0.36,1.0,2.4637977798705224,2.4637977798705224,0.38,1.0
26,0.3,1.0,2.4637977798705224,2.4637977798705224,0.38,1.0
27,0.28,1.0,2.4637977798705224,2.4637977798705224,0.38,1.0
28,0.1,1.0,2.9770773017895653,2.4637977798705224,0.38,1.0
29,0.26,1.0,2.4637977798705224,2.4637977798705224,0.38,1.0
30,0.4,1.0,2.4637977798705224,2.4637977798705224,0.38,1.0
