Fat,Paper,Min Time,Time opt
0.1,1989941.8806063973,1925766.4442191364,1925766.4442191364
0.2,1526483.166104803,1686361.3397233393,858980.7317668453
0.3,1386176.7299539126,1617875.5129174634,680996.5163027159
0.4,1339019.9824784044,1533461.8370485846,680996.5163027159
0.5,1278544.5749120023,1493289.5837802333,680996.5163027159
0.6,1248114.7530526316,1415329.3325337213,680996.5163027159
0.7,1218804.618114544,1389716.3149276185,680996.5163027159
0.8,1144896.6130262483,1317942.6744496694,680996.5163027159
0.9,1139268.4861753813,1312460.5793057429,680996.5163027159
1,1074410.095643347,1300557.5328198841,680996.5163027159
