P,n,Paper,Min Time,Time opt,mtsa
1200,200,366103.33564223314,392490.79343110434,336394.2692072194,1.0883162085520337
1200,200,398336.08973136113,469181.22437087423,357874.9805474889,1.1130593402253868
600,700,2467215.1096790535,2634504.204002772,2375402.4162035296,1.0386514271641867
900,700,1694593.8453603762,1922058.230926109,1583601.610802353,1.0700884829877053
1200,200,390225.35717349115,470830.6622530025,338482.57034228096,1.1528669165413354
4300,400,241658.0452744267,263606.0447906459,183844.0369507308,1.3144731223411381
2100,500,586553.5384947782,796575.9370025323,486424.69695849135,1.2058465414325608
1200,200,417881.2797033158,543723.2360546562,342391.9787275577,1.2204762543103418
2700,600,561086.8789922042,727457.8062632761,450418.13509035436,1.2457022381650986
1100,700,1420566.713161394,1624394.0509012835,1295674.045201925,1.0963920427533183
1200,200,340655.3069851995,420073.3133488683,296446.28254797857,1.1491299673493658
600,700,2442703.1332510444,2638264.9160487335,2356672.5528580695,1.0365051055941739
4300,200,113571.45980842029,132408.19083121076,93877.47047643333,1.209783979393979
1200,200,372460.5930949106,418114.6902128831,322172.52166404005,1.1560905044636636
1300,900,1530817.4033204424,1761642.9282132522,1385100.4835741497,1.1052031397536453
2100,500,567237.3152631902,735757.4983075017,475477.39716276294,1.1929848162036112
1200,200,355855.65686135454,398498.4906714173,329070.5686025068,1.0813961831123284
4300,400,228711.97476365184,282935.80705127795,177042.48350723102,1.2918479803990688
900,700,1690200.2887941427,1918857.6958011435,1571115.0352387133,1.0757966481667178
1200,200,408317.2519855639,493242.139655372,361096.5244689435,1.13077037389398
600,700,2459812.5343138333,2600798.2938937307,2357826.1046468546,1.04325443232051
3000,900,735808.2999045263,1007823.6581540743,600210.2095487982,1.2259176671747432
1200,200,362257.49461507343,413471.2688136725,334255.9351108503,1.0837728116777847
1100,700,1427763.886085736,1634819.002922011,1285457.7561044018,1.1107046336649717
3100,900,707077.0655375404,850106.3546526934,580848.5898859337,1.217317348874679
1200,200,406686.0254836799,487461.6626767494,354502.3776573645,1.147202532663271
2700,600,563962.2951179151,799923.1085823346,453016.3538830093,1.244904936177111
4300,400,246163.68758473246,254348.91942988342,183902.20763561965,1.3385575450648017
2100,500,552193.4364247756,703981.686749752,465218.1297648626,1.1869559698885195
900,700,1691437.028365293,1893511.475148061,1571884.0697645696,1.076057109363434
600,700,2382880.4225744084,2528583.6446648,2296684.8276398308,1.0375304412243433
3100,300,262892.31059206004,351384.5295737202,202638.55898370166,1.2973459341131843
900,600,1443929.268242159,1600281.441634404,1351254.405271063,1.068584318844463
4300,200,160305.3858865818,170124.95308464457,115155.9162563489,1.3920725143615336
1100,700,1408766.1984684337,1606188.011809049,1286086.9661710116,1.095389530820507
1300,900,1574356.4347981762,1897281.149074819,1424270.0021917396,1.105377795204193
2000,500,612347.7534015218,850607.7254398264,510745.9318064159,1.198928303228493
3100,300,263991.0093223064,348444.9488719117,192399.95759589353,1.3720949454509694
4300,400,241742.33405699042,267380.9099440409,181567.31553406644,1.331419883286393
2700,600,555607.8637154639,852779.4852224891,428925.00390816334,1.2953496733765246
2100,500,613840.5468098209,826554.5565840374,496559.83500145806,1.2361864644328684
900,700,1626599.5161196333,1853980.5587618644,1531123.218426554,1.0623570308019983
600,700,2483520.3381357947,2649912.6828336054,2399621.5262866863,1.0349633518994716
2800,500,474570.00888093904,645256.529257801,364818.52271886845,1.3008385795329964
3100,300,264927.4050547839,346857.4481343712,203897.60886038028,1.2993158994630194
