Fat,Paper,Min Time,Time opt
0.1,1580949.1230409655,1486199.2732689166,1486199.2732689166
0.2,1363724.1687335488,1382007.6076805743,680996.5163027159
0.3,1182730.1176692685,1344911.0765586426,680996.5163027159
0.4,1201871.2930510768,1318706.6461017549,680996.5163027159
0.5,1113939.6454258915,1219410.3622368923,680996.5163027159
0.6,1097855.7093477591,1200927.3282271381,680996.5163027159
0.7,1026089.8020779776,1177938.1643038383,680996.5163027159
0.8,969501.7679463575,1076746.8881688311,680996.5163027159
0.9,949015.338557873,1016816.8880250519,680996.5163027159
1,921472.6227695587,997104.0689705086,680996.5163027159
0.1,1440931.488164268,1349617.6378893047,1349617.6378893047
0.2,1256243.915650335,1263865.2990413355,665670.2079130015
0.3,1224024.8566381158,1264946.8150644435,665670.2079130015
0.4,1142103.5836353241,1197681.3846305737,665670.2079130015
0.5,1097641.664808138,1192053.7432704577,665670.2079130015
0.6,1070700.0030341996,1170531.6173640154,665670.2079130015
0.7,991275.8457031806,1122995.809685207,665670.2079130015
0.8,946205.0142795511,1075956.913808533,665670.2079130015
0.9,933027.2603173342,1013925.3901236128,665670.2079130015
1,921711.2758861255,999888.2070448985,665670.2079130015
0.1,1468316.9279389507,1373379.777522961,1373379.777522961
0.2,1186764.05387196,1261475.6259462126,651307.2591571598
0.3,1148815.8638840318,1225057.8921059093,651307.2591571598
0.4,1087308.6683254503,1157886.2080075776,651307.2591571598
0.5,1038116.9950078324,1196841.537211496,651307.2591571598
0.6,1004391.10657982,1102422.7213404777,651307.2591571598
0.7,949562.0602607011,1045680.5486743483,651307.2591571598
0.8,933285.9516284993,1009269.1387864242,651307.2591571598
0.9,940174.4943434899,1014247.8790984466,651307.2591571598
1,920903.439127594,975460.6905594331,651307.2591571598
0.1,1706449.7668340688,1619326.426462818,1619326.426462818
0.2,1320159.7079819466,1446809.7334416725,695185.5852770898
0.3,1252724.950452337,1406136.3059081917,695185.5852770898
0.4,1199800.4465235306,1332600.123279865,695185.5852770898
0.5,1131852.304028119,1340184.8004555102,695185.5852770898
0.6,1076982.6285282983,1190935.8894826316,695185.5852770898
0.7,1026604.4363348695,1174624.5206539377,695185.5852770898
0.8,966076.1723294628,1067671.0206142378,695185.5852770898
0.9,975243.8200325958,1066294.0566454122,695185.5852770898
1,928276.9285020377,988421.1632494226,695185.5852770898
0.1,1512398.0616290565,1431165.8784193818,1431165.8784193818
0.2,1240645.1332782987,1344120.1161118594,679019.6538916482
0.3,1225698.7549029817,1299031.2527188894,661964.7892956203
