jump,Paper,Min Time,Time opt
1,1187349.6765166773,1559760.4664137026,680996.5163027159
2,1163213.515470673,1592993.5972455833,680996.5163027159
3,1152327.567237057,1534916.7082029178,680996.5163027159
4,1156664.547753568,1536181.4878012885,680996.5163027159
5,1164984.5350901731,1540368.8758666415,680996.5163027159
6,1139991.1263558187,1555820.931616582,680996.5163027159
7,1130199.7142411156,1502418.0530643475,680996.5163027159
8,1143591.7682379931,1529704.894574566,680996.5163027159
9,1125198.4652711423,1524118.224243877,680996.5163027159
10,1116304.3657121707,1493357.2864261542,680996.5163027159
1,1143694.084511111,1556157.6193103131,665670.2079130015
2,1170555.8500156016,1578250.280197954,665670.2079130015
3,1139810.2810876772,1542698.2029501172,665670.2079130015
4,1122926.680854702,1536572.6921413485,665670.2079130015
5,1151346.010237139,1514988.7688126487,665670.2079130015
6,1148811.1465443114,1540314.974296518,665670.2079130015
7,1137279.7002791013,1494658.7070036235,665670.2079130015
8,1101616.8096400134,1528139.0216632793,665670.2079130015
9,1127304.9867363374,1522904.2103424452,665670.2079130015
10,1131667.316250651,1503320.7152933155,665670.2079130015
1,1103882.2549258403,1504473.6066729925,651307.2591571598
2,1127850.2115298293,1486217.4842704304,651307.2591571598
3,1107675.5545776903,1488996.0232628405,651307.2591571598
4,1101524.4322725313,1492871.564145117,651307.2591571598
5,1079473.1522186205,1438453.7907361425,651307.2591571598
6,1072338.731202352,1481685.2140406854,651307.2591571598
7,1087888.1132862377,1453328.1322506417,651307.2591571598
8,1081657.0121177044,1430691.7992935025,651307.2591571598
9,1091699.2948275208,1428243.2992797901,651307.2591571598
10,1066751.4230476245,1428847.989424374,651307.2591571598
1,1208313.3409500988,1561049.1505551012,695185.5852770898
2,1184568.4351344828,1523527.8741904723,695185.5852770898
3,1174236.8498727137,1527094.042160463,695185.5852770898
4,1157535.0064619102,1563698.8162490986,695185.5852770898
5,1174885.0268441092,1543894.2437120515,695185.5852770898
6,1155984.3821237618,1547552.2173636258,695185.5852770898
7,1170535.5310699989,1539006.0327966344,695185.5852770898
8,1140648.5855039519,1530547.7754646193,695185.5852770898
9,1174073.3176250323,1554213.9259582094,695185.5852770898
10,1140180.642472753,1539304.2128957612,695185.5852770898
1,1138053.5339970626,1559907.9879513383,661964.7892956203
2,1118491.2902795472,1533638.290216102,661964.7892956203
3,1098067.7690624685,1504345.1879751696,661964.7892956203
4,1137166.7560201085,1536195.8053649617,661964.7892956203
5,1105465.2174122862,1529724.852428503,661964.7892956203
6,1101124.4996774346,1501799.2123262535,661964.7892956203
7,1082354.3483412229,1533199.3278651014,661964.7892956203
8,1118739.1941423921,1492141.469486276,661964.7892956203
9,1117773.4562605056,1494884.6820816728,661964.7892956203
10,1095756.1509727924,1479614.3198689034,661964.7892956203
1,1146808.2131577441,1523622.7249135403,656762.2775112868
2,1115932.0956114547,1471057.7727712488,656762.2775112868
3,1123511.009775919,1484717.674593232,656762.2775112868
4,1109264.8415936714,1462860.4317576985,656762.2775112868
5,1113807.1346979334,1523957.0475280592,656762.2775112868
6,1111806.4557739303,1506013.6111023244,656762.2775112868
7,1119300.0618024617,1470414.2838002555,656762.2775112868
8,1107663.7548913604,1471191.084338172,656762.2775112868
9,1086562.8114146749,1507713.6795331582,656762.2775112868
10,1093705.9090405894,1489953.6731865124,656762.2775112868
1,1159675.864781569,1551358.9630604894,688682.2888688851
2,1164201.141768134,1605428.1456506855,688682.2888688851
3,1155827.1106875518,1600067.2981089486,688682.2888688851
4,1155005.6399835972,1569042.9972880918,688682.2888688851
5,1146539.5650031688,1547003.289989688,688682.2888688851
6,1175779.2397050557,1539659.9368328322,688682.2888688851
7,1151181.705605457,1519451.702760858,688682.2888688851
8,1146780.6565818952,1549858.699692328,688682.2888688851
9,1116881.0508934716,1493991.6779263278,688682.2888688851
10,1125581.5620789835,1541239.3738811277,688682.2888688851
1,1174923.5561596383,1603104.0886526513,682390.0572946991
2,1174423.4776704311,1594764.627225291,682390.0572946991
3,1174422.1591819858,1592824.2225939233,682390.0572946991
4,1133650.762649259,1546272.4280991028,682390.0572946991
5,1164061.8599948203,1588809.28758884,682390.0572946991
6,1149025.102000754,1533517.5284055083,682390.0572946991
7,1149949.8037389475,1584753.4130141423,682390.0572946991
8,1179255.2035528836,1539094.0295069132,682390.0572946991
9,1125331.8459262955,1556158.00118799,682390.0572946991
10,1136258.97404616,1572504.6651169665,682390.0572946991
1,1110755.607892548,1479165.3086201034,654466.7297662625
2,1111235.1908845871,1509376.1199335454,654466.7297662625
3,1107683.5307297157,1490396.78874093,654466.7297662625
4,1074927.1962895435,1494813.33757192,654466.7297662625
5,1120393.3436602673,1493018.2430602906,654466.7297662625
6,1087078.9983960567,1495149.496923022,654466.7297662625
7,1064621.5611474523,1442163.7819441226,654466.7297662625
8,1090788.8058497815,1419088.324009619,654466.7297662625
9,1079934.9884185377,1478761.5165101541,654466.7297662625
10,1090043.7165636325,1441753.6008014344,654466.7297662625
1,1130532.295349378,1513304.173648857,671096.4806446494
2,1159596.3209054552,1509022.5230311549,671096.4806446494
3,1128640.1985537286,1465326.9821194569,671096.4806446494
4,1105382.1442190637,1517599.5880621339,671096.4806446494
5,1121908.8536905334,1490426.693482812,671096.4806446494
6,1119626.4332274168,1487981.1729035561,671096.4806446494
7,1142285.16291581,1513146.7963504456,671096.4806446494
8,1112617.4499083243,1486054.2395145597,671096.4806446494
9,1142538.6742133056,1487847.8922530739,671096.4806446494
10,1099664.6503658337,1430824.306448686,671096.4806446494
