n,Paper,Min Time,Time opt
100,223497.03742002076,241312.9647746449,135265.29081264586
200,429254.3400184943,445449.727007401,269116.1630651557
300,683894.643576263,756919.7125209887,418787.46853357356
400,857799.3627711664,981808.2509501176,527021.1010989047
500,1075502.7225480168,1254646.4939523821,680996.5163027159
600,1297043.416830536,1425385.1075133802,810754.8085519011
700,1527169.5469490588,1678400.1407414617,950163.5534493667
800,1735356.506604605,1892705.512709045,1089104.445171647
900,1873269.1958784673,2075729.7311891268,1200423.6992387213
1000,2109061.2506846576,2319766.156089601,1364619.9643280825
100,222727.22586220875,261879.59108128355,132074.989704219
200,502130.3309279761,510481.7854716374,286300.63034636714
300,655537.0118333185,717147.5121121461,397627.7838515522
400,810852.7420450812,917312.9399089596,507523.35085060494
500,1118964.7955849653,1210813.4686467196,665670.2079130015
600,1344194.5886582045,1526902.6719234283,815431.7444397591
700,1490368.2453243984,1647438.7786575065,942671.6432391971
800,1717626.2427717873,1972981.2452319972,1095099.5263733587
900,1948933.5536576612,2247247.041678581,1234370.7532900288
1000,2133996.692365001,2375542.492169826,1310240.3597236935
100,258442.1171049384,286375.91318732616,135658.01263896248
200,479951.37529040704,483032.1216559544,270786.78148973774
300,655726.3939740331,724636.4954223223,421389.488612118
400,854006.6523115266,942311.918747829,527187.772134673
500,1055541.049899186,1131559.3278790766,651307.2591571598
600,1286851.551427818,1447412.0628886067,772067.1869807383
700,1518050.0739128059,1684130.742550655,943133.0399483171
800,1708825.656530815,1929654.4711917476,1091465.3616880602
900,1887093.0207979877,2118578.7661025776,1211852.363587291
1000,2090068.34015941,2468909.153012287,1315746.4593939313
100,222763.01049034874,254516.11362050427,135705.1697686514
200,556492.586386943,554735.2844991336,273914.3536612017
300,646339.830587236,748319.1615932585,396806.42035697633
400,831125.7800387937,911489.6770569789,520494.5536820677
500,1120948.9826363148,1294934.7353156344,695185.5852770898
600,1380770.3678114025,1552996.444310901,835805.1314059657
700,1427644.6282916716,1641143.2499711453,918676.5189244791
800,1614053.5511193827,1873264.4504426222,1036908.9392987158
900,1933893.6314364735,2211619.4993929244,1209448.2505834908
1000,2044131.027909064,2366521.112929662,1288364.8317448634
100,229245.8609935547,235376.26816270096,139216.24898405053
200,412886.3967030674,469617.6838401598,237157.78073003114
300,622790.5001934647,735181.0720779353,403543.909616375
400,865938.659820729,961504.641407071,553653.6355748439
500,1071460.1961731054,1218009.2734096732,661964.7892956203
600,1341691.124353708,1488961.775877875,836160.2278643675
700,1502123.7836961427,1701672.475224621,959851.1308079761
800,1653688.5481464793,1868749.2482174712,1047142.9112615727
900,1874719.41444068,2119804.3793582716,1188122.4972721045
1000,2117865.162766607,2456569.4876170293,1345050.931590255
100,246379.72284028237,247721.52868877022,122985.20677022553
200,427265.00668375706,451004.24025981966,257738.67159940107
300,601335.8771810362,695443.8787367031,364298.3991424273
400,851892.5602909025,954298.8991148573,546790.4404012962
500,1049779.3796396751,1155832.060262113,656762.2775112868
600,1305288.4829470788,1401196.242109748,820028.8905563497
700,1480582.6179290444,1599737.4997262561,955617.3377585586
800,1691869.5814730355,1894302.587990659,1071430.2907001453
900,1871675.5779580039,2082061.7548629155,1177489.4069455904
1000,2112950.1556453467,2310987.2190235923,1343466.4580755432
100,265959.0876300009,292666.47560161457,135781.11966650275
200,418273.08868568885,440306.10791494034,263257.1795394107
300,669616.3891143063,719031.5738752963,399116.60072818206
400,829262.0276599575,912377.9557848112,509609.10896063247
500,1095702.1667333937,1223859.715428506,688682.2888688851
600,1262304.9556861287,1418369.0389188344,808502.4861934956
700,1558142.5375122107,1757329.522368174,966040.5296124725
800,1699844.336085167,1937262.1476901083,1067060.6678171605
900,1887362.903852188,2100074.4520945414,1200847.5092545433
1000,2063182.7978404886,2352323.240569787,1339717.995657805
100,217387.37878963133,226906.0957045855,132581.7427352931
200,504954.6241933676,544230.521559331,288877.90892573434
300,617821.324390431,710023.1474161105,404388.45227704063
400,847263.9273404028,960539.8404584429,517064.3624457273
500,1108569.0015593362,1241782.7461015536,682390.0572946991
600,1267944.8731509428,1456741.6534348885,796312.8104777542
700,1421859.6382136985,1570087.4619481303,876167.0650217815
800,1712494.415011333,1922974.502252207,1092905.3723919664
900,1812930.1947186177,2022918.2191996474,1168647.4069514158
1000,2151421.755022191,2375162.2340333005,1356494.7857752524
100,228190.32573504836,242534.2957378226,125794.21532877443
200,440153.9354183348,464245.0977269892,267405.4854193728
300,650063.3313350849,715036.7663835917,402995.5194350668
400,875075.4117860805,981549.5224577812,532847.8587000904
500,1068109.392138409,1187432.3561054184,654466.7297662625
600,1350573.296638252,1466940.9993412287,808420.1890592348
700,1395625.1656976128,1560839.1392369173,903614.0357209735
800,1660043.8978368954,1864215.9678107454,1063718.9347667655
900,1906048.9965452556,2107787.336462575,1187157.4681880812
1000,2188149.285732495,2356475.605623312,1374274.0153844566
100,274828.8296741734,290190.7119179963,142190.2083890204
200,485244.13228352356,506271.09326744097,283602.64182854834
300,658466.4638313339,707920.6680764687,412493.9045690554
400,868743.213100393,980216.4635605674,556611.7305140332
500,1151923.1219412268,1276475.5537318662,671096.4806446494
600,1228414.215789824,1361237.6105955043,776751.4217715072
700,1493183.5256365004,1596656.6559949145,917314.7013988987
800,1687794.5367588103,1843010.5667619265,1077384.1556501235
900,1922875.1866066558,2120414.6419315455,1213628.0838431732
1000,2027884.4364488428,2233713.7314776997,1275221.562436
