P,n,Paper,Min Time,Time opt
1800,200,22062.44154318267,342646.41749783355,197630.8550319857
1800,300,0,521198.6902695037,336285.62398495025
1800,400,13084.439411880534,735742.2828749605,461376.7836599313
1800,500,0,883339.9062704679,551635.7968264758
1800,600,0,1035868.2295838338,696798.3404096944
1800,700,23205.25996809903,1217435.534428363,799873.8420955621
1800,800,0,1276664.6120949301,872616.5816411226
1800,900,0,1452739.1706182584,990099.3232094994
1800,1000,0,1720953.683366978,1120872.6118331682
1800,100,0,168062.97807698234,102487.31533915432
1800,200,0,319901.453588346,214781.68110936
1800,300,0,490089.7519533183,303581.0214887084
1800,400,0,642493.0569997953,455657.4092934709
1800,500,0,811412.9718822961,547300.3745911262
1800,600,2871.0919724820283,976630.1634185791,683355.5299624533
1800,700,13669.746158463591,1169892.1431706378,796345.7078484871
1800,800,28096.275331080433,1405500.2185811626,892856.1317989483
1800,900,15199.994875421007,1456030.4513434207,981238.3327880421
1800,1000,0,1601684.2076451953,1119552.012540414
1800,100,37041.09012644325,208117.27556404087,113150.63833198782
1800,200,0,290294.7603430533,219380.37906833788
1800,300,0,511874.66248079395,332596.22538073803
1800,400,19607.352014001142,641857.7551516689,424672.9490773368
1800,500,22784.572097976026,899547.8347992359,573900.3967405998
1800,600,0,979783.1673554891,673750.1151271677
1800,700,0,1228319.8801230565,805031.6179331471
1800,800,0,1328655.4346445168,889214.6733429425
1800,900,8337.180745463422,1451262.7167318424,1000703.4403124234
1800,1000,14830.124351183698,1657820.562529006,1116428.3674031177
1800,100,0,156079.1785267237,110484.480534501
1800,200,0,373435.09298723424,240731.01631262898
1800,300,0,516930.04528144107,336989.4979997267
1800,400,0,676143.8600613464,430885.67204750236
1800,500,0,843410.2616433649,568656.8649319358
1800,600,0,1028470.3439060228,663592.1264612345
1800,700,24009.78264768029,1101373.9187134234,730137.1019750865
1800,800,0,1360484.1081941605,910752.0372962833
1800,900,0,1347836.4771224335,973870.0547062254
1800,1000,0,1616486.6005088098,1130409.1660716326
1800,100,0,182259.66512576054,104828.20871495818
1800,200,0,326405.50993127225,222837.29007390022
1800,300,0,467319.57262021635,335828.5896846437
1800,400,0,659297.358054893,444038.5381743949
1800,500,9671.70314981792,855484.0043357149,545387.3191893235
1800,600,0,1024517.0783999561,673681.5619114941
1800,700,0,1062849.2309759818,753009.4850536606
1800,800,0,1302531.6990229643,886429.9711317366
1800,900,0,1538582.0964371315,989295.0451585837
1800,1000,0,1726931.4330358198,1145225.1762333773
1800,100,22617.33140783212,249932.02810390148,118491.52469273478
1800,200,0,391085.5199814385,236334.91843824298
1800,300,0,504122.31222737255,343744.03555492376
1800,400,23063.356209222336,702099.0996608443,463841.88428886636
1800,500,32135.209885061613,971208.4158777276,559245.5211080163
1800,600,0,930736.938972757,647290.9592127192
1800,700,0,1117807.6182381893,764426.6864739114
1800,800,22154.537646158256,1234899.0304275912,897817.553321647
1800,900,0,1516063.7559022224,1011353.9228939315
1800,1000,4661.635067240016,1503568.8035603077,1062681.507760525
1800,100,0,150562.53727715235,118791.11676487961
1800,200,8049.464254969578,342824.23041309364,225644.47888919344
1800,300,0,485241.7829770293,334788.29669774784
1800,400,0,629424.4959124698,435793.08006799093
1800,500,2523.2754126829077,853556.7770441642,573306.8326458237
1800,600,0,1068361.9941984683,671339.5857888875
1800,700,0,1230751.7044470452,793412.8788722655
1800,800,25102.009246876994,1421222.941910483,906382.1660389543
1800,900,33954.256184458485,1444388.0794900316,1004053.1471777752
1800,1000,36559.35814187228,1516369.3092059116,1108221.112192233
1800,100,0,151336.98346968985,102173.60471179827
1800,200,16627.012169992744,362205.49427052424,220491.58991812792
1800,300,0,540152.2207346882,344087.2711236232
1800,400,18252.044155714568,710948.0594958095,443116.7946940137
1800,500,0,910688.3152144501,574650.8137155002
1800,600,0,1024990.419562292,677443.3169731104
1800,700,14942.147222152369,1243520.0316766321,801880.3065324395
1800,800,0,1371676.9359399013,892523.5380698701
1800,900,0,1683109.6827012133,1029059.1764672647
1800,1000,27014.23337282847,1609891.3534625862,1122135.170450902
1800,100,0,173396.8167923378,103833.59519315504
1800,200,0,291248.968882273,217734.6986977027
1800,300,0,528656.5515093536,331030.3870305242
1800,400,0,706216.9806822948,443043.0258899793
1800,500,0,769161.245947968,540405.1740965839
1800,600,20342.517499960857,991106.3695630133,669758.7328295868
1800,700,6403.644461934891,1100280.6973047631,767066.11681642
1800,800,20603.576290302106,1358391.8707378698,892763.1292446778
1800,900,2278.3561142993794,1498438.976915587,989913.8241406332
1800,1000,0,1535764.140415465,1093219.7731190764
1800,100,0,211423.42162943791,117010.48790415529
1800,200,0,361274.04031227884,219257.69113925283
1800,300,0,506426.9033334197,334867.14037348673
1800,400,0,619220.89938135,430424.3314416546
1800,500,14299.59465890346,851181.3891117502,545244.0105860224
1800,600,16733.87363997866,1075604.0133527282,677307.0829691702
1800,700,31639.9723432066,1165554.7587108617,803745.2975157489
1800,800,1827.8137331893845,1295770.683234065,876517.2350537304
1800,900,0,1544706.253515374,1023640.6070853615
1800,1000,0,1674217.6690645278,1115835.6114203744
1800,100,16493.410061261962,242697.6455614556,112812.24847880162
1800,200,0,362097.06597376236,229010.95164527878
1800,300,0,473302.8557122179,327649.89935509587
1800,400,0,663980.4697517153,451670.1289088352
1800,500,0,776857.693234785,567069.9303364687
1800,600,0,1023900.4817038283,681166.7940732355
1800,700,0,1113485.439081999,765474.1092040545
1800,800,0,1392446.1195504726,894536.6426326574
1800,900,0,1485090.0265734,974467.7478831003
1800,1000,2610.9178373014815,1617205.7229443446,1108858.8311058402
1800,100,0,185558.53466935526,124867.97573063475
1800,200,12639.233033069142,321466.4229336071,232456.97938228297
1800,300,2426.24277260516,482729.83035222284,332660.7754688243
1800,400,0,639639.738560877,429948.1480168511
1800,500,0,856265.6253421324,540489.8585261028
1800,600,0,1004984.3965534992,662505.538245653
1800,700,0,1185728.183452924,794314.6431029596
1800,800,0,1405564.591569437,891904.6161801451
1800,900,0,1522633.0154218976,1016105.4382825535
1800,1000,22007.236255574833,1598372.4705925987,1125622.2980602102
1800,100,23816.88529063115,188031.14797930527,113899.98747870156
1800,200,29503.297848709444,404647.9320168311,219984.6311250151
1800,300,0,467451.1099801107,338126.73596855794
1800,400,0,663562.5087726517,467220.15104849305
1800,500,0,933873.235224801,564693.7411307642
1800,600,3666.0777854597336,1017900.6204046337,652873.4167117771
1800,700,0,1120914.2338156071,763329.254020622
1800,800,0,1388473.612186667,884241.1941192575
1800,900,0,1476186.9018156792,993283.628270203
1800,1000,0,1690126.229432482,1109259.6233958302
1800,100,0,155699.04638335787,113006.71787925145
1800,200,6926.522529908154,380969.2162523638,225826.132099947
1800,300,0,512125.71454810223,313582.355484891
1800,400,0,598552.245803829,424159.4425280963
1800,500,9369.953258317259,809116.4260012407,563853.7022608911
1800,600,0,965312.2653954044,657749.0947660302
1800,700,0,1130990.6842668252,758883.8093360404
1800,800,0,1167740.916948136,852304.9816695597
1800,900,8506.685929410665,1564941.990760114,972189.5733741928
1800,1000,0,1648624.1111900532,1125284.2438458574
1800,100,0,162452.54842974804,112835.32553082245
1800,200,9669.225374999061,364038.4449481503,227900.71595108625
1800,300,0,553367.2267672863,338413.5284599212
1800,400,15151.040945045932,636014.0122078778,432275.86209118366
1800,500,0,881622.5300853914,587989.8419357296
1800,600,0,1050668.5630099669,663020.8222470959
1800,700,0,1155460.4319686429,774364.8895593075
1800,800,0,1313163.8422609023,888856.6324654006
1800,900,7603.676429550943,1564275.5672675883,1012097.3542313147
1800,1000,8442.514381476776,1643857.4238454828,1114809.390429195
1800,100,0,167309.27082047358,105351.68061153474
1800,200,0,324955.4552925685,226978.63051094225
1800,300,0,578944.7851433959,332667.7917998385
1800,400,0,723811.4705806812,449447.16682685295
1800,500,0,847288.245909627,553637.8086608024
1800,600,22406.058263121093,1065692.6185437066,650511.8043392224
1800,700,21652.777819320247,1191342.4119803803,799311.5930133875
1800,800,16542.665960330974,1304592.9961159679,917647.2499821458
1800,900,25985.26268990189,1588737.3808112894,1026165.2312409105
1800,1000,0,1552111.869897593,1091534.1154799003
1800,100,0,160355.17861208232,103894.14952093131
1800,200,0,331742.4916850413,214884.32338041396
1800,300,22601.531158482845,562250.9867554972,336363.6663384549
1800,400,0,712901.6355650899,434715.02230331337
1800,500,0,751549.2339458585,533599.3970594057
1800,600,25310.611158213535,1052712.3512809454,682910.0775886987
1800,700,18673.09117960145,1138454.9442836149,769034.9230680801
1800,800,15136.359122949374,1264877.0343320712,889430.7530699933
1800,900,0,1478118.1004421446,997788.5786895336
1800,1000,0,1578319.323025072,1108239.820117347
1800,100,0,155199.9556306862,113190.20052866555
1800,200,0,306120.7490214631,220476.14365154167
1800,300,4827.800752818231,567113.5974048988,311113.35651148093
1800,400,0,716122.2115834787,454390.0930302393
1800,500,0,839658.5132498529,575256.431794776
1800,600,12414.476527051282,913814.7453243699,646306.1048300219
1800,700,0,1185877.7848975044,774513.2540499072
1800,800,3564.9166672357387,1391335.5281650084,908589.7643321553
1800,900,0,1389105.0981736192,986584.918101434
1800,1000,0,1519000.8987570503,1083731.5424749549
1800,100,0,187009.58123322847,101325.29675033431
1800,200,2009.8638681958926,356866.38013760134,235202.0370734585
1800,300,0,510019.00696968223,335528.32462360157
1800,400,0,676724.9081171704,452044.4532650741
1800,500,0,854418.1146816231,570908.0079278684
1800,600,0,935310.5277289106,662844.1944766256
1800,700,0,1141383.8718245467,768593.0828360701
1800,800,0,1196242.2275982627,868447.5657492816
1800,900,16464.131644505116,1533016.5676331616,978098.0183243396
1800,1000,8448.784218985362,1675965.783035271,1086433.620397671
1800,100,17849.597956397138,194293.80181973436,118058.48478666913
1800,200,0,300272.5433776167,212717.49727390573
1800,300,0,561936.2734858159,330283.8812690188
1800,400,0,699158.2103097946,442697.686441471
1800,500,0,804591.8736319166,525345.3423128696
1800,600,0,962429.0980528235,663813.1159504264
1800,700,0,1087176.7379596643,783815.3769954763
1800,800,0,1312287.875351564,896245.338058881
1800,900,0,1472284.6998938743,982944.1995300989
1800,1000,0,1552901.2807751098,1106510.537938027
1800,100,0,160094.58272498366,107571.1102538039
1800,200,0,327388.50269095507,222097.7291084622
1800,300,0,458494.8702590279,312407.78056612366
1800,400,0,763197.6607218233,443633.07997697406
1800,500,32857.23345622962,877068.8965982654,552093.66538061
1800,600,0,971239.5455205132,655052.5758472919
1800,700,14344.328810729436,1079679.4173649685,782453.7462699878
1800,800,7922.191384766442,1242978.1366655787,858175.2255581676
1800,900,13575.51100139484,1387433.428850745,986309.1434707437
1800,1000,17667.42893068063,1616532.8930802208,1086572.9081402877
1800,100,0,126269.14523245979,94756.68504983035
1800,200,24174.650074556503,337486.94214553153,225343.9039933612
1800,300,20400.54597156998,527891.6764482072,330773.59840065654
1800,400,33543.44712482383,703074.6902660915,451597.5550779855
1800,500,26919.787025233978,855274.3733238807,557123.2967815541
1800,600,22992.962385545998,1029562.0077998295,628805.6881764472
1800,700,0,1136877.3641695506,756328.93705193
1800,800,0,1308504.1859572101,916014.3612617935
1800,900,6285.353180467752,1418579.109974209,979483.6656880361
1800,1000,22643.135753609244,1706414.5416323114,1100553.2184800159
1800,100,0,166238.38817176546,110800.11653927993
1800,200,0,338334.31293790496,241539.02882422486
1800,300,0,535597.5664719914,336981.4067868306
1800,400,0,644822.9855056263,424721.50727032596
1800,500,0,872117.3427613023,566702.6862757672
1800,600,9134.483512033888,954837.2147438952,669677.9580435939
1800,700,0,1174264.7409100488,795928.3799307588
1800,800,10150.616492265728,1205066.7278437156,867174.2540307686
1800,900,0,1545922.3899230405,1022861.7605546694
1800,1000,16255.365793032304,1563048.761450083,1081464.0953045522
1800,100,0,182227.59778817138,110492.40770314306
1800,200,0,371663.95909575874,227565.73492917643
1800,300,0,501407.82269344165,341202.3364874764
1800,400,0,714195.2999905517,437108.35357573064
1800,500,10660.479050991462,852277.453238187,577503.9845962763
1800,600,0,1000625.6351749683,670174.949106527
1800,700,0,1100976.3796796827,748002.6445482511
1800,800,0,1273149.9313940178,918281.4874046297
1800,900,0,1561831.5149064928,1008464.6350000827
1800,1000,25542.51157395561,1577061.8476897967,1113672.026158936
1800,100,0,197734.65381228295,120714.65335383102
1800,200,4103.017778692871,331473.28555713367,215220.19938624155
1800,300,0,490181.46901003795,322570.5909223975
1800,400,8043.232110023832,650758.1153070636,434331.74440931855
1800,500,0,886049.1139492788,557582.6841341328
1800,600,28872.215227989218,941038.2833209258,656234.0824365598
1800,700,0,1137038.9743475341,758784.6762338087
1800,800,0,1245746.4657096094,877782.293052449
1800,900,0,1538800.379823639,998879.1491726214
1800,1000,0,1610199.136510832,1134544.4908252114
1800,100,0,196257.00447025037,117044.49301730387
1800,200,0,338421.3985290167,226649.15308143073
1800,300,19269.73304990752,514642.9384278526,343150.6215206806
1800,400,0,615824.5861692242,436477.72701801464
1800,500,9687.946208060033,875006.218563296,590525.4770585761
1800,600,19893.596443591337,991759.403513124,662255.7315753492
1800,700,0,1112768.4716937272,775778.367781398
1800,800,14838.9593631959,1352156.201318608,917882.6897678556
1800,900,0,1488002.6009356987,1007937.4554787178
1800,1000,0,1648105.1680280378,1111517.410933777
1900,100,0,156046.20206180448,106788.11993416882
1900,200,0,272070.8074978378,212459.5384466649
1900,300,0,473922.12085844314,330620.80676288164
1900,400,0,590671.7785900484,416068.08362533816
1900,500,0,879030.9379165298,537627.2966383325
1900,600,0,983403.1368363431,640067.87618103
1900,700,0,1145362.1705918845,750127.0788011146
1900,800,0,1290033.6020067614,859816.8620396103
1900,900,0,1348462.1631490146,947700.3308665234
1900,1000,18695.423855554774,1605812.1619049297,1077328.724609538
1900,100,25737.677330983726,205208.38594985177,104269.41755371496
1900,200,0,361447.1497927125,226026.3035036772
1900,300,8179.007973851711,505694.7394439511,313915.7202880368
1900,400,0,603981.4244832254,400675.0942532071
1900,500,0,778398.583848861,525527.6494956854
1900,600,0,1033121.3144279233,643760.0818337501
1900,700,21410.220575881605,1152089.2765582853,744212.3851130747
1900,800,0,1280486.1244871304,864549.8289879913
1900,900,0,1495421.9273077156,974500.5278154009
1900,1000,24667.07287224157,1663012.5268310555,1034397.2943473362
1900,100,36082.46036986055,207294.63709365448,107098.09899357043
1900,200,22831.72788653753,386531.34493636654,213778.46547933534
1900,300,0,532756.2816823967,332675.0460353573
1900,400,9550.973124732487,620220.9680067587,416199.7330700866
1900,500,0,752257.2830005372,514188.4592137955
1900,600,0,1044048.865684071,609525.0055537059
1900,700,8112.095969043639,1079553.7577134047,744576.6646253224
1900,800,0,1302049.5542276276,861680.7640618309
1900,900,15819.921569848226,1493301.9168932333,956722.9517103198
1900,1000,0,1620884.1866095082,1038744.1580158019
1900,100,0,189376.53346934955,107135.3681339404
1900,200,0,425679.6670871897,216247.5655121417
1900,300,0,507262.06459571683,313267.32003789954
1900,400,0,616239.0410184484,410915.5035770977
1900,500,23589.80282364846,936734.4502480428,548829.291317401
1900,600,18112.861338816158,1066121.1968028434,659844.3710632742
1900,700,0,1095538.2870008508,725268.892938894
1900,800,0,1211740.095034342,818609.8897306726
1900,900,14656.080053352634,1510513.316937442,954824.9799414949
1900,1000,0,1553216.4284854624,1017127.0810451743
1900,100,0,148750.84382969368,109907.28385259639
1900,200,22062.44154318267,334924.6335710537,187229.23108293384
1900,300,0,532326.1398712808,318586.3806173213
1900,400,13084.439411880534,697966.4476761832,437093.7950462507
1900,500,0,826443.4587540334,522602.33383560856
1900,600,0,981772.3370936211,660124.7435460263
1900,700,23205.25996809903,1152376.4198323681,757775.2188273746
1900,800,0,1253094.5704602874,826689.3931336951
1900,900,0,1448041.5609190532,937988.8325142625
1900,1000,0,1684043.0909466094,1061879.3164735278
1900,100,0,167158.26630678884,97093.24611077778
1900,200,0,312100.51606341416,203477.38210360424
1900,300,0,451877.1365220766,287603.0729893027
1900,400,0,657050.6446523665,431675.44038328825
1900,500,0,805353.4166168333,518495.0917179091
1900,600,2871.0919724820283,940906.2191975014,647389.4494381137
1900,700,13669.746158463591,1166316.3769905316,754432.7758564614
1900,800,28096.275331080433,1287925.8668243336,845863.70380953
1900,900,15199.994875421007,1411762.51600177,929594.2100097241
1900,1000,0,1603798.225966114,1060628.2224067082
1900,100,37041.09012644325,199026.20038285997,107195.34157767268
1900,200,0,290658.1082139332,207834.04332789904
1900,300,0,492088.39214637247,315091.160887015
1900,400,19607.352014001142,594629.4560299778,402321.74123116117
1900,500,22784.572097976026,842829.5400853792,543695.1127016209
1900,600,0,941246.9683136818,638289.5827520536
1900,700,0,1225639.4947106435,762661.5327787709
1900,800,0,1274660.0951713691,842413.901061735
1900,900,8337.180745463422,1383589.846540594,948034.8381907169
1900,1000,14830.124351183698,1567947.0541650997,1057668.979645059
1900,100,0,150034.56654063566,104669.50787479042
1900,200,0,368970.00813086017,228060.9628224906
1900,300,0,472485.359030553,319253.20863132
1900,400,0,649791.9526653055,408207.4787818443
1900,500,0,794587.278819965,538727.5562513076
1900,600,0,999487.4380987837,628666.225068538
1900,700,24009.78264768029,1065115.4825139204,691708.833450082
1900,800,0,1326098.8902798223,862817.7195438473
1900,900,0,1306163.179518751,922613.7360374767
1900,1000,7068.988403832054,1600639.311144683,1070913.9468047046
1900,100,0,172719.30770321732,99310.93457206564
1900,200,0,311570.3977108767,211109.0116489581
1900,300,0,479185.2057527952,318153.400753873
1900,400,0,615639.4890386662,420668.0887967952
1900,500,9671.70314981792,833230.0379040495,516682.723442517
1900,600,0,978068.834128842,638224.6376003628
1900,700,0,1069061.577670264,713377.4068929417
1900,800,0,1245605.7331769255,839775.7621248032
1900,900,0,1445805.8604834073,937226.8848870794
1900,1000,0,1687255.031915047,1084950.1669579365
1900,100,22617.33140783212,197118.13286338298,112255.12865627505
1900,200,0,377443.3166236598,223896.2385204407
1900,300,0,480198.89400300593,325652.24420992774
1900,400,23063.356209222336,687882.2467532267,439429.1535368208
1900,500,32135.209885061613,959598.2073297775,529811.5463128575
1900,600,0,872113.7426046159,613223.0139909971
1900,700,0,1057667.3650907956,724193.7029752844
1900,800,22154.537646158256,1203561.9412350368,850563.9978836656
1900,900,0,1424645.301802377,958124.7690574088
1900,1000,4661.635067240016,1434269.5067033598,1006750.9020889185
1900,100,0,136658.00827569858,112538.95272462278
1900,200,8049.464254969578,346177.0290234821,213768.45368449905
1900,300,0,472851.9691414406,317167.8600294453
1900,400,0,625618.3839442865,412856.60216967564
1900,500,2523.2754126829077,793418.3933378215,543132.7888223593
1900,600,0,1033942.9662919907,636005.923378946
1900,700,0,1206021.4381897291,751654.3063000409
1900,800,25102.009246876994,1391582.5014485193,858677.8415105882
1900,900,33954.256184458485,1441205.0374705552,951208.2446947343
1900,1000,36559.35814187228,1517343.0847002082,1049893.6852347471
1900,100,0,142397.12473018863,96796.04656907204
1900,200,16627.012169992744,372021.3710992943,208886.76939612118
1900,300,0,533247.1816712895,325977.4147486956
1900,400,18252.044155714568,695821.185141878,419794.8581311709
1900,500,0,860962.163180527,544406.0340462633
1900,600,0,988872.0384300707,641788.405553473
1900,700,14942.147222152369,1216153.5713816003,759676.0798728374
1900,800,0,1274425.4419350706,845548.6150135611
1900,900,0,1632957.276337439,974898.1671795138
1900,1000,27014.23337282847,1572762.7463689307,1063075.4246376967
1900,100,0,171928.12606863378,98368.6691303574
1900,200,0,292689.9768511189,206274.97771361307
1900,300,0,540389.5827526763,313607.73508154927
1900,400,0,663250.7671303552,419724.9718957699
1900,500,14743.968226042936,741187.7211595649,511962.7965125531
1900,600,20342.517499960857,986319.0524768179,634508.2732069769
1900,700,6403.644461934891,1086220.985506834,726694.2159313452
1900,800,20603.576290302106,1313458.1360851666,845775.596126537
1900,900,2278.3561142993794,1495166.1900408939,937813.0965542841
1900,1000,0,1470183.8253834809,1035681.8903233355
1900,100,0,193669.19639455972,110852.04117235764
1900,200,0,355940.16974029184,207717.8126582395
1900,300,0,490188.25779604714,317242.55403804005
1900,400,0,614458.6498414482,407770.41926051484
1900,500,14299.59465890346,784488.3315793083,516546.9573972844
1900,600,16733.87363997866,1053187.3399667318,641659.3417602665
1900,700,31639.9723432066,1170008.6269990546,761442.9134359726
1900,800,1827.8137331893845,1247310.8874287838,830384.748998271
1900,900,0,1469591.3343386282,969764.7856598161
1900,1000,0,1637101.859504507,1057107.4213456179
1900,100,16493.410061261962,213551.01112522202,106874.76171675943
1900,200,0,357734.7842026148,216957.7436639483
1900,300,0,463473.5130151263,310405.1678100908
1900,400,0,645350.3641090335,427898.0168610017
1900,500,0,809186.6825671674,537224.1445292862
1900,600,0,1023538.4672494134,645315.9101746441
1900,700,0,1125691.0855350224,725185.9981933146
1900,800,15466.942854888699,1347958.5117881985,847455.7667046228
1900,900,0,1468080.0453476512,923179.9716787265
1900,1000,2610.9178373014815,1607995.269265837,1050497.8399950063
1900,100,0,152387.98182158903,118295.97700796976
1900,200,12639.233033069142,338433.9608319398,220222.40152005755
1900,300,2426.24277260516,481525.49719639693,315152.3136020441
1900,400,0,601488.7789235036,407319.29812122736
1900,500,0,828404.4040202986,512043.02386683435
1900,600,0,970218.5407141354,627636.8257064081
1900,700,0,1140148.513468158,752508.6092554354
1900,800,0,1443766.8990107388,844962.2679601375
1900,900,0,1451738.751263892,962626.2046887348
1900,1000,22007.236255574833,1503019.1937166476,1066379.019214936
1900,100,23816.88529063115,175235.74141872572,107905.251295612
1900,200,29503.297848709444,368014.0955325026,208406.49264475112
1900,300,0,461995.6792263257,320330.59197021276
1900,400,0,661074.205111629,442629.6167827829
1900,500,0,903718.2702479699,534973.0179133556
1900,600,3666.0777854597336,967452.0403597936,618511.657937473
1900,700,0,1071149.9028366571,723154.0301247998
1900,800,0,1295080.119424034,837702.1839024544
1900,900,7720.935152591603,1424599.148353157,941005.5425717713
1900,1000,0,1662682.7025638944,1050877.5379539444
1900,100,0,148914.9684856829,107058.99588560662
1900,200,6926.522529908154,380068.25417833816,213940.54619994978
1900,300,0,473185.17993558,297078.0209856862
1900,400,0,583905.399223518,401835.26134240703
1900,500,9369.953258317259,774483.5479318901,534177.191615581
1900,600,0,928608.7534520734,623130.7213572918
1900,700,0,1066237.0057967384,718942.5562130909
1900,800,0,1117939.416103729,807446.824739583
1900,900,8506.685929410665,1490873.2478666243,921021.7010913406
1900,1000,0,1637557.4902417923,1066058.7573276544
1900,100,0,155937.2580518158,106896.62418709495
1900,200,9669.225374999061,367964.71456860425,215905.94142734486
1900,300,0,516336.7633650438,320602.29011992534
1900,400,15151.040945045932,626744.1038809613,409524.5009284898
1900,500,0,844691.3856976662,557043.0081496387
1900,600,0,1034633.0700013544,628124.9894972488
1900,700,0,1207831.9750122176,733608.8427403966
1900,800,0,1256675.909967783,842074.7044409058
1900,900,7603.676429550943,1474667.445297347,958829.0724296666
1900,1000,8442.514381476776,1547973.358309775,1056135.2119855531
1900,100,0,177348.18059869992,99806.85531619082
1900,200,0,325347.9098590603,215032.38679984002
1900,300,0,563770.4463350239,315158.96065247856
1900,400,0,659990.4441341189,425792.0527833344
1900,500,0,834693.6103554366,524498.9766260234
1900,600,22406.058263121093,1015637.1898102191,616274.3409529475
1900,700,21652.777819320247,1201362.8494018915,757242.5618021566
1900,800,16542.665960330974,1272641.121817801,869350.0262988751
1900,900,25985.26268990189,1514751.9835321167,972156.5348598099
1900,1000,3074.07010515954,1506417.5114874148,1034084.951507274
1900,100,0,158762.49990353416,98426.03638825071
1900,200,0,343382.79086279066,203574.62214986584
1900,300,22601.531158482845,569678.1905173594,318660.3154785362
1900,400,0,687321.6811086265,411835.2842873495
1900,500,0,748133.7134725947,505515.21826680534
1900,600,25310.611158213535,1004990.9805719411,646967.4419261357
1900,700,18673.09117960145,1076897.6243387377,728559.4008013391
1900,800,15136.359122949374,1237037.601811813,842618.6081715727
1900,900,0,1449818.1540937368,945273.3903374529
1900,1000,0,1512412.914313354,1049911.4085322234
1900,100,0,146239.03703279814,107232.82155347262
1900,200,0,300831.9725667169,208872.13609093422
1900,300,4827.800752818231,548149.9955470238,294738.96932666615
1900,400,0,672902.9158518671,430474.8249760162
1900,500,8837.46081899212,838012.3542943636,544979.7774897878
1900,600,12414.476527051282,882593.5890775182,612289.9940494944
1900,700,0,1123312.7183497527,733749.3985735964
1900,800,3564.9166672357387,1310642.1935774086,860769.2504199367
1900,900,0,1330386.3380031588,934659.3960960954
1900,1000,0,1479575.1191166926,1026693.0402394308
1900,100,0,182689.6407229077,95992.38639505355
1900,200,2009.8638681958926,346414.7716332273,222822.9824906449
1900,300,0,474187.76110497164,317868.93911709625
1900,400,0,732668.4635111499,428252.63993533334
1900,500,0,826600.7829608889,540860.218036928
1900,600,0,982364.5203088814,627957.6579252243
1900,700,0,1158144.733754555,728140.8153183821
1900,800,0,1207867.4641062885,822739.7991308983
1900,900,16464.131644505116,1467654.9069867448,926619.1752546376
1900,1000,8448.784218985362,1615586.6179366687,1029252.9035346354
1900,100,17849.597956397138,169530.6428076917,111844.88032421286
1900,200,0,291320.8232104958,201521.83952264755
1900,300,0,517688.69423458294,312900.51909696514
1900,400,0,673186.5609160624,419397.80820770934
1900,500,0,777866.4957477421,497695.58745429746
1900,600,0,915118.2978763921,628875.5835319828
1900,700,0,1084677.7190227173,742561.9361009776
1900,800,0,1248848.8961156695,849074.5307926241
1900,900,0,1383054.3366216656,931210.2942916728
1900,1000,0,1468675.2086473077,1048273.1412044467
1900,100,0,155540.5885251671,101909.47287202474
1900,200,0,313790.0932923095,210408.37494485892
1900,300,0,475554.2900936808,295965.26579948555
1900,400,0,708331.8618238829,420283.9705045017
1900,500,32857.23345622962,822631.185392832,523036.10404478846
1900,600,0,916899.2570904788,620576.1244869081
1900,700,14344.328810729436,1065694.0728966706,741271.9701505147
1900,800,7922.191384766442,1214539.9644645003,813008.1084235272
1900,900,13575.51100139484,1345528.0063421698,934398.1359196518
1900,1000,17667.42893068063,1579504.2871627572,1029384.8603434304
1900,100,0,119297.47128967947,89769.49109983929
1900,200,24174.650074556503,359636.55752889963,213483.6985200264
1900,300,20400.54597156998,540145.7274908691,313364.4616427272
1900,400,33543.44712482383,698018.1265644795,427829.26270545996
1900,500,26919.787025233978,808257.4097207506,527801.0180035776
1900,600,22992.962385545998,1030549.6239903333,595710.6519566341
1900,700,0,1065299.7815528058,716522.1508913022
1900,800,0,1262931.462864934,867803.0790901202
1900,900,6285.353180467752,1426748.4412512495,927931.8938097184
1900,1000,22643.135753609244,1625510.6983785692,1042629.3648758045
1900,100,0,161664.10480352156,104968.5314582652
1900,200,0,333290.8282016451,228826.44835979198
1900,300,0,507516.7687472716,319245.5432717342
1900,400,0,615843.145838151,402367.74372978247
1900,500,0,801264.1711347864,536876.2291033585
1900,600,9134.483512033888,917638.6555307012,634431.74972551
1900,700,0,1102554.2303311494,754037.4125659821
1900,800,10150.616492265728,1167149.1284706364,821533.5038186229
1900,900,0,1523013.035685062,969026.9310517921
1900,1000,16255.365793032304,1567791.9209701081,1024544.9323937864
1900,100,0,181685.17448850468,104677.01782403026
1900,200,0,358726.0547026304,215588.5909855356
1900,300,0,493691.8149772781,323244.31877760927
1900,400,0,698896.5357954219,414102.6507559554
1900,500,10660.479050991462,849249.3099849425,547109.0380385775
1900,600,0,970027.9558751959,634902.5833640782
1900,700,10797.923722291496,1077277.5403117188,708634.0843088694
1900,800,0,1245470.2235958911,869950.882804386
1900,900,0,1503521.8153993213,955387.5489474467
1900,1000,25542.51157395561,1497619.9599786089,1055057.7089926763
1900,100,0,218611.32025466269,114361.25054573466
1900,200,4103.017778692871,323622.9278741416,203892.8204711762
1900,300,0,476677.1870153719,305593.1914001661
1900,400,8043.232110023832,616474.0385599289,411472.17891409126
1900,500,0,839138.395451359,528236.2270744416
1900,600,28872.215227989218,933410.1400931033,621695.4465188462
1900,700,0,1105770.108834039,718848.6406425557
