P,n,Paper,Min Time,Time opt
100,1000,0,20046096.470860887,20046096.47086085
100,100,0,2172863.7603689586,2172863.7603689586
100,200,0,3873963.5889523504,3873963.588952348
100,300,0,5806270.636603152,5806270.636603155
100,400,0,7817971.399367737,7817971.399367734
100,500,0,10036488.314414395,10036488.314414393
100,600,0,11812213.48385808,11812213.483858077
100,700,0,13658124.172208572,13658124.172208557
100,800,0,15800081.27494406,15800081.274944082
100,900,0,17979824.685107194,17979824.685107186
100,1000,0,20421800.834853813,20421800.834853806
100,100,0,2106800.8743114695,2106800.87431147
100,200,0,4079684.7554657506,4079684.755465753
100,300,0,6176711.187372253,6176711.1873722505
100,400,0,7856599.086324272,7856599.086324263
100,500,0,10629458.58705438,10629458.587054368
100,600,0,11920603.168356286,11920603.168356284
100,700,0,13964010.620065156,13964010.620065164
100,800,0,16521888.41582139,16521888.4158214
100,900,0,18142874.198616937,18142874.19861692
100,1000,0,20007313.39680799,20007313.396807987
200,100,0,1025215.9451056283,1014487.1393746038
200,200,0,2023855.8499795941,2018365.6152433166
200,300,0,3186201.3555993903,3140897.664247376
200,400,0,3975616.416267132,3952646.7944407123
200,500,0,5163874.915286068,5107459.31806416
200,600,0,6124762.532992428,6080644.823719784
200,700,0,7202037.298273295,7126207.248610589
200,800,0,8251726.431243704,8168260.189376298
200,900,0,9047423.906899318,9003153.143231973
200,1000,0,10313243.519546816,10234622.88379061
200,100,0,1020213.1882779831,990559.4667602922
200,200,0,2171884.400298013,2147249.8832849334
200,300,0,3019869.4670129754,2982199.34273635
200,400,0,3831634.5585981794,3806413.395405467
200,500,0,5048181.901705074,4992512.670209011
200,600,0,6177834.80710056,6115720.777420626
200,700,0,7152082.925049243,7070017.65857421
200,800,0,8296000.031932433,8213223.37538592
200,900,0,9337281.176500872,9257755.014246307
200,1000,0,9984623.61500614,9826774.296299694
200,100,0,1039707.8625442225,1017431.9404389191
200,200,0,2066379.0070184283,2030895.4220536863
200,300,0,3188464.075716273,3160412.937335894
200,400,0,3991934.3177280137,3953897.464165822
200,500,0,4925259.018864901,4884790.362531057
200,600,0,5869102.956302022,5790487.552760205
200,700,0,7136042.290103928,7073478.313940563
200,800,0,8247703.071352951,8185967.258587394
200,900,0,9183455.365186226,9088868.041248038
200,1000,0,9995221.916034518,9868069.501150118
200,100,0,1039419.3832380223,1017785.9972724338
200,200,0,2112330.10699685,2054351.8723653462
200,300,0,3014555.25659997,2976039.5403600456
200,400,0,3924999.422535212,3903697.2839824287
200,500,0,5285778.54582854,5213878.267515309
200,600,0,6376944.850307254,6268521.525101105
200,700,0,6946873.273667817,6890054.482919493
200,800,0,7845776.706170324,7776793.95244139
200,900,0,9186537.567785153,9070837.3094442
200,1000,0,9792699.852244731,9662707.269929156
200,100,0,1045505.9972378192,1044119.1965996657
200,200,0,1813924.779636968,1778677.6952878714
200,300,0,3066957.6252306523,3026570.615864552
200,400,0,4207359.125093339,4152391.0529393815
200,500,0,4999904.754920539,4964722.171438281
200,600,0,6303811.040007994,6271185.063687249
200,700,0,7275734.418451001,7198864.578860058
200,800,0,7921286.837322139,7853549.234770103
200,900,0,8992001.071007704,8910893.908885494
200,1000,0,10218956.639498645,10087853.506498514
200,100,0,938071.1030329628,922385.8380523889
200,200,0,1946463.6966316872,1933035.1299842403
200,300,0,2768085.04228646,2732229.1933983755
200,400,0,4124116.393145309,4100916.683641238
200,500,0,4962861.11962838,4925703.371320136
200,600,0,6194555.121200032,6150199.769662079
200,700,0,7212462.665522061,7167111.370636383
200,800,0,8133271.926653144,8035705.186190534
200,900,0,8926403.933855504,8831144.995092379
200,1000,0,10161551.230323382,10075968.112863727
200,100,0,1037835.8242406141,1018355.7449878906
200,200,0,1980843.8038623428,1974423.4116150409
200,300,0,3005343.970638746,2993366.0284266425
200,400,0,3857239.723873099,3822056.541696031
200,500,0,5210324.77249269,5165103.570665399
200,600,0,6095028.813532958,6063751.036144509
200,700,0,7309588.173722194,7245284.561398324
200,800,0,8101809.261705083,8002932.060086483
200,900,0,9082524.835941087,9006330.96281181
200,1000,0,10140735.95691864,10047855.30662806
200,100,0,994447.0011055408,994360.324810509
200,200,0,2201380.398699735,2166579.146813661
200,300,0,3052898.6326301033,3032905.48199754
200,400,0,3915981.6343225474,3877971.048427521
200,500,0,5162644.296603689,5117911.784387422
200,600,0,6064231.262766744,5972329.13815111
200,700,0,6637532.109757218,6571233.917775779
200,800,0,8292075.205594409,8196768.335666549
200,900,0,8826431.101148937,8764830.492356028
200,1000,0,10249949.730281744,10173682.494644694
200,100,0,949031.0021073674,943453.8784346236
200,200,0,2014076.9105577206,2005535.610665102
200,300,0,3038126.260915982,3022457.3071617936
200,400,0,4036545.767968851,3996346.843569554
200,500,0,4958987.305507326,4908485.872703912
200,600,0,6123144.025288042,6063134.0572034465
200,700,0,6839138.586998801,6777085.365482945
200,800,0,8039867.651697092,7977869.7401856305
200,900,0,9015927.106803415,8903655.406427253
200,1000,0,10417912.07573059,10307026.586100396
200,100,0,1095932.9029771301,1066423.722234613
200,200,0,2159492.1983639887,2127014.2659441866
200,300,0,3107638.724464601,3093696.3199943136
200,400,0,4206109.503038372,4174576.9585997975
200,500,0,5156835.516338656,5033209.689972146
200,600,0,5854585.811677906,5825618.632914472
200,700,0,6934279.340879942,6879840.178265202
200,800,0,8134611.31085553,8080357.979894822
200,900,0,9180109.57219882,9102185.306045383
200,1000,0,9613355.406745203,9564133.569844726
200,100,0,1069120.0508839167,1069120.0508839164
200,200,0,2047343.623562431,2030800.310002741
200,300,0,3029446.4991736636,3013094.6702797306
200,400,0,3946982.79388016,3922137.7206119187
200,500,0,5203776.393514608,5159761.493812413
200,600,0,6110902.800868011,6042056.272099988
200,700,0,7265721.903865768,7140715.909850389
200,800,0,8262660.916143585,8157439.494350588
200,900,0,9165757.177193647,9036478.324599976
200,1000,0,10087877.751931645,9973990.009730099
200,100,0,920392.3597990712,919562.4424061844
200,200,0,2017264.5893564858,1984424.3092631514
200,300,0,3136489.889829123,3096785.4401126085
200,400,0,4043085.759600347,3988051.1522461236
200,500,0,5248630.677680389,5171857.323439503
200,600,0,6160020.12408393,6096989.852757994
200,700,0,7308396.17329149,7216922.758791956
200,800,0,8117973.726938253,8032711.842628831
200,900,0,9367647.044210862,9261532.588205382
200,1000,0,10221472.302394172,10099216.534058118
200,100,0,954426.1613996326,934502.3567383954
200,200,0,1959612.2882793224,1959612.288279324
200,300,0,3020752.884295637,2979273.483274718
200,400,0,4036976.2992984504,3987387.233009814
200,500,0,4885093.34517461,4863646.566869255
200,600,0,6099275.220596679,6027828.595466281
200,700,0,6943016.927684352,6903595.05134778
200,800,0,8098401.774458234,8034868.163202101
200,900,0,9020355.990395134,8909224.417265698
200,1000,0,9894506.13011329,9838977.958071686
200,100,0,1070964.8039598218,1053094.3911373976
200,200,0,1997159.7712850117,1973319.2202532752
200,300,0,3042974.415128179,3013804.263361381
200,400,0,3890941.9191101133,3873818.982974891
200,500,0,4952551.833727721,4907196.095274202
200,600,0,6179212.765489291,6095763.7467225315
200,700,0,7320084.555760272,7233707.67764174
200,800,0,7963428.332097725,7888655.115483574
200,900,0,9303659.296453234,9212765.463768253
200,1000,0,10213080.454120986,10042520.50278337
200,100,0,1038660.3598548395,1015310.2363092145
200,200,0,2076644.265857977,2061098.5648075088
200,300,0,2965590.669757291,2948849.094195863
200,400,0,4087674.2042169664,4065031.1601795168
200,500,0,5133488.866228856,5103629.373028219
200,600,0,6213280.155223105,6130501.146659119
200,700,0,6967118.07662059,6889266.98283649
200,800,0,8142444.2520256555,8050829.783693917
200,900,0,8860793.55554905,8770209.730947902
200,1000,0,10085116.42571015,9979729.47995256
200,100,0,1123811.7815757126,1123811.7815757126
200,200,0,2097774.2770034624,2092112.8144405466
200,300,0,3018500.1768037276,2993946.979219419
200,400,0,3891968.969274005,3869533.3321516598
200,500,0,4923242.626887218,4864408.726734926
200,600,0,6019443.274544618,5962549.844210879
200,700,0,7224521.139434367,7148831.787926637
200,800,0,8140559.190743977,8027141.545621306
200,900,0,9260232.505468898,9144948.944542982
200,1000,0,10240454.986605892,10130600.682541892
200,100,0,1034623.4506034005,1025099.887308314
200,200,0,2013310.1082096267,1979861.6801251357
200,300,0,3057268.7779471,3043140.623717022
200,400,0,4233063.362319707,4204981.3594364375
200,500,0,5165811.709441288,5082243.670176879
200,600,0,5951644.562687483,5875860.750405993
200,700,0,6920709.37779768,6869963.286185598
200,800,0,8060476.709422477,7958170.747073318
200,900,0,9039507.009742472,8939552.654431827
200,1000,0,10101454.55107,9983336.610562472
200,100,0,1023346.095822706,1017060.4609132629
200,200,0,2075256.9336805602,2032435.188899523
200,300,0,2863366.1948173516,2822241.199364019
200,400,0,3840041.9966191216,3817434.9827528666
200,500,0,5097762.125625138,5074683.320348021
200,600,0,5965818.435761739,5919741.852894272
200,700,0,6882452.413396974,6829954.284024363
200,800,0,7694984.236604376,7670744.835026038
200,900,0,8880342.484077966,8749706.160367735
200,1000,0,10214370.809228774,10127558.194612717
200,100,0,1023783.127336827,1015517.929777402
200,200,0,2071919.7651375516,2051106.4435597765
200,300,0,3098950.038590582,3045721.756139291
200,400,0,3932042.835975222,3890482.758820653
200,500,0,5333553.896727369,5291908.5774215665
200,600,0,6037340.887169374,5967187.400223863
200,700,0,7050889.588917617,6969284.006033767
200,800,0,8086079.212948871,7999709.692188605
200,900,0,9216566.492609479,9108876.188081833
200,1000,0,10141528.969610203,10033284.513862755
200,100,0,963369.0453324211,948165.1255038127
200,200,0,2056683.4948650477,2042807.67459848
200,300,0,3045294.8208008246,2994010.1261985465
200,400,0,4080068.8667730987,4045024.5014416766
200,500,0,5022361.540409584,4982740.277947222
200,600,0,5977234.723700639,5854606.239053002
200,700,0,7282649.543449571,7193804.337120487
200,800,0,8335577.837640012,8258825.249839313
200,900,0,9377826.40682777,9235487.081168193
200,1000,0,9903120.741584122,9823807.039319104
200,100,0,935047.3456883815,935047.3456883818
200,200,0,1949750.6749254824,1933958.9104237258
200,300,0,3079042.6249410366,3027272.9970460944
200,400,0,3948312.2788966335,3912435.20072982
200,500,0,4835184.883932444,4802394.573534652
200,600,0,6229582.031920426,6146190.6982982885
200,700,0,6996579.797333246,6921314.307612721
200,800,0,8056489.874239019,8004876.777629942
200,900,0,9106693.63902341,8980097.208205802
200,1000,0,10037671.358015317,9974158.381056122
200,100,0,1018750.2413584562,1018711.80475799
200,200,0,1984285.2928638754,1984285.292863875
200,300,0,2854177.7241007322,2800020.2086033286
200,400,0,4142355.9781271988,4089510.8372721537
200,500,0,5217822.759962735,5177307.886152984
200,600,0,5855208.468205711,5816754.943470197
200,700,0,7016397.632794576,6970619.286449165
200,800,0,8249021.776869229,8177307.8789893985
200,900,0,8925848.67547863,8879264.262912907
200,1000,0,9795810.89998581,9753583.882274592
200,100,0,935983.7501737857,911927.6707530087
200,200,0,2135713.25928729,2116818.3336611264
200,300,0,3034258.626104827,3019754.921612414
200,400,0,4119726.2685778756,4068400.0793856666
200,500,0,5183595.585133622,5138172.071350816
200,600,0,6017415.492081149,5965597.750289631
200,700,0,7014959.4940425735,6917337.745524631
200,800,0,7869428.98207762,7816028.0917435335
200,900,0,8941346.846939668,8802882.164919056
200,1000,0,9904008.804226192,9777902.583579037
200,100,0,1071541.9987600755,1062526.3630800222
200,200,0,1915341.2023962224,1914457.4754651517
200,300,0,3023795.02189423,2972554.931421169
200,400,0,4043672.96873545,3984279.1779732388
200,500,0,4770608.668366438,4728108.080815826
200,600,0,6000999.383192466,5974318.043553838
200,700,0,7100529.270304991,7054338.392959287
200,800,0,8132568.476714105,8066208.0425299285
200,900,0,8925746.227813004,8846497.795770891
200,1000,0,10041903.982794683,9958594.841442242
200,100,0,982568.2614136214,968139.9922842351
200,200,0,2012029.568237727,1998879.56197616
200,300,0,2844022.5144031653,2811670.025095113
200,400,0,4044568.4804662564,3992697.7197927665
200,500,0,5045347.181768955,4968842.98842549
200,600,0,5936826.195416625,5895473.182625627
200,700,0,7081205.519716456,7042083.71642989
200,800,0,7792585.298094164,7723577.030023508
200,900,0,8909938.434566405,8876782.291236693
200,1000,0,9894619.99950571,9779156.173262589
200,100,0,855546.0159007537,852810.1654484733
200,200,0,2040776.366884462,2028095.1359402507
200,300,0,3017080.3124475847,2976962.3856059085
200,400,0,4124192.9696781132,4064377.99570187
200,500,0,5079167.759366693,5014109.671033988
200,600,0,5746592.264404787,5659251.193588024
200,700,0,6839621.032943513,6806960.43346737
200,800,0,8337685.861038917,8244129.251356142
200,900,0,8926228.830321182,8815352.991192326
200,1000,0,10034515.297684506,9904978.966320142
200,100,0,1004404.3021730208,997201.0488535194
200,200,0,2181257.291419705,2173851.2594180238
200,300,0,3055254.863550102,3032832.661081475
200,400,0,3854188.504301113,3822493.5654329336
200,500,0,5163732.544379444,5100324.176481905
200,600,0,6065042.20575801,6027101.622392345
200,700,0,7229732.221570952,7163355.41937683
200,800,0,7844877.931426175,7804568.286276918
200,900,0,9293282.50863289,9205755.844992025
200,1000,0,9852246.982669294,9733176.85774097
200,100,0,1001025.8910155974,994431.6693282876
200,200,0,2080888.0914946669,2048091.614362588
200,300,0,3085494.175319429,3070821.0283872876
200,400,0,3978702.8706927816,3933975.182181576
200,500,0,5252362.518831404,5197535.861366486
200,600,0,6085475.250296221,6031574.541958744
200,700,0,6802597.752704686,6732023.800934261
200,800,0,8319608.298409988,8264533.386641667
200,900,0,9196448.10692715,9076181.715000743
200,1000,0,10103520.545636903,10023048.235430425
200,100,0,1102870.7344239142,1086431.8801844793
200,200,0,1965213.0638422365,1936981.794476174
200,300,0,2916240.0878365883,2903135.3183015776
200,400,0,3935593.7361355624,3908985.699683867
200,500,0,5071822.154694082,5018244.157207197
200,600,0,5945843.328646086,5906106.741929038
200,700,0,6895181.645858341,6829062.086104278
200,800,0,7967670.368380584,7900040.637472041
200,900,0,9139919.108112454,8989912.342553593
200,1000,0,10307628.372549744,10210900.417426903
200,100,0,1064226.6886132974,1053400.437155735
200,200,0,2070100.0476627606,2039842.3777328765
200,300,0,3113098.4576806123,3088355.5936861252
200,400,0,3951123.4941724217,3928299.5431621317
200,500,0,5369938.424263526,5314729.293527184
200,600,0,6031624.630847371,5960301.584178142
200,700,0,7019750.916176879,6982005.310032582
200,800,0,8325643.304063881,8260944.2079107
200,900,0,9158835.339326957,9071437.09930846
200,1000,0,10096518.28857884,10003656.698403994
300,100,0,692134.7208722328,676324.7595830691
300,200,0,1358888.6619952223,1345577.0768288777
300,300,0,2166299.0155325877,2093931.776164917
300,400,0,2701397.1208933834,2635097.862960475
300,500,0,3529964.0829161713,3404972.8787094397
300,600,0,4156030.2213099217,4053763.2158131893
300,700,0,4886609.084650114,4750804.832407059
300,800,0,5625116.877883202,5445506.792917532
300,900,0,6125064.820572029,6002102.095487982
300,1000,0,7026313.635327221,6823081.922527074
300,100,0,698726.1811459609,660372.9778401948
300,200,0,1477274.3043509838,1431499.9221899556
300,300,0,2060911.0062749712,1988132.8951575665
300,400,0,2594713.4157753433,2537608.9302703114
300,500,0,3437392.5521183927,3328341.7801393406
300,600,0,4233676.354549436,4077147.1849470837
300,700,0,4859591.696175912,4713345.105716139
300,800,0,5659028.438300756,5475482.250257278
300,900,0,6358637.529953887,6171836.676164205
300,1000,0,6839558.269093265,6551182.864199796
300,100,0,718528.3526304454,678287.9602926127
