P,n,Paper,Min Time,Time opt
1100,800,0,1766620.7323117605,1436371.0249949165
1100,900,0,2168861.117923725,1634529.516827926
1100,1000,0,2307435.5208176123,1856527.3486230734
1100,100,0,252246.78310399686,191527.35221013363
1100,200,0,472538.4886159141,370880.43231506844
1100,300,0,744198.4834093187,561519.1988520228
1100,400,0,869971.4144836462,714236.280574933
1100,500,0,1223901.6087498344,966314.4170049425
1100,600,0,1385609.363611937,1083691.1971232987
1100,700,0,1577353.411158502,1269455.510915015
1100,800,0,1832720.4537755435,1501989.8559837637
1100,900,0,2088268.5627729786,1649352.1998742654
1100,1000,0,2326093.4434617115,1818846.6724370897
1200,100,0,212330.2989362285,169081.18989576728
1200,200,0,392610.9646109354,336394.2692072194
1200,300,0,677583.6169086612,523482.94404122926
1200,400,0,855233.2812595633,658774.4657401188
1200,500,0,1087169.9945724572,851243.2196773599
1200,600,0,1295545.8052662392,1013440.8039532973
1200,700,0,1539401.348818222,1187701.2081017648
1200,800,0,1773633.987977808,1361376.698229383
1200,900,0,1860086.1669426735,1500525.5238719955
1200,1000,0,2199917.9216706753,1705770.4806317685
1200,100,0,241185.0405724694,165093.24446004868
1200,200,0,483064.2159798195,357874.9805474889
1200,300,0,646838.7779424302,497033.22378939163
1200,400,0,826706.1847766815,634402.2325675779
1200,500,0,1090037.201159295,832085.4450348351
1200,600,0,1356927.401006929,1019286.7962367709
1200,700,0,1508876.2631096367,1178336.2764290348
1200,800,0,1765250.893988666,1368870.5625643195
1200,900,0,1968648.084868464,1542959.1690410513
1200,1000,0,2263301.8500586827,1637795.716049949
1200,100,0,270497.2316065777,169571.99007315317
1200,200,0,481687.7469951247,338482.57034228096
1200,300,0,693757.5126669897,526735.4895559824
1200,400,0,837097.9881498615,658982.9106943037
1200,500,0,1041767.9722946126,814131.7270885095
1200,600,0,1372447.2695344817,965081.2587933675
1200,700,0,1534705.6520043623,1178913.0523234273
1200,800,0,1713820.1793902009,1364327.8764312323
1200,900,0,1981591.431638686,1514811.3402080066
1200,1000,0,2234413.76194363,1644678.2501916864
1200,100,0,250836.13430119283,169630.99954540562
1200,200,0,529079.0742681426,342391.9787275577
1200,300,0,672862.1561702186,496006.5900600076
1200,400,0,847881.4146700543,650616.2139970714
1200,500,0,1264766.484535586,868979.7112525515
1200,600,0,1469392.578480476,1044753.5875168508
1200,700,0,1459697.2201995612,1148342.4138199154
1200,800,0,1719658.2527583234,1296132.3254068983
1200,900,0,2041968.4901618855,1511806.2182407002
1200,1000,0,2153449.417523905,1610451.2116548591
1200,100,0,210166.13938980323,174019.86609994428
1200,200,0,432864.6130169539,296446.28254797857
1200,300,0,683294.3315833849,504428.43597742537
1200,400,0,920811.9025336541,692065.1754898969
1200,500,0,1130737.5455852884,827453.6952397135
1200,600,0,1353802.8237185532,1045197.5106145416
1200,700,0,1536897.6838957504,1199810.7631433432
1200,800,0,1724149.3383754198,1308924.872461684
1200,900,0,1888452.1898846978,1485148.984814249
1200,1000,0,2300587.592576252,1681308.9177497523
1200,100,0,216616.1875678674,153730.97300873147
1200,200,0,418354.69112968934,322172.52166404005
1200,300,0,611765.8916901763,455371.5322330626
1200,400,0,852037.1463299149,683486.1139402064
1200,500,0,1074774.1330182645,820950.5618866894
1200,600,0,1265728.9581115905,1025033.2949436799
1200,700,0,1550840.1291468996,1194518.5617727304
1200,800,0,1760463.884869472,1339284.1976984225
1200,900,0,1904467.8182904471,1471857.4991820632
1200,1000,0,2160367.996357917,1679328.018810621
1200,100,0,265177.68873886677,169725.95749798173
1200,200,0,390836.8602473347,329070.5686025068
1200,300,0,655768.5243526982,498894.33807110705
1200,400,0,823584.3702811765,637009.4236160052
1200,500,0,1109166.6621339037,860850.5951108997
1200,600,0,1322749.2766364135,1010625.1726907515
1200,700,0,1602202.4502641165,1207547.4268997207
1200,800,0,1814037.9564938273,1333822.0100144139
1200,900,0,1960691.5310141605,1501055.1604686351
1200,1000,0,2191778.4090735675,1674642.5511046767
1200,100,0,204005.45341597803,165726.72080175148
1200,200,0,493164.53114568535,361096.5244689435
1200,300,0,660962.4490458155,505484.24699959
1200,400,0,897807.3037168094,646328.5080712535
1200,500,0,1125666.3253716812,852985.2973979037
1200,600,0,1372842.4106982795,995388.1896918517
1200,700,0,1451467.7832247235,1095205.6529626297
1200,800,0,1830528.0517296367,1366128.0559444248
1200,900,0,1843033.2690629987,1460805.082059338
1200,1000,0,2153063.374466387,1695613.7491074488
1200,100,0,198131.2062668114,157242.31307243727
1200,200,0,413182.37953043246,334255.9351108503
1200,300,0,646730.2531408207,503742.8845269656
1200,400,0,892913.9617791009,666057.8072615924
1200,500,0,1084257.5891553496,818080.9787839853
1200,600,0,1270691.2717829924,1010522.3428672411
1200,700,0,1411348.4735128495,1129514.227580491
1200,800,0,1702877.5847708113,1329644.956697605
1200,900,0,1920142.7994713297,1483942.5677378755
1200,1000,0,2238041.7459300007,1717837.764350066
1200,100,0,288770.94691766007,177737.28703910217
1200,200,0,486010.2148763122,354502.3776573645
1200,300,0,663353.6516687288,515616.0533323856
1200,400,0,914826.5487021464,695762.8264332996
1200,500,0,1200140.0671586862,838868.2816620243
1200,600,0,1205073.2108052024,970936.4388190788
1200,700,0,1436201.4433852115,1146640.029710867
1200,800,0,1707404.8525464055,1346726.3299824705
1200,900,0,1989790.674727522,1517030.8843408972
1200,1000,0,1959247.5489573842,1594022.2616407876
1200,100,0,199432.82914380325,178186.67514731942
1200,200,0,444425.3588991048,338466.71833379014
1200,300,0,625926.4568827573,502182.4450466218
1200,400,0,863344.0121224126,653689.6201019865
1200,500,0,1109806.0630858042,859960.2489687356
1200,600,0,1337671.3717658555,1007009.3786833312
1200,700,0,1647717.593898935,1190119.3183083981
1200,800,0,1805214.647939311,1359573.2490584315
1200,900,0,1973354.1549344761,1506079.7207666629
1200,1000,0,2024641.207085335,1662331.6682883496
1200,100,0,184032.63708913943,153260.4070676974
1200,200,0,503118.840277451,330737.38487719186
1200,300,0,684843.6596326939,516130.9066854348
1200,400,0,906049.8345139567,664675.1920410206
1200,500,0,1185147.8315334325,861976.2205732502
1200,600,0,1287640.5136216343,1016164.9754596656
1200,700,0,1615009.8162675728,1202820.4597986592
1200,800,0,1707072.6843669782,1338785.307104805
1200,900,0,2108069.96419246,1543588.764700897
1200,1000,0,2143352.9224487864,1683202.755676353
1200,100,0,220100.865621699,155750.39278973258
1200,200,0,394990.8630372859,326602.04804655403
1200,300,0,689086.4338815724,496545.5805457863
1200,400,0,869000.9382190686,664564.538834969
1200,500,0,992809.5680736975,810607.7611448758
1200,600,0,1340305.294038531,1004638.0992443803
1200,700,0,1477036.4094185557,1150599.17522463
1200,800,0,1775652.7109373224,1339144.6938670168
1200,900,0,1991796.3568205978,1484870.7362109497
1200,1000,0,2070665.9791768598,1639829.6596786145
1200,100,0,247971.2258202196,175515.73185623295
1200,200,0,477631.4114144031,328886.5367088792
1200,300,0,682667.8562447475,502300.71056023013
1200,400,0,801957.3661332772,645636.4971624819
1200,500,0,1056008.414332023,817866.0158790336
1200,600,0,1440565.038325747,1015960.6244537552
1200,700,0,1527305.285970218,1205617.9462736233
1200,800,0,1685799.1882919054,1314775.8525805955
1200,900,0,2050977.7929033479,1535460.9106280422
1200,1000,0,2262028.8862082534,1673753.4171305618
1200,100,0,276641.5405735719,169218.37271820242
1200,200,0,480739.6041123856,343516.42746791814
1200,300,0,611350.9824655683,491474.84903264383
1200,400,0,880985.8103543491,677505.1933632528
1200,500,0,1097428.2704853287,850604.8955047032
1200,600,0,1340230.058403252,1021750.1911098532
1200,700,0,1512082.1220031085,1148211.1638060815
1200,800,0,1767232.0997028223,1341804.963948986
1200,900,0,1969334.0247456287,1461701.6218246503
1200,1000,0,2210594.806578419,1663288.2466587601
1200,100,0,247999.4813360497,187301.9635959521
1200,200,0,459040.22457156907,348685.46907342447
1200,300,0,645998.0953721338,498991.1632032365
1200,400,0,819618.0023881363,644922.2220252766
1200,500,0,1038568.8322167709,810734.7877891543
1200,600,0,1326310.739618674,993758.3073684796
1200,700,0,1598103.0304231672,1191471.9646544396
1200,800,0,1831556.941759406,1337856.9242702175
1200,900,0,2002352.8269508744,1524158.1574238301
1200,1000,0,2146135.89161207,1688433.4470903154
1200,100,0,250461.7437061237,170849.98121805233
1200,200,0,482623.1736218243,329976.94668752264
1200,300,0,636294.7190710625,507190.1039528369
1200,400,0,892032.5591456807,700830.2265727395
1200,500,0,1187156.6606005088,847040.6116961463
1200,600,0,1339914.5108677396,979310.1250676656
1200,700,0,1492593.363921576,1144993.881030933
1200,800,0,1727652.3500866266,1326361.7911788863
1200,900,0,1911705.0732468488,1489925.4424053044
1200,1000,0,2226084.3199289306,1663889.4350937454
1200,100,0,199673.98839173405,169510.07681887716
1200,200,0,504422.7312508032,338739.1981499205
1200,300,0,620659.8148718781,470373.53322733653
1200,400,0,821472.0145942688,636239.1637921445
1200,500,0,1072560.6295203182,845780.5533913367
1200,600,0,1262674.1833526623,986623.6421490452
1200,700,0,1454307.8982710775,1138325.7140040607
1200,800,0,1563846.6240924257,1278457.4725043396
1200,900,0,1990087.3656107318,1458284.3600612893
1200,1000,0,2247059.7752896403,1687926.365768786
1200,100,0,225105.64008725184,169252.98829623367
1200,200,0,473292.76713376434,341851.0739266294
1200,300,0,665332.5208215372,507620.2926898818
1200,400,0,842260.3964451322,648413.7931367755
1200,500,0,1174443.430980301,881984.7629035945
1200,600,0,1347471.8540566738,994531.2333706438
1200,700,0,1559353.5461307608,1161547.3343389612
1200,800,0,1775180.4839891414,1333284.9486981009
1200,900,0,1998811.5347447372,1518146.031346972
1200,1000,0,2204951.65581051,1672214.0856437925
1200,100,0,212771.27861514562,158027.5209173021
1200,200,0,427344.35272884247,340467.94576641335
1200,300,0,746592.0976100779,499001.6876997577
1200,400,0,893741.4406025809,674170.7502402795
1200,500,0,1140227.9146453263,830456.7129912036
1200,600,0,1397600.5997862117,975767.7065088336
1200,700,0,1627834.1221630727,1198967.3895200812
1200,800,0,1778959.1986091877,1376470.874973219
1200,900,0,2068274.257411903,1539247.8468613657
1200,1000,0,2035777.0672272034,1637301.1732198505
1200,100,0,200344.48551434348,155841.22428139698
1200,200,0,464143.8959499439,322326.4850706209
1200,300,0,736799.6085609385,504545.49950768234
1200,400,0,872257.9705690468,652072.53345497
1200,500,0,1009479.8991244349,800399.0955891084
1200,600,0,1368201.7989377524,1024365.1163830481
1200,700,0,1480740.253552977,1153552.3846021201
1200,800,0,1697530.229685484,1334146.1296049901
1200,900,0,1978150.8419067413,1496682.8680343004
1200,1000,0,2101812.442182257,1662359.7301760204
1200,100,0,198563.15540012176,169785.3007929983
1200,200,0,407461.44343191246,330714.2154773125
1200,300,0,712436.9626080041,466670.0347672214
1200,400,0,936599.9340776233,681585.139545359
1200,500,0,1087304.4822956105,862884.6476921639
1200,600,0,1229999.7360257606,969459.1572450328
1200,700,0,1506976.9490507047,1161769.881074861
1200,800,0,1800422.0592350205,1362884.646498233
1200,900,0,1848097.6822342454,1479877.377152151
1200,1000,0,2031800.909169287,1625597.3137124323
1200,100,0,241650.9091586641,151987.94512550146
1200,200,0,460346.50967129145,352803.05561018776
1200,300,0,661647.3020473119,503292.4869354023
1200,400,0,940109.0771895923,678066.6798976111
1200,500,0,1123963.7324381603,856362.0118918027
1200,600,0,1248040.9690954625,994266.2917149385
1200,700,0,1555969.7356920303,1152889.6242541051
1200,800,0,1656810.0557457039,1302671.3486239223
1200,900,0,1972347.7077844888,1467147.0274865094
1200,1000,0,2198591.2510902463,1629650.4305965062
1200,100,0,233480.2896702505,177087.72718000368
1200,200,0,399454.4721021743,319076.2459108586
1200,300,0,687763.93197456,495425.8219035282
1200,400,0,876795.3376883856,664046.5296622064
1200,500,0,1062611.9249487426,788018.0134693043
1200,600,0,1250249.800083157,995719.6739256396
1200,700,0,1511574.9361336047,1175723.0654932146
1200,800,0,1736765.453249959,1344368.0070883215
1200,900,0,1918123.1403598662,1474416.2992951483
1200,1000,0,2109816.354811107,1659765.8069070405
1200,100,0,212871.46831673224,161356.66538070585
1200,200,0,438657.1430189612,333146.5936626933
1200,300,0,630175.0930396784,468611.6708491855
1200,400,0,952155.6421813245,665449.6199654611
1200,500,0,1114044.7378547124,828140.498070915
1200,600,0,1286106.8502787356,982578.8637709377
1200,700,0,1453818.0463818226,1173680.6194049818
1200,800,0,1685281.9690454102,1287262.8383372515
1200,900,0,1842546.9659295904,1479463.7152061155
1200,1000,0,2130846.6903169514,1629859.3622104316
1200,100,0,165973.58094701273,142135.02757474553
1200,200,0,464251.4640522375,338015.8559900418
1200,300,0,764103.0964221929,496160.3976009848
1200,400,0,903158.4045289209,677396.3326169783
1200,500,0,1087646.7231784821,835684.9451723312
1200,600,0,1315718.3766816352,943208.5322646707
1200,700,0,1444098.3507291311,1134493.405577895
1200,800,0,1746782.5865378394,1374021.5418926904
1200,900,0,1964055.4165418968,1469225.4985320542
1200,1000,0,2219079.231523512,1650829.8277200237
1200,100,0,214650.45879553762,166200.1748089199
1200,200,0,456857.82113237464,362308.5432363373
1200,300,0,663111.9949884122,505472.1101802458
1200,400,0,800518.834484153,637082.260905489
1200,500,0,1143491.7719670408,850054.0294136509
1200,600,0,1262105.707087863,1004516.937065391
1200,700,0,1533583.8622899693,1193892.5698961383
1200,800,0,1613007.1113262756,1300761.381046153
1200,900,0,2016121.3444695114,1534292.6408320041
1200,1000,0,2097350.65090828,1622196.1429568285
1200,100,0,213594.0939053908,165738.6115547146
1200,200,0,475705.977708654,341348.60239376465
1200,300,0,621440.5682725752,511803.50473121466
1200,400,0,905784.1870869603,655662.5303635959
1200,500,0,1155938.918299988,866255.9768944144
1200,600,0,1315323.9834064166,1005262.4236597905
1200,700,0,1472293.2198930436,1122003.9668223767
1200,800,0,1725762.867474631,1377422.2311069444
1200,900,0,2078868.1224233932,1512696.952500124
1200,1000,0,2103634.2336167167,1670508.039238404
1200,100,0,259572.60211073767,181071.98003074655
1200,200,0,427415.4938143438,322830.29907936236
1200,300,0,657327.1831997626,483855.8863835963
1200,400,0,842702.2539451378,651497.6166139778
1200,500,0,1120363.4363397849,836374.0262011993
1200,600,0,1243924.346038849,984351.1236548398
1200,700,0,1418530.765839545,1138177.014350713
1200,800,0,1642090.8851009016,1316673.4395786733
1200,900,0,2040575.253850798,1498318.7237589322
1200,1000,0,2188258.200502221,1701816.7362378172
1200,100,0,240006.13798270584,175566.7395259558
1200,200,0,454255.9334151622,339973.7296221461
1200,300,0,659569.9483615428,514725.93228102085
1200,400,0,816549.7631229829,654716.590527022
1200,500,0,1177099.0452876834,885788.215587864
1200,600,0,1303737.5361939091,993383.5973630238
1200,700,0,1462163.9112347479,1163667.551672097
1200,800,0,1725075.0788207552,1376824.0346517833
1200,900,0,1967997.9712620343,1511906.1832180766
1200,1000,0,2171731.7580947317,1667276.1164006656
1300,100,0,205390.53160177954,156074.9445191698
1300,200,0,363489.61426475487,310517.78696051025
1300,300,0,640692.0404192635,483215.02526882704
1300,400,0,805857.7032673408,608099.5068370326
1300,500,0,1093280.7534143317,785762.9720098707
1300,600,0,1236519.652765904,935483.819033813
1300,700,0,1445529.6365247625,1096339.5767093212
1300,800,0,1680030.000457226,1256655.4137501998
1300,900,0,1754548.0571888373,1385100.4835741497
1300,1000,0,2088630.0440138695,1574557.3667370172
1300,100,0,239485.96973743278,152393.764116968
1300,200,0,448437.80260256975,330346.13588998973
1300,300,0,639106.9084609828,458799.8988825153
1300,400,0,764030.958369377,585602.0608316103
1300,500,0,994488.6336727237,768078.8723398478
1300,600,0,1299764.4944463132,940880.1196031732
1300,700,0,1460753.2312322347,1087695.024396032
1300,800,0,1661168.5847041563,1263572.8269824488
1300,900,0,1873987.2984790732,1424270.0021917396
1300,1000,0,2153439.1825868394,1511811.4301999528
1300,100,0,259408.27227183402,156527.99083675677
1300,200,0,447577.9743434529,312445.4495467209
1300,300,0,659437.0310016426,486217.37497475295
1300,400,0,788595.4247020521,608291.9175639726
1300,500,0,1003234.4023748584,751506.2096201626
1300,600,0,1264537.7073386768,890844.2388861855
1300,700,0,1487908.224081298,1088227.4329139327
1300,800,0,1678197.7312149908,1259379.5782442144
1300,900,0,1913201.8927326433,1398287.3909612368
1300,1000,0,2080611.0376615073,1518164.5386384798
1300,100,0,241522.64514707352,156582.46111883596
1300,200,0,526745.5805073619,316054.13421005325
1300,300,0,635667.2845358978,457852.23697846854
1300,400,0,807376.6355972476,600568.8129203736
1300,500,0,1166667.1446230775,802135.1180792784
1300,600,0,1393888.1024376077,964387.9269386316
1300,700,0,1386425.9407460862,1060008.3819876143
1300,800,0,1592334.2414060684,1196429.8388371367
1300,900,0,1918089.0820376119,1395513.4322221847
1300,1000,0,2029304.4176524756,1486570.34921987
1300,100,0,199231.38023515602,160633.72255379474
1300,200,0,400361.2648727291,273642.7223519802
1300,300,0,619981.3476794219,465626.2485945465
1300,400,0,871266.4003306844,638829.3927599048
1300,500,0,1051314.8904251712,763803.4109905049
1300,600,0,1256487.407905633,964797.7021057307
1300,700,0,1463137.8937745239,1107517.627516932
1300,800,0,1600168.7676811381,1208238.343810785
1300,900,0,1814402.2698536995,1370906.755213153
1300,1000,0,2075284.410263989,1551977.462538233
1300,100,0,214548.4287511705,141905.51354652137
1300,200,0,401559.9097105338,297390.01999757544
1300,300,0,588532.2338543845,420342.9528305193
1300,400,0,802134.1027626711,630910.259021729
1300,500,0,1009729.3702810312,757800.5186646363
1300,600,0,1237663.759734286,946184.5799480123
1300,700,0,1448866.3867114459,1102632.5185594435
1300,800,0,1670217.6697551708,1236262.3363370053
1300,900,0,1796755.6083555843,1358637.6915526737
1300,1000,0,2014809.2415217694,1550148.9404405733
1300,100,0,247697.47306226287,156670.1146135216
1300,200,0,374489.62199516833,303757.44794077554
1300,300,0,604977.220068645,460517.85052717576
1300,400,0,781950.4138545181,588008.6987224664
1300,500,0,1067502.3131945906,794631.3185639074
1300,600,0,1206025.6563370354,932884.7747914629
1300,700,0,1479607.4949317654,1114659.16329205
1300,800,0,1689983.668862894,1231220.3169363819
1300,900,0,1816892.533042963,1385589.3788941249
1300,1000,0,2045354.5545120162,1545823.8933273938
1300,100,0,196019.10205152252,152978.51150930906
1300,200,0,474519.3495083893,333319.8687405632
1300,300,0,627381.2110743567,466600.8433842369
1300,400,0,829942.5166468491,596610.9305273109
1300,500,0,1030668.5011076751,787371.0437519111
1300,600,0,1261260.825759433,918819.8674078631
1300,700,0,1355910.4710071846,1010959.0642731967
1300,800,0,1706633.804236088,1261041.2824102384
1300,900,0,1677997.216786347,1348435.4603624658
1300,1000,0,2023175.182258155,1565181.9222530297
1300,100,0,213999.8261531098,145146.75052840365
1300,200,0,402275.13862559944,308543.94010232337
1300,300,0,608660.0294427018,464993.4318710452
1300,400,0,846426.0441749485,614822.5913183929
1300,500,0,1045580.9898011907,755151.6727236788
1300,600,0,1276159.2280931254,932789.8549543764
1300,700,0,1377586.309651999,1042628.517766607
1300,800,0,1576397.9105182858,1227364.575413174
1300,900,0,1863951.7207602898,1369793.1394503466
1300,1000,0,2125430.321877935,1585696.3978615995
1300,100,0,280752.93209535844,164065.1880360943
1300,200,0,446761.28167384665,327232.96399141336
1300,300,0,624296.1225886672,475953.27999912517
1300,400,0,860801.4085134045,642242.6090153535
1300,500,0,1170998.5094508857,774339.9523034071
1300,600,0,1126006.4515428266,896249.0204483804
1300,700,0,1348077.0608969163,1058436.9505023388
1300,800,0,1593402.4571565734,1243131.996906896
1300,900,0,1840549.7501601668,1400336.200930059
1300,1000,0,1863470.092847966,1471405.164591496
1300,100,0,188296.99793330347,164480.00782829485
1300,200,0,415607.99935960263,312430.8169234986
1300,300,0,613675.9734003728,463553.0261968816
1300,400,0,808772.1817440892,603405.8031710644
1300,500,0,1035317.7115936847,793809.4605865252
1300,600,0,1253834.542279617,929547.1187846134
1300,700,0,1500222.490629517,1098571.6784385215
1300,800,0,1734808.8471227628,1254990.691438552
1300,900,0,1825007.818396871,1390227.4345538425
1300,1000,0,1950013.7483777066,1534460.0014969383
1300,100,0,178414.39726835745,141471.14498556682
1300,200,0,463498.93861233635,305296.04757894634
1300,300,0,673278.3961638027,476428.52924809366
1300,400,0,858636.15068032,613546.3311147882
1300,500,0,1103321.3674072858,795670.357452231
1300,600,0,1226428.7658687625,937998.4388858452
1300,700,0,1526886.7010081173,1110295.8090449162
1300,800,0,1605106.3155148753,1235801.821942897
1300,900,0,1945815.7106406996,1424851.1674162126
1300,1000,0,1990679.6578647187,1553725.620624326
1300,100,0,210895.27532002988,143769.59334436854
1300,200,0,365086.74243345537,301478.8135814345
1300,300,0,672159.2536385312,458349.7666576489
1300,400,0,834943.1791629602,613444.1896938175
1300,500,0,951554.9278959067,748253.3179798854
1300,600,0,1256082.0498710477,927358.245456351
1300,700,0,1417728.7691457395,1062091.546361197
1300,800,0,1698627.9844911972,1236133.563569554
1300,900,0,1876993.2756899036,1370649.910348569
1300,1000,0,1907593.9627296692,1513688.9166264134
1300,100,0,244073.70856208002,162014.52171344578
1300,200,0,447984.7070004411,303587.57234665775
1300,300,0,626128.3336450474,463662.19436328934
1300,400,0,769156.2038621766,595972.1512269063
1300,500,0,1021163.2337102307,754953.2454268002
1300,600,0,1336188.5364528205,937809.8071880818
1300,700,0,1524581.1249497528,1112878.1042525754
1300,800,0,1600835.9864666688,1213639.2485359344
1300,900,0,1917511.2014213502,1417348.5328874236
1300,1000,0,2139205.6426809565,1545003.1542743647
1300,100,0,277132.7668587698,156201.57481680223
1300,200,0,445182.18372182094,317092.0868934629
1300,300,0,613762.5062081836,453669.09141474817
1300,400,0,810341.7930035825,625389.4092583872
1300,500,0,1067853.5379940923,785173.749696649
1300,600,0,1274709.173886829,943154.0225629414
1300,700,0,1406633.8544879649,1059887.2281286907
1300,800,0,1729403.518919337,1238589.1974913718
1300,900,0,1835656.8732847697,1349263.0355304466
1300,1000,0,2057511.4902819085,1535342.9969157786
1300,100,0,228283.0707776877,172894.12024241735
1300,200,0,422182.5348556194,321863.50991393026
1300,300,0,580504.5566137065,460607.2275722183
1300,400,0,768208.3598027845,595312.8203310246
1300,500,0,970755.3635865671,748370.5733438348
1300,600,0,1264396.9837340133,917315.3606478273
1300,700,0,1505376.7272999776,1099820.2750656365
1300,800,0,1740960.1894933006,1234944.8531725085
1300,900,0,1931890.4934396115,1406915.2222373819
1300,1000,0,2004084.0161098095,1558553.9511602912
1300,100,0,240020.06288903148,157707.67497050983
1300,200,0,463252.8886762131,304594.10463463626
1300,300,0,581059.2653636171,468175.48057184945
1300,400,0,842503.9804226703,646920.2091440673
1300,500,0,1131867.4090470294,781883.6415656735
1300,600,0,1250571.2468879467,903978.5769855374
1300,700,0,1445402.1910382956,1056917.4286439382
1300,800,0,1635160.2288342707,1224333.9610882027
1300,900,0,1831963.0753745157,1375315.7929895117
1300,1000,0,2131050.806337248,1535897.9400865342
1300,100,0,199119.17929707703,156470.840140502
1300,200,0,473934.44947474066,312682.33675377275
1300,300,0,623374.6692262117,434190.9537483106
1300,400,0,743458.8863081458,587297.6896542872
1300,500,0,987607.5226628775,780720.5108227723
1300,600,0,1207427.7619062122,910729.5158298879
1300,700,0,1429379.595584798,1050762.1975422099
1300,800,0,1489203.61903547,1180114.5900040057
1300,900,0,1857219.9546764656,1346108.6400565747
1300,1000,0,2093152.6285126042,1558085.876094264
1300,100,0,204120.65651299176,156233.52765806185
1300,200,0,449399.9010965978,315554.8374707348
1300,300,0,666421.9038928834,468572.5778675832
1300,400,0,772230.2602084634,598535.8090493312
1300,500,0,1093131.3239391,814139.7811417795
1300,600,0,1281940.0475352705,918028.8308036713
1300,700,0,1478238.1106355235,1072197.5393898103
1300,800,0,1632415.1959634037,1230724.5680290163
1300,900,0,1914530.6335924903,1401365.5673972052
1300,1000,0,2139332.0647561,1543582.2329019622
1300,100,0,213785.20971333268,145871.55776981733
1300,200,0,423832.10681084887,314278.1037843816
1300,300,0,691947.6687131359,460616.94249208405
1300,400,0,858240.1219203399,622311.461760258
1300,500,0,1039148.3725455177,766575.4273764957
1300,600,0,1297427.0304288997,900708.6521620002
1300,700,0,1521181.4431649253,1106739.1287877674
1300,800,0,1689828.4349809762,1270588.499975279
1300,900,0,1927621.3528873099,1420844.1663335683
1300,1000,0,1956232.8158326393,1511354.9291260159
1300,100,0,196163.99939196746,143853.43779821257
1300,200,0,420472.6928899295,297532.1400651885
1300,300,0,692650.052869565,465734.30723786063
1300,400,0,853570.2500388689,601913.1078045877
1300,500,0,958469.1612641341,738829.9343899463
1300,600,0,1251133.1902747964,945567.7997381983
1300,700,0,1380736.7096681937,1064817.5857865724
1300,800,0,1601395.5045487932,1231519.5042507602
1300,900,0,1837820.7991825289,1381553.4166470466
1300,1000,0,1957652.2568808962,1534485.9047778652
1300,100,0,187384.8870292629,156724.89303969077
1300,200,0,379927.9446635438,305274.66044059617
1300,300,0,671321.6655595335,430772.33978512743
1300,400,0,866889.1235182172,629155.5134264851
1300,500,0,1039597.3482108247,796508.9055619976
1300,600,0,1173216.3164421872,894885.3759184919
1300,700,0,1445469.6597732555,1072402.9671460255
1300,800,0,1669174.3178931142,1258047.365998369
1300,900,0,1759515.370778295,1366040.655832755
1300,1000,0,1929884.8725366269,1500551.3665037835
1300,100,0,223199.8900991059,140296.56473123212
1300,200,0,437153.9554030382,325664.3590247887
1300,300,0,610655.2455779874,464577.6802480637
1300,400,0,863018.5462061052,625907.7045208719
1300,500,0,1039166.2010911725,790488.0109770485
1300,600,0,1186083.0250227277,917784.2692753278
1300,700,0,1451339.4281540285,1064205.8070037893
1300,800,0,1506351.2434922329,1202465.860268236
1300,900,0,1882585.6851872772,1354289.563833701
1300,1000,0,2078415.7116222917,1504292.7051660058
1300,100,0,225758.91639793187,163465.5943200034
1300,200,0,373631.11874146876,294531.91930233105
1300,300,0,673950.1453294073,457316.14329556446
1300,400,0,834728.6767055622,612966.0273804982
1300,500,0,988152.5421847932,727401.2432024347
1300,600,0,1199448.6404635506,919125.8528544365
1300,700,0,1389089.6362831448,1085282.8296860442
1300,800,0,1642493.4406715003,1240955.0834661429
1300,900,0,1808464.2668849318,1360999.6608878293
1300,1000,0,1978811.123837108,1532091.5140680373
1300,100,0,191915.83194971076,148944.6141975746
1300,200,0,399368.25122494536,307519.9326117169
1300,300,0,577074.3069469121,432564.619245402
1300,400,0,859838.5951303476,614261.1876604257
1300,500,0,1072511.9081913638,764437.3828346909
1300,600,0,1184216.06348861,906995.8742500964
1300,700,0,1435968.9270028314,1083397.4948353677
1300,800,0,1575500.8616262523,1188242.6200036167
1300,900,0,1730752.229898746,1365658.8140364143
1300,1000,0,2034363.6166020005,1504485.5651173214
1300,100,0,151871.43798070776,131201.56391514972
1300,200,0,421302.41588359035,312014.6362985001
1300,300,0,685477.5674197951,457994.2131701398
1300,400,0,926744.3662261389,625288.9224156722
1300,500,0,1062037.2774514423,771401.4878513827
1300,600,0,1251366.4191449764,870654.029782773
1300,700,0,1375621.121310456,1047224.6820719031
1300,800,0,1679872.6475254812,1268327.577131714
1300,900,0,1842854.8235163665,1356208.152491127
1300,1000,0,2069296.725350534,1523842.9178954065
1300,100,0,201025.08933045727,153415.54597746453
1300,200,0,451707.0923780092,334438.65529508056
1300,300,0,582352.2284700973,466589.6401663808
1300,400,0,791235.2995913406,588075.9331435283
1300,500,0,1100725.3060420814,784665.257920293
1300,600,0,1174376.3229678627,927246.4034449763
1300,700,0,1484831.253499849,1102054.6799041277
1300,800,0,1523095.746215225,1200702.813273372
1300,900,0,1920275.6469647584,1416270.129998773
1300,1000,0,2016520.4660216165,1497411.8242678416
1300,100,0,195051.70194711466,152989.4875889673
1300,200,0,477021.47908647754,315091.0175942443
1300,300,0,623435.2291329018,472434.00436727505
1300,400,0,861319.2292859479,605226.9511048578
