mu,gamma,average,max
0.36,0.35,1.251693967074105,2.5160641225496496
0.36,0.4,1.2536175270945455,2.4237236277979086
0.36,0.45,1.2512405128838782,2.4237236277979086
0.36,0.5,1.2530748060896326,2.436737167207433
0.36,0.55,1.250878496625142,2.4237236277979086
0.36,0.6,1.2478105307991185,2.4237236277979086
0.36,0.65,1.2533964098509627,2.4237236277979086
0.36,0.7,1.2489445492577838,2.4237236277979086
0.36,0.75,1.2534372530193254,2.4237236277979086
0.36,0.8,1.2506616263634724,2.526778069472696
0.36,0.85,1.2523432430807553,2.4237236277979086
0.36,0.9,1.2525771715586218,2.4237236277979086
0.36,0.95,1.2542551327570233,2.4237236277979086
0.36,1.0,23.17332543022454,165.01219809326884
0.38,0.0,1.2367288600423407,2.419676236240546
0.38,0.05,1.2377628645924024,2.3295032736677506
0.38,0.1,1.2354231151111308,2.366397900831273
0.38,0.15,1.237738142894474,2.3961703687479945
0.38,0.2,1.2364185574949438,2.3295032736677506
0.38,0.25,1.2334982849836948,2.4880687812396545
0.38,0.3,1.2396539949652248,2.3295032736677506
0.38,0.35,1.236146928383433,2.343225512392949
0.38,0.4,1.2369890132885202,2.3295032736677506
0.38,0.45,1.2369607412161636,2.3295032736677506
0.38,0.5,1.239054905099801,2.3295032736677506
0.38,0.55,1.234456049492383,2.3462058947280893
0.38,0.6,1.2374272632416286,2.3295032736677506
0.38,0.65,1.2374351750822539,2.3295032736677506
0.38,0.7,1.2370663650531561,2.3295032736677506
0.38,0.75,1.2376318423103916,2.3295032736677506
0.38,0.8,1.2360213880882391,2.3295032736677506
0.38,0.85,1.2381021978303859,2.42788277488619
0.38,0.9,1.238000932883856,2.3295032736677506
0.38,0.95,1.2354219022482007,2.4280225534217603
0.38,1.0,23.17275443910781,165.01219809326884
0.4,0.0,1.2200813330050229,2.202351953063244
0.4,0.05,1.219439266089167,2.299866169888798
0.4,0.1,1.221492228135514,2.2977497600357624
0.4,0.15,1.2207975532576036,2.2934584282169954
0.4,0.2,1.2209278796592657,2.2463301549553534
0.4,0.25,1.2194478723346254,2.302194803275616
0.4,0.3,1.219718562694381,2.3287147890501085
0.4,0.35,1.221476263320035,2.391905870230771
0.4,0.4,1.2194930053624753,2.2698465284536127
0.4,0.45,1.2218266826921511,2.202351953063244
0.4,0.5,1.2211091493155708,2.436978544958928
0.4,0.55,1.2189796505095296,2.4044687701007903
0.4,0.6,1.221838721728707,2.347671267664824
0.4,0.65,1.2220330310062573,2.2942886795816544
0.4,0.7,1.2220382458136891,2.367783266710018
0.4,0.75,1.2195578955742796,2.2266477786519827
0.4,0.8,1.218843751166974,2.202351953063244
0.4,0.85,1.220210637923568,2.292533380198865
0.4,0.9,1.2203126162440208,2.202351953063244
0.4,0.95,1.2210267305941112,2.2658371237737085
0.4,1.0,23.17292239970722,165.01219809326884
0.42,0.0,1.2122622321841658,2.26490025515802
0.42,0.05,1.2094068678400702,2.226311925410695
0.42,0.1,1.210978741719733,2.2916062624943763
0.42,0.15,1.2095859530247404,2.395245339936593
0.42,0.2,1.2101488072047872,2.390469284550561
0.42,0.25,1.2125279279981078,2.360986027170088
0.42,0.3,1.2095264337042977,2.465130811263978
0.42,0.35,1.2102772088060174,2.369267042781552
0.42,0.4,1.2124694212352565,2.28030797484792
0.42,0.45,1.2118263716862168,2.2686918919253074
0.42,0.5,1.2104846017550095,2.306959274929472
0.42,0.55,1.210567865604575,2.2982098645043743
0.42,0.6,1.2121339429866085,2.484291176474473
0.42,0.65,1.210026156489778,2.3286803166039243
0.42,0.7,1.2103482021100662,2.3068647396509845
0.42,0.75,1.2106039661976284,2.295308617602634
0.42,0.8,1.210719939202983,2.279534006651305
0.42,0.85,1.2100384370762438,2.330040997390637
0.42,0.9,1.2102787008282176,2.417659569145458
0.42,0.95,1.2101310962995748,2.361021696701593
0.42,1.0,23.1726782590598,165.01219809326884
0.44,0.0,1.2017227585411587,2.4782007160563597
0.44,0.05,1.1987003476604696,2.4259132339526297
0.44,0.1,1.2027872213287696,2.257825723189466
0.44,0.15,1.1980702598745139,2.246981860536865
0.44,0.2,1.2019212660687746,2.5167259016283707
0.44,0.25,1.2013851199676535,2.407984931786954
0.44,0.3,1.2001309852789528,2.312450727933009
0.44,0.35,1.2007523311399775,2.205615126541716
0.44,0.4,1.2010543587939106,2.171325789248456
0.44,0.45,1.1990130292368157,2.392280899760863
0.44,0.5,1.2029993030099866,2.1114667915081853
0.44,0.55,1.2029736679309913,2.353505025306521
0.44,0.6,1.2012785648009394,2.3078617648339854
0.44,0.65,1.2037946563178956,2.215872431284745
0.44,0.7,1.2018130618951213,2.257054383818537
0.44,0.75,1.1996856750537026,2.1737266653436222
0.44,0.8,1.19995508082776,2.255149304480161
0.44,0.85,1.1975230669763286,2.323589459227897
0.44,0.9,1.2011226275862303,2.318200917605478
0.44,0.95,1.2024360254363404,2.2554427417553926
0.44,1.0,23.172678991906324,165.01219809326884
0.46,0.0,1.1964054400356685,2.299656740704269
0.46,0.05,1.196024846726773,2.39668631340776
0.46,0.1,1.1971314238442372,2.128866182029804
0.46,0.15,1.1957622916356516,2.2721575054452505
0.46,0.2,1.1964765560587223,2.4063623808979173
0.46,0.25,1.1968045368711668,2.289360500551894
0.46,0.3,1.1970443643174191,2.295103873881324
0.46,0.35,1.1973462447371066,2.265191830219683
0.46,0.4,1.1968466374781324,2.16645394650073
0.46,0.45,1.196036981590244,2.156648746893337
0.46,0.5,1.1967703666019243,2.3068855815401923
0.46,0.55,1.1963974274380356,2.3085125872425056
0.46,0.6,1.1975337412712106,2.240814104144754
0.46,0.65,1.197002592968191,2.1995907558282437
0.46,0.7,1.1971836929365613,2.3932424929617047
0.46,0.75,1.1957949587443935,2.2496564287918126
0.46,0.8,1.1961293481963362,2.337474269949797
0.46,0.85,1.1942766065741708,2.349514106883643
0.46,0.9,1.1989377002649686,2.212135493738511
0.46,0.95,1.1966380649341128,2.309026924443026
0.46,1.0,23.172151962458955,165.01219809326884
