mu,gamma,average,max
0.3,0.0,1.1925563204479552,2.8974049980327696
0.3,0.05,1.1935579948657133,2.8974049980327696
0.3,0.1,1.1951373543064387,2.8974049980327696
0.3,0.15,1.1948195880554215,2.8974049980327696
0.3,0.2,1.194515773022135,2.8974049980327696
0.3,0.25,1.1949747813468135,2.8974049980327696
0.3,0.3,1.1928218685474885,2.8974049980327696
0.3,0.35,1.1968676626424526,2.8974049980327696
0.3,0.4,1.1949521216942212,2.8974049980327696
0.3,0.45,1.193570833530709,2.8974049980327696
0.3,0.5,1.1939070385708601,2.8974049980327696
0.3,0.55,1.1942680282142237,2.8974049980327696
0.3,0.6,1.1940235077712236,2.8974049980327696
0.3,0.65,1.193383499768367,2.8974049980327696
0.3,0.7,1.1941666663860258,2.8974049980327696
0.3,0.75,1.193841666616802,2.8974049980327696
0.3,0.8,1.1945780608590766,2.8974049980327696
0.3,0.85,1.1924245795491175,2.8974049980327696
0.3,0.9,1.1931078875372234,2.8974049980327696
0.3,0.95,1.1952414597792753,2.8974049980327696
0.3,1.0,23.174108538613627,165.01219809326884
0.32,0.0,1.1896739537189314,2.7615380682157844
0.32,0.05,1.186107019587107,2.7615380682157844
0.32,0.1,1.1863954490777506,2.7615380682157844
0.32,0.15,1.1855349311499543,2.7615380682157844
0.32,0.2,1.1873463611927775,2.7615380682157844
0.32,0.25,1.1868214519315992,2.7615380682157844
0.32,0.3,1.1884740089446681,2.7615380682157844
0.32,0.35,1.1880656939554748,2.7615380682157844
0.32,0.4,1.1861374263687865,2.7615380682157844
0.32,0.45,1.187103127939874,2.7615380682157844
0.32,0.5,1.1857043032823484,2.7615380682157844
0.32,0.55,1.1869057864561279,2.7615380682157844
0.32,0.6,1.187165446104313,2.7615380682157844
0.32,0.65,1.1860110770057812,2.7615380682157844
0.32,0.7,1.185722609816623,2.7615380682157844
0.32,0.75,1.1869411678027504,2.7615380682157844
0.32,0.8,1.185889336233084,2.7615380682157844
0.32,0.85,1.1848123366561807,2.7615380682157844
0.32,0.9,1.1832607768427261,2.7615380682157844
0.32,0.95,1.1873358715732192,2.7615380682157844
0.32,1.0,23.17418184701549,165.01219809326884
0.34,0.0,1.2774745362059843,2.581114446628961
0.34,0.05,1.2742310265549428,2.581114446628961
0.34,0.1,1.2736093494464236,2.581114446628961
0.34,0.15,1.2743840538602909,2.6313470286241256
0.34,0.2,1.2760657144770322,2.581114446628961
0.34,0.25,1.2748039055198401,2.581114446628961
0.34,0.3,1.2770092784852571,2.581114446628961
0.34,0.35,1.2732983195563312,2.581114446628961
0.34,0.4,1.275705528273773,2.581114446628961
0.34,0.45,1.2764055574293935,2.581114446628961
0.34,0.5,1.2765771386534512,2.581114446628961
0.34,0.55,1.2776852572397606,2.581114446628961
0.34,0.6,1.274042299868563,2.581114446628961
0.34,0.65,1.2749534502299655,2.581114446628961
0.34,0.7,1.2752699745479614,2.581114446628961
0.34,0.75,1.275069021738428,2.581114446628961
0.34,0.8,1.2734970444315679,2.581114446628961
0.34,0.85,1.2774679308372108,2.581114446628961
0.34,0.9,1.273995093845422,2.6238328726733617
0.34,0.95,1.272858217458272,2.581114446628961
0.34,1.0,23.17323996659553,165.01219809326884
0.36,0.0,1.2559100978513016,2.4237236277979086
0.36,0.05,1.2541064744574795,2.4237236277979086
0.36,0.1,1.250332355856278,2.585760819555752
0.36,0.15,1.2531664215386213,2.488881811378923
0.36,0.2,1.2498716597763673,2.4237236277979086
0.36,0.25,1.2525520580208491,2.44062458697986
0.36,0.3,1.251879006363783,2.4237236277979086
