mu,beta,average,max
0.1,0.0,1.2298028085604777,1.747234859488332
0.1,0.1,1.2301199379174494,1.695972904091331
0.1,0.2,1.2281036807026382,1.695972904091331
0.1,0.3,1.2280812467764506,1.695972904091331
0.1,0.4,1.229000321476039,1.7007214714198085
0.1,0.5,1.2292489025193658,1.695972904091331
0.1,0.6,1.2286254434377142,1.713418492157222
0.1,0.7,1.227371951688975,1.695972904091331
0.1,0.8,1.2299941336140185,1.705797154766325
0.1,0.9,1.227938321902335,1.695972904091331
0.1,1.0,25.745956459427287,25.745956459427287
0.2,0.0,1.1403110493414323,1.4318980622625304
0.2,0.1,1.139454445984483,1.5109992431850905
0.2,0.2,1.1411296553568706,1.44681784048884
0.2,0.3,1.1417602481225293,1.4588063898569756
0.2,0.4,1.1415264777237673,1.4777455014704233
0.2,0.5,1.1378446553488482,1.4343762478724336
0.2,0.6,1.1394690215097114,1.4080083093940172
0.2,0.7,1.1426391531204891,1.4596954034592362
0.2,0.8,1.1401867571546367,1.4473009477146577
0.2,0.9,1.1426108162844424,1.486338731049106
0.2,1.0,74.11163154359063,192.25471489382548
0.3,0.0,1.1988076027775592,1.5357169865256644
0.3,0.1,1.1952329185254464,1.426508301932269
0.3,0.2,1.1978062455247713,1.519130890693087
0.3,0.3,1.1949289493033712,1.510455741664279
0.3,0.4,1.2008006982061012,1.532427346544583
0.3,0.5,1.1973992931099935,1.5118773157196213
0.3,0.6,1.1964257516123735,1.4832499426372958
0.3,0.7,1.1995509568676048,1.5201672702792148
0.3,0.8,1.1965055120471966,1.4571046319196153
0.3,0.9,1.1949638757022432,1.524271580448798
0.3,1.0,74.11045791980754,192.25019643335716
0.4,0.0,1.261052649452708,1.558290552671005
0.4,0.1,1.258906730408404,1.581195116958357
0.4,0.2,1.2627162663504954,1.5703915595228373
0.4,0.3,1.2620261494479679,1.5351194278937688
0.4,0.4,1.2615653724984268,1.4999599083622446
0.4,0.5,1.2610332902397297,1.548815530957273
0.4,0.6,1.259880115528842,1.555934548149909
0.4,0.7,1.2595239351591032,1.4700891077387526
0.4,0.8,1.2606747351416583,1.4964785153721905
0.4,0.9,1.2619679101298404,1.5410803716190655
0.4,1.0,74.11005218170509,192.25019643335716
0.5,0.0,1.2256393098715535,1.5577303854055369
0.5,0.1,1.223201558479072,1.487340501521217
0.5,0.2,1.2244822151592987,1.4782995357422537
0.5,0.3,1.2226832196215631,1.4725337549357689
0.5,0.4,1.225122613063624,1.593090435392754
0.5,0.5,1.2227926764271857,1.5024214437486216
0.5,0.6,1.2241878664874066,1.513272134375772
0.5,0.7,1.2263239430012056,1.543147344584798
0.5,0.8,1.2252050818684714,1.5156262583191389
0.5,0.9,1.2244062158216644,1.6286092081030326
0.5,1.0,74.11002117572973,192.25019643335716
0.6,0.0,1.4644656369744655,1.6650204822650114
0.6,0.1,1.4556802185321471,1.661827840975073
0.6,0.2,1.4554325539714545,1.6726185309988506
0.6,0.3,1.4547585223166697,1.7489382848675514
0.6,0.4,1.4559241686453452,1.6650204822650108
0.6,0.5,1.4552446174913625,1.6650204822650108
0.6,0.6,1.4551881295070666,1.6791816023280952
0.6,0.7,1.4543482028601817,1.7005260225684549
0.6,0.8,1.4534862751104083,1.6650204822650108
0.6,0.9,1.4571444584543094,1.7106901603797795
0.6,1.0,74.11010040760907,192.25019643335716
0.7,0.0,1.3993084483986014,1.5777651468223823
0.7,0.1,1.3896745965679327,1.5678257330181389
0.7,0.2,1.3882317234810992,1.6204237721822643
0.7,0.3,1.3890020973065327,1.612111486111043
0.7,0.4,1.390860169305787,1.6328805758978036
0.7,0.5,1.386750903340997,1.6369309305101465
0.7,0.6,1.3877693320893973,1.5646204664209078
0.7,0.7,1.3891576781435184,1.6038989307758842
0.7,0.8,1.3918628659274794,1.635102433746448
0.7,0.9,1.3852520986797077,1.5633877737884048
0.7,1.0,74.11001607063558,192.25019643335716
0.8,0.0,1.3721981416572404,1.6834674632487348
0.8,0.1,1.3683292768487676,1.6247698128494976
0.8,0.2,1.3658132743811584,1.6042096583354548
0.8,0.3,1.366643012274264,1.6701485393837658
0.8,0.4,1.3629202973676025,1.6266184966825927
0.8,0.5,1.3714396616909483,1.6705071015005075
0.8,0.6,1.3627179443558786,1.6420029895975945
0.8,0.7,1.3667329037521656,1.6694297833703926
0.8,0.8,1.36906665774776,1.6333956561519023
0.8,0.9,1.3660701329991247,1.5654503762579597
0.8,1.0,74.11018780874743,192.25019643335716
0.9,0.0,1.3972296341376178,1.6781607765456443
0.9,0.1,1.3960427800892083,1.7663439287008054
0.9,0.2,1.3929972220810924,1.7490337925241053
0.9,0.3,1.392967029350837,1.703685655436927
0.9,0.4,1.387755811086387,1.6857319194490872
0.9,0.5,1.3916367568149277,1.6377398332363984
0.9,0.6,1.393284329616437,1.7251686826700146
0.9,0.7,1.3912232869000938,1.6795209709173051
0.9,0.8,1.3958230749996192,1.6835929253050477
0.9,0.9,1.3949587932442296,1.738720160754697
0.9,1.0,74.11033645206565,192.25019643335716
