P,n,Paper,Min Time,Time opt,mtsa
300,300,2383267.1048093196,2168837.228582851,2093931.776164917,1.1381780113076687
300,300,2266296.9562289636,2060911.0062749714,1988132.8951575665,1.1399122069500045
4800,200,98013.04675728845,114999.87280292949,84098.56730180485,1.1654544173808414
300,300,2406036.182599928,2164665.1856605597,2106941.9582239296,1.1419565561398395
400,300,1791019.985946369,1645258.3479909736,1570448.832123688,1.1404510285918752
1400,500,832432.4245255541,1018141.4707103181,729637.045437737,1.1408856358522013
300,300,2235265.9948796546,2056614.6044221902,1984026.3602400303,1.1266311978885346
800,700,2035248.7173193917,2101467.4194601052,1781551.8121526472,1.1424022043233213
300,300,2303078.9822939434,2093232.00589851,2017713.7439097015,1.1414299918636095
1900,200,244206.3477060581,269770.0986210538,212459.5384466649,1.149425201106529
4800,200,139888.14662806183,147514.606992309,115155.9162563489,1.2147716867334584
300,300,2075152.791067531,1889808.9003466228,1821486.1289322504,1.1392635706119703
4800,500,293267.98708196456,305535.77550117916,218726.61253679788,1.3407970053604066
4400,600,332334.8482947972,379607.53834617295,276392.94653271744,1.2023998892296541
300,300,2281238.1668587103,2041184.6896542544,1995577.3522844282,1.1431469515562869
3100,200,151878.98371913566,194899.62460610244,130217.13646731075,1.1663517401740964
1800,700,909683.7722387877,1177399.1795551055,791800.8054011764,1.148879574298847
1400,500,815774.8250748325,956841.0456178101,713216.0957441444,1.1437975530034583
4800,200,169408.39509232694,176931.1549963393,137320.72161632078,1.2336695663867856
400,300,1725184.160144163,1567843.0462174146,1491099.671368175,1.1569878213179414
300,300,2269797.3399455203,2070685.0761116135,2021936.98799836,1.1225855965929643
300,300,2295210.033359314,2049192.254693105,2014971.5381078625,1.1390781407833712
800,700,2005225.2810387749,2034097.0076804145,1767504.4146435524,1.1344952037605875
1900,200,263783.27198337857,369763.8153220008,226026.3035036772,1.1670467901055026
4800,200,165399.56261445655,177666.5506484146,153927.2635835206,1.0745306501515965
5000,300,182448.88272707342,197348.5170764104,142348.1066563424,1.2817092338821376
400,300,1779701.1373485648,1663955.3033891805,1580206.468667947,1.1262459511691432
