P,n,Paper,Min Time,Time opt,mtsa
1100,100,207795.23142331035,218201.40737761086,184452.20715901887,1.1265532390413042
4900,100,61107.41822000028,63214.84453708174,42511.79157511906,1.437422793909366
1100,100,228019.11054047337,267441.4047900315,180101.72122914402,1.2660573646065485
1100,100,220254.41056301375,282039.8310480688,184987.62553434892,1.1906440224139014
1100,100,236780.75043517785,273709.59435921855,185051.99950407888,1.27953629828225
4900,100,84076.5861287271,86947.32950473597,82739.16147748545,1.0161643486271683
1100,100,223095.18890075656,230386.59412025523,189839.85392721195,1.1751757298880734
3600,300,228586.2745857653,309466.7172985044,174494.31468040976,1.3099926780103188
4000,100,75137.5544774826,83937.75691876149,50724.356968730186,1.4812914143751947
4900,100,58495.741569492726,60384.4116989245,54290.25884700422,1.0774629337159731
1100,100,227542.78019182413,229281.57261440984,167706.51600952525,1.3567915284752583
1100,100,220357.1767026995,274245.6408113762,185155.58999779826,1.1901189518789026
100,1000,22885079.56669871,20469245.767581187,20469245.76758122,1.1180226094575325
4900,100,80970.40636377865,86384.8508163633,70156.3045836674,1.1541429789423203
1100,100,211652.31039193313,217558.7359851572,180792.78632918344,1.1706900186081615
1100,100,213717.73276692367,225207.64952876195,171537.0688062952,1.245898243768291
3300,600,450376.66930193437,651795.2861717559,368523.92871028994,1.2221097036442152
3600,300,230822.8923887364,318007.58670945955,165677.74126313053,1.393204003319564
4900,100,61846.56549862861,64158.6269731918,43958.40781420668,1.406933703332193
1100,100,239242.40620895036,307479.19423501234,193895.2222244751,1.2338746848128945
4000,100,87999.80913199605,92049.59300612655,82739.16147748545,1.0635811091213694
4900,100,78594.1303306325,91670.35071162359,67742.26274582943,1.16019346187947
4900,100,107096.87864659849,112665.87130985013,96621.71431835281,1.1084141841422077
3600,300,228506.374593686,323978.26655593584,175578.49651866077,1.3014485208864968
4900,100,63113.47287977947,65542.35789835079,50459.111537190256,1.2507844660178464
2300,400,418909.62344091816,561819.8068268538,343708.416907888,1.2187936135214974
100,1000,22005714.78818557,19653548.59259937,19653548.59259939,1.1196815010024144
2400,900,901911.0716893979,1139884.9413318292,750262.7619359978,1.2021269313194791
4000,100,70984.0007072442,98055.38455692677,54290.25884700422,1.307490555668278
4900,100,62632.615346743274,65957.40905292689,54138.05797390288,1.156905468920499
4900,100,102484.71803930508,107291.35691307441,100419.32952364009,1.0205676389741158
4800,900,461591.23344337713,487117.3278092233,375131.3809679989,1.2304788585062518
3300,600,472190.97000024957,683329.8584397201,370649.7440860985,1.2739546634910504
3400,600,442368.88561213634,625929.1628300584,357684.9896305755,1.2367555207419358
3600,300,242801.5690030935,336201.49952945876,165335.53002000254,1.4685383654300983
4000,100,96611.80704067109,100419.4162690419,70156.3045836674,1.3770937282686153
100,1000,22128173.673804957,19736139.002300236,19736139.002300236,1.121200740997311
3600,300,221985.0632838382,329534.61123959656,168142.81199247512,1.3202173833858128
600,800,3113695.76894585,3011688.8395904293,2722753.396458766,1.1435834670137761
3300,600,455209.4456027132,718227.8986586414,350938.63956122455,1.2971197647881052
3400,600,445114.52814997366,652084.9682571053,359748.2810247427,1.237294385068541
3600,300,211528.60005980055,297748.1166897768,151790.5107443542,1.3935561519788107
4000,100,67742.453892485,75076.07262605763,52205.95982998329,1.2976000079894843
2400,900,938661.4401595402,1291510.1239339435,771479.5845205256,1.2167028901262733
2300,400,397083.3753196949,533039.3314566845,330992.4691656928,1.1996749542990883
100,1000,21618607.937323757,19325414.539858297,19325414.53985831,1.118662054712243
2900,600,523970.87280625076,691261.0009015441,419354.81542895065,1.2494690737491359
3600,300,218635.36351334024,307260.0810814487,166298.11269036902,1.3147194515695926
1700,1000,1427872.7834327677,1686291.7915459117,1204073.2804459543,1.1858686731292007
4000,100,90647.91522171255,103783.93163435253,67742.26274582943,1.3381294268516786
4800,900,537021.9930302997,562694.7115392371,385739.7922602628,1.3921871785215385
3300,600,513070.0551607405,729778.1294575864,379910.395460673,1.3505028061645965
3600,300,212076.25600406496,271478.62621832784,168494.74899986334,1.2586520189079422
3400,600,442411.14546984975,670710.5795863874,340616.91486824735,1.2988525412514438
4700,600,327605.9354479711,357780.10854955437,258750.843562544,1.2661057677625842
100,1000,22674006.062978316,20175707.012997027,20175707.012997027,1.1238270881100674
4000,100,116394.5828672649,134597.17116348023,96621.71431835281,1.2046420795615747
3600,300,229130.6361759094,283249.2455392389,167914.29484232186,1.3645689688961389
3300,600,477380.62998349307,643652.2053721659,380071.82204165147,1.2560274198153465
2400,900,912564.3007352658,1237892.611628343,757405.6701040033,1.2048553856349622
1700,1000,1387323.7099947494,1779677.3113387222,1156091.0936823168,1.2000124536691337
