P,n,Paper,Min Time,Time opt,mtsa
400,100,904643.7351525591,528687.1928203739,507243.5696873019,1.783450376138313
400,100,859454.4957216198,558443.6125105507,495279.7333801461,1.7352910644174404
2400,100,135555.94300026254,147541.6303736799,84540.59494788364,1.6034420278663535
400,100,901211.4375556061,562520.79933606,508715.97021945956,1.7715414697258756
400,100,895518.7400681559,567716.7085926993,508892.9986362169,1.7597387711523993
400,100,940283.4340239816,532660.5420419835,522059.59829983284,1.8011036231996478
2400,100,121756.27859749726,175563.76429905102,83145.65632235991,1.4643732936022782
400,100,804963.4026781541,497381.57141198544,461192.91902619443,1.7453941061754126
400,100,893543.2103354745,565000.9679329498,509177.8724939453,1.7548743938123503
1700,400,739055.297434,700133.0776000192,465017.26993420144,1.5893072047379533
2400,100,112487.28670719107,189676.57130083445,84785.99503657658,1.3267201341290409
400,100,900606.2877707934,512884.88464474643,497180.1624052545,1.8114284435924535
200,400,7125235.662371456,3975616.416267132,3952646.7944407123,1.8026492203636564
400,100,828607.9118004991,505863.1287362887,471726.9392173118,1.7565414287666574
2400,100,135293.12586671644,169199.13763259444,84815.49977270281,1.5951462436616974
3700,100,89039.45573048672,91313.93589510935,54837.142668897504,1.6237070605246553
400,100,901970.920265219,590036.8991119392,533211.8611173065,1.6915807506142209
2400,100,133040.6455203336,141426.25727884463,87009.93304997214,1.5290282483486661
2400,100,135073.84221000143,142577.6215090221,76865.48650436573,1.757275577802134
1700,400,673532.9489864552,664682.2708585794,447813.3406359373,1.5040484234569134
4700,500,314005.01563871274,323320.4166934546,218726.61253679788,1.4356049865028908
2400,100,149127.11450596995,175644.81952501892,96624.49385290666,1.5433676137335224
3900,600,426512.583320324,507997.89178435813,311827.93967793765,1.3677818086501006
200,400,6863087.073800988,3831634.55859818,3806413.395405467,1.8030325035333996
3700,100,92088.79085070033,120627.04045504905,82739.16147748545,1.1130012584882076
2400,100,123211.12741577576,133441.69458694645,82863.36040087574,1.4869192707091035
1700,400,723139.9998333089,671737.2668855736,465164.40754892025,1.5545901365148147
2400,100,113223.49428042163,154969.10502301913,78621.15653621864,1.4401148401863388
1200,1000,2840691.3643210866,2204245.026084966,1705770.4806317685,1.6653420824054688
2500,400,476021.15059840545,536456.6761224302,316211.743555257,1.5053873244755767
2400,100,124489.78092749938,184392.82727025388,101287.19980986493,1.229077130784443
3700,100,82629.6572317791,132472.28661885514,54996.32110480643,1.5024579021260684
200,400,7128380.712988894,3991934.317728013,3953897.464165822,1.8028744492221709
1900,700,1160433.0547296116,1138356.2345663877,750127.0788011146,1.5469819548232624
1700,400,726903.1745237136,661593.0667158844,459258.50399793277,1.5827756442088345
4700,500,327624.9417326646,318147.7101168856,212447.34766846854,1.5421465380868613
500,700,5032847.833503064,3087338.9424830107,2850482.8994442355,1.7656123579918086
3900,600,436884.60793938296,486427.32844865747,313626.70653439104,1.3930083084027027
1700,400,761926.6038988659,727592.4935420813,488516.59446345665,1.5596739446194219
3700,100,92732.69000632307,113234.54245008706,70156.3045836674,1.321801234495346
200,400,7038789.927911557,3924999.4225352127,3903697.2839824287,1.8031085445054813
1700,400,764750.3581212772,689602.6067862982,482460.78631073394,1.5851036598624861
500,700,4977471.4868022725,3056228.3146713143,2828007.063429684,1.7600633149642178
3700,500,389899.8217987076,502918.6193933909,276078.8820575221,1.4122768785968587
4700,500,305535.9237909071,306834.5096116236,207863.41968217265,1.4698878920498741
200,400,7485291.202936771,4207359.12509334,4152391.0529393815,1.802646019487521
1900,700,1096574.1862375925,1129200.7301733114,744212.3851130747,1.47346941299691
1200,1000,2689543.7110538147,2236020.727531373,1637795.716049949,1.6421728819394408
3700,100,83882.77867917984,92477.58807902424,56438.87549187383,1.486258858776473
1700,400,717745.623372184,674999.7178559538,449653.71078776836,1.5962186147974482
3900,600,436547.3742417289,541175.0042363318,296948.07962872845,1.4701134783816088
3600,600,474960.0345515457,563497.3202636017,337813.6013177658,1.4059825676017483
3800,600,426200.1875098859,528190.3459404078,320033.938090515,1.3317343468408778
200,400,7396272.640796662,4124116.393145309,4100916.683641238,1.8035656930804675
500,700,4976050.412561412,3071887.3487124313,2829391.3255762253,1.7586999605111198
2500,400,437834.9284444725,512625.58422087284,304513.07163243735,1.4378198154099648
3700,100,99450.0517633682,106945.02458031267,67742.26274582943,1.4680651004603602
1700,400,708863.3179699761,684466.4730818142,456231.8880502966,1.5537347049529966
1900,700,1109607.780176791,1150498.6846367544,744576.6646253224,1.4902532309888536
4700,500,340008.83314662596,345255.1715357723,237834.46181356232,1.4296028866210222
500,700,4862949.227440631,2972274.5793454368,2756021.793167797,1.7644814128451112
200,400,6889220.305190357,3857239.7238730993,3822056.541696031,1.8024904210687782
2000,800,1256242.9614958689,1266679.8523945815,816826.0189376298,1.5379565934123256
1700,400,747301.7838380669,706872.8251961727,470158.45218465343,1.589467934407284
3900,600,493731.2505269229,632174.4123495253,321462.6423128772,1.5358899776801374
3700,100,125663.81051363226,145735.1504742421,96621.71431835281,1.3005752526765408
1200,1000,2605778.7303454173,2220019.9469436216,1644678.2501916864,1.5843699094590173
200,400,6993290.603482333,3915981.6343225474,3877971.048427521,1.803337496889783
500,700,5086148.642944362,3145491.9978942135,2879545.8315440235,1.76630237561357
1700,400,775343.7434822886,710301.3221793261,491126.7010117409,1.578704114203217
4700,500,294658.13369504677,294473.15964417765,211264.77325269283,1.3947338648010548
1900,700,1124396.269494405,1078212.7913154133,725268.892938894,1.5503164142862786
3700,100,90792.87395723823,98416.39073965496,53749.206746514,1.6891946775219482
1500,400,852664.6025872364,745868.7383026924,527019.572592095,1.6178993094952578
200,400,7205865.489176524,4036545.7679688516,3996346.843569554,1.8031131358809223
500,700,5090470.0154687995,3089664.1885638977,2866844.548254553,1.775635173022575
2500,400,464717.1264612951,509960.7739356025,316311.79713326576,1.469174184058347
1500,400,778201.3837516259,729064.2344742836,507521.7860540623,1.5333359180540285
3900,600,438786.8143373296,496358.9399369684,321599.2340352436,1.3643901101121516
200,400,7526696.319849821,4206109.503038372,4174576.9585997975,1.802984205224561
500,700,5119418.13114591,3170298.9396861074,2898113.8245593295,1.7664655155234765
3700,100,82433.46768891643,124066.98928580797,54138.05797390288,1.522652839314134
4700,500,282076.72708709305,293624.37964711356,209604.39877958025,1.3457576688728017
4100,800,569190.8138215122,616674.9685499682,398451.7165549414,1.4285063664496174
1500,400,843568.9721139245,740278.3113404913,527186.328555443,1.6001343859303214
1900,700,1160279.4579676653,1182742.6641428086,757775.2188273746,1.5311657456457195
3700,500,387080.8907333719,476339.38601061096,269865.5497410276,1.4343471817904443
1200,1000,2649408.9812178737,2146269.7197227287,1610451.2116548591,1.6451345821866952
3700,100,104605.35709894719,148839.50399238066,100431.59248451471,1.0415582837151172
1500,400,821090.8178693348,726300.7971180669,520492.9711976571,1.5775252756631861
500,700,4614697.663454191,2872165.8045868916,2628493.5671103117,1.755643506682595
3900,600,421738.2918282829,508924.921908603,315394.85998267075,1.337175538787966
1500,400,864367.2981403484,791652.5747149292,553652.1403919176,1.5612100723181215
4700,500,297731.63735440804,311744.9433948363,219791.64130491056,1.354608553750111
1900,700,1134457.4628557009,1130405.3145646516,754432.7758564614,1.5037223980199173
500,700,4795515.367211422,2916547.3830421637,2710834.1461931784,1.7690183569311164
1500,400,881124.4470367848,720910.687528576,546788.8911521651,1.6114527220553534
3600,600,455784.5742291281,593363.2912470149,339762.265412257,1.341480854785605
3900,900,627790.5392214676,724246.7843542354,461700.1611913832,1.3597364523362963
3800,600,446032.58678487776,521186.27918538294,321880.04091687506,1.3857106067041443
2500,400,462107.61728057015,517115.1565789956,312295.78271859424,1.479711359717494
3500,1000,800062.5844241865,970492.0725289127,584835.5933594635,1.3680128116491634
500,700,4896686.681564975,2929733.629694331,2751936.071306081,1.779360622734592
1500,400,835260.5336531255,718637.5513331384,509607.5388928041,1.6390270353296765
1200,1000,2771516.5756310625,2217314.890920927,1681308.9177497523,1.648427928010061
3900,600,423012.9103717792,468751.3821681656,310961.5915971543,1.3603381311470308
4700,500,296892.00774602307,294171.20024915016,217783.4801866988,1.3632439315025504
1900,700,1157911.630680428,1188606.9249639974,762661.5327787709,1.518250994594622
1500,400,809093.6852532531,755174.7056233932,517062.8064570028,1.5647880202354771
4900,300,201760.1020629393,188272.5904246595,142348.1066563424,1.417371167078672
1500,400,871347.6319136184,737652.6203776839,532846.2458092739,1.6352702843767564
2000,800,1258912.661941717,1250842.5651936368,821322.3375385917,1.5327875602586591
4900,300,195503.6535469783,211177.02777789359,148288.0517849619,1.3184046266282166
1500,400,893203.5349214328,759891.3596403482,556610.2611466397,1.6047198502618283
4700,500,304647.7467394685,309377.7313730043,208871.73926399625,1.4585398092291435
1900,700,1036853.0675024253,1057628.1836344488,691708.833450082,1.4989732924630217
3900,600,434191.7854411327,515570.94821419363,306273.2891359544,1.4176612876234056
1100,300,963878.3887437799,739656.7718277852,571072.302590432,1.6878394983814595
2500,400,481951.3059834686,582997.3702634498,332191.28423515055,1.4508246569235885
1200,1000,2727926.647817304,2214436.7834795816,1679328.018810621,1.624415609851701
4900,300,183722.56223442775,186894.85437228897,143441.4983667211,1.2808187611420825
1100,300,891664.2853507753,706879.9743981357,542218.0623157,1.6444754376913664
3700,500,380505.2825766833,455992.1290313276,264042.72229897603,1.4410746839136
1100,300,963788.7868214994,705945.7550541026,574620.5340610717,1.677261304969422
1100,300,927903.9180311529,668864.7729963596,541098.098247281,1.7148534083501845
4900,300,193578.02687541806,196256.05605158175,130823.99861272547,1.4796828481635205
4800,500,311259.10705902794,309995.6789849463,218726.61253679788,1.4230509193601792
1900,700,1106812.3734317578,1037183.432161454,713377.4068929417,1.5515102703523942
4700,500,346543.76082031435,335833.78692715376,288145.1780149138,1.2026706926269575
1100,300,916801.0330710879,708682.6219040852,550285.5665208277,1.6660459384162096
3900,600,439203.51255800424,515201.6470532677,310929.9516514588,1.4125481003847948
1100,300,812730.4823826647,649854.9529788911,496768.9442542501,1.6360331936665975
4900,300,184648.7175545564,194457.71215123186,131967.49793690105,1.3991984423531645
2900,300,319327.2330151599,364248.80477943225,216613.6320170604,1.4741788411082541
1100,300,911512.378555775,679492.7317870201,544248.3688048441,1.6748095737198692
1200,1000,2713469.5961407,2105426.6576879923,1674642.5511046767,1.6203276301266571
2500,400,485084.27680750686,493894.91328065435,328073.33469129907,1.4785848940266584
1100,300,921435.5561488598,712134.2918254755,551437.3603631891,1.6709704898158904
3600,600,457389.0647170011,631753.1606074258,321693.7529311225,1.4218151908437344
2900,300,300946.41893638356,355031.61925790855,205668.92018871376,1.4632566683398098
1900,700,1138790.817953216,1072938.7814941772,724193.7029752844,1.572494780435948
4900,300,188554.27127522122,191055.62642201313,144863.04739585196,1.301603650239242
1100,300,931435.8941233015,669922.4228540502,549537.6922112352,1.6949445094027682
3900,600,402765.73210039973,451804.4223971454,298749.6734827935,1.3481712880385692
1100,300,926431.3950122143,680568.3548634684,562490.2399989661,1.647017724278944
3800,600,441023.7846888121,573386.9425028288,304762.5027768529,1.447106453944991
2900,300,300282.2802307135,402927.06550387474,217959.51291971683,1.3776975191778824
4900,300,184539.32028328194,183884.27058883943,122178.20524190378,1.5104111237999263
3200,200,188956.21171187726,186782.5024683372,126147.85095270729,1.497894813782573
2900,300,307092.05562595424,388381.10727124434,205244.10623172726,1.49622837539236
4900,500,298683.92718675325,308309.65758453595,218726.61253679788,1.3655582360217078
3200,200,200338.72787203692,249335.75550672814,134203.11770530834,1.492802337960235
4900,300,177176.81512112595,178422.3557130906,123792.0604896955,1.4312453837528152
4100,800,529740.5896609848,571070.2345405907,400645.04270175204,1.3222192544519613
1200,1000,2785813.752700771,2136185.667578497,1695613.7491074488,1.642953033476634
3200,200,226981.25611968376,283278.74673705065,137362.30372257222,1.6524275581320553
2500,400,454525.8157980581,516497.41941899835,305764.52333568246,1.4865224089423175
2900,300,317498.8232491744,384444.8590360467,208729.00799065878,1.5211054098593875
3700,500,397126.01777528523,584821.218926559,281831.25770353025,1.4090914578149392
4900,300,176706.09698861814,185725.8278836694,123365.60437395076,1.4323773460630043
3200,200,199894.45407196516,319000.45741710195,154125.95210631838,1.2969551937241237
3000,1000,960880.255619506,1108389.9290306703,682308.1922527074,1.4082789368937014
2900,300,292248.8858292,347984.87575676024,188429.59954471554,1.5509712196774448
4900,500,289970.185958629,292897.69724114996,204121.41780085766,1.4205769736595013
3200,200,173211.19462299556,278117.2498670186,112828.85828240226,1.5351674851611172
4900,300,177797.90892209028,185117.2248212232,126273.31918344137,1.4080401946494925
3200,200,202184.43406086383,240852.32665460792,120814.69562401502,1.6735086159557768
2900,300,296348.79972141667,370442.23430929607,206439.03644321673,1.4355269469731835
2000,800,1253690.4338083817,1254761.344440746,818596.7258587393,1.5315116640531543
3600,1000,777488.0370143831,981678.6983661127,568590.1602105895,1.3673962221337488
4800,500,305343.8861009179,300924.55377125536,208021.36125870878,1.4678487067545556
3200,200,170651.93432629236,199706.84124758618,123401.46322594005,1.3829004119168327
1200,1000,2794932.6337212985,2251305.8099477366,1717837.764350066,1.627006165380667
2900,300,299980.66507996345,384091.1752482174,209165.89531017517,1.4341757992387705
4900,500,294989.41919954505,300592.1442357072,199379.1984706554,1.4795395982242427
3200,200,213782.26671170068,271663.71226825536,135411.1966758538,1.5787635879435502
4600,500,319435.51800208195,330272.4530304863,222063.44861148516,1.4384876034279541
3200,200,190204.72068286003,218676.0291387635,125345.97566656888,1.517437793047469
2900,300,300364.3918422647,357711.3089102916,208445.33152839958,1.440974425475879
3900,900,671976.5706586005,796516.2294095785,474756.6673972465,1.4154126035608317
3200,200,208161.84994351267,262348.25877619215,132938.39162151166,1.5658520266754046
2500,400,448455.7111881605,550096.7942650191,310237.68387420167,1.4455230118659759
3600,600,512311.7893073426,676168.759142919,348251.1958389503,1.4710984353497025
4900,500,321279.341386566,319226.19028608775,237834.46181356232,1.3508527693451584
2900,300,304392.41201197065,337236.537749577,213358.36689615957,1.4266720187266755
4600,500,318583.5135454859,322417.21291544277,217065.76826995699,1.4676819660909173
1200,1000,2592439.3023595004,2003042.8548464002,1594022.2616407876,1.626350751018373
3600,200,152717.49433559747,164017.46159403407,112131.42306907315,1.3619509157707133
