n,Paper,Min Time,Time opt
100,221622.31254632963,223656.27217866346,135265.29081264586
200,396558.0982668131,386438.89006858604,269116.1630651557
300,695807.2959568194,696898.5007028067,418787.46853357356
400,830423.642788123,840161.1563226177,527021.1010989047
500,1082109.3335330798,1097032.4380401515,680996.5163027159
600,1215741.9915573732,1244773.201996903,810754.8085519011
700,1463748.3109153493,1481227.686531604,950163.5534493667
800,1681159.539743508,1769931.6608224055,1089104.445171647
900,1807642.4238016263,1844865.1049214827,1200423.6992387213
1000,2031108.5187866741,2123253.9948545783,1364619.9643280825
100,221018.28632403383,241536.55251570637,132074.989704219
200,460727.5735795533,482330.1028333743,286300.63034636714
300,633454.1838606541,647607.4285727295,397627.7838515522
400,775465.5342925392,801143.6743497711,507523.35085060494
500,1018485.7000837184,1036062.7051623937,665670.2079130015
600,1336684.8123576369,1333319.7346683405,815431.7444397591
700,1398832.836439151,1449105.8849308067,942671.6432391971
800,1641905.6024488118,1693769.378552497,1095099.5263733587
900,1919123.0726319468,2004392.7318691472,1234370.7532900288
1000,2064289.659963036,2168085.3568228204,1310240.3597236935
100,258382.45959796346,259835.7446040894,135658.01263896248
200,471245.10423278785,473515.29210810654,270786.78148973774
300,655083.3624051501,647820.2370716251,421389.488612118
400,815549.5540908928,838043.345016496,527187.772134673
500,1005870.1005245108,1044514.0751581679,651307.2591571598
600,1305839.5409453467,1316990.4509864664,772067.1869807383
700,1430409.2361723469,1474139.0077489677,943133.0399483171
800,1692564.052332932,1748466.655192256,1091465.3616880602
900,1837277.2779128056,1872351.130229735,1211852.363587291
1000,2125572.9172189436,2185969.1689208844,1315746.4593939313
100,244509.13119104932,254021.85210005462,135705.1697686514
200,525491.0951857774,529060.0905488936,273914.3536612017
300,662296.1149333654,643578.2021118881,396806.42035697633
400,805281.779396767,839312.151717613,520494.5536820677
500,1139718.2184802017,1156549.4122987846,695185.5852770898
600,1382314.6139825666,1381965.2350962113,835805.1314059657
700,1416316.136888271,1436543.0295067434,918676.5189244791
800,1628650.642339525,1702854.4304542919,1036908.9392987158
900,1904428.1668903776,1951761.9954767255,1209448.2505834908
1000,2057696.362812831,2117184.7842514943,1288364.8317448634
100,202757.91790850466,207133.21345857086,139216.24898405053
200,418202.8167003469,425472.41496430745,237157.78073003114
300,644285.3152469582,648677.2631827836,403543.909616375
400,853283.1041414612,872792.824664217,553653.6355748439
500,1079804.3005087543,1083267.7223249215,661964.7892956203
600,1272548.3286005137,1306246.7390740667,836160.2278643675
700,1513001.9079937302,1561072.9164146623,959851.1308079761
800,1614293.7091398796,1646770.89995451,1047142.9112615727
900,1732614.5900549395,1878150.390948671,1188122.4972721045
1000,2109436.273721139,2184418.0654108413,1345050.931590255
100,217306.49834424417,221409.22894805917,122985.20677022553
200,407035.28351282194,409244.7986640347,257738.67159940107
300,583397.4935553918,608067.1264969216,364298.3991424273
400,820655.2143357113,855420.3306560251,546790.4404012962
500,983813.7107299695,1042917.4443590064,656762.2775112868
600,1234674.7634724493,1275403.7250934697,820028.8905563497
700,1435864.9546450672,1463098.1282071248,955617.3377585586
