Time,Waiting Queue,Processors Queue,Number of available processors
0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",[],1500
217,"[1, 3, 5, 7, 9, 10, 11, 12]","[2, 4, 6, 8, 13]",452
1298,"[3, 5, 7, 9, 10, 11, 12, 17]","[2, 4, 6, 13, 1]",452
1416,"[5, 7, 9, 10, 11, 12]","[2, 4, 6, 13, 3, 17]",360
3108,"[7, 9, 10, 11, 12]","[2, 4, 6, 13, 17, 5]",360
7558,"[9, 10, 11, 12]","[2, 4, 6, 13, 17, 5]",360
8401,"[10, 11, 12]","[4, 6, 13, 17, 5, 9]",360
9242,"[11, 12]","[4, 13, 17, 5, 9, 10]",360
10314,[12],"[4, 13, 17, 5, 9, 11]",360
10664,[],"[4, 13, 17, 9, 11, 12]",360
11940,"[14, 16]","[4, 13, 17, 9, 11]",690
14039,[21],"[4, 13, 17, 11, 14, 16]",683
14795,[],"[4, 17, 11, 14, 16, 21]",398
16086,[25],"[4, 17, 11, 14, 21]",728
16272,[],"[4, 17, 11, 14, 21]",728
17663,"[22, 23]","[4, 17, 14, 21]",1058
21578,[],"[4, 17, 14, 22, 23]",1338
53686,[36],"[4, 14, 22, 23]",1430
97919,[35],"[4, 14, 23, 36]",1470
121054,"[15, 18, 19, 20]","[14, 23, 36, 35]",1471
121062,"[20, 26, 38]","[14, 23, 36, 35, 15, 18]",1136
126431,"[28, 32]","[14, 23, 36, 35, 15, 18, 38, 26]",1077
131090,"[30, 31, 33]","[14, 23, 36, 35, 15, 38, 26, 28, 32]",914
134869,[],"[14, 23, 36, 35, 15, 38, 26, 32, 30, 33, 31]",899
137414,"[27, 29]","[14, 23, 36, 35, 38, 26, 32, 30, 33, 31]",904
139541,[],"[14, 23, 36, 35, 38, 26, 32, 30, 33, 31, 27]",899
141157,[],"[14, 23, 36, 35, 38, 26, 32, 30, 33, 27]",1229
147436,[],"[14, 23, 36, 35, 38, 26, 30, 33, 27]",1392
171152,"[34, 37]","[14, 36, 35, 38, 26, 30, 33, 27]",1397
182383,[],"[14, 36, 35, 38, 26, 30, 27, 34, 37]",1233
192923,[],"[14, 36, 35, 38, 26, 30, 27, 34]",1384
199647,[],"[14, 36, 35, 26, 30, 27, 34]",1436
237081,"[39, 41]","[14, 36, 35, 30, 27, 34]",1443
278096,[24],"[36, 35, 30, 27, 34, 39, 41]",1429
280298,[],"[36, 35, 30, 27, 34, 39, 41]",1429
283131,[],"[36, 35, 27, 34, 39, 41]",1438
284698,[],"[36, 35, 27, 34, 41]",1449
439289,[40],"[36, 35, 27, 41]",1468
441140,[42],"[36, 27, 41, 40]",1150
450234,[],"[36, 27, 41, 42]",1150
453086,"[49, 58]","[36, 27, 41]",1480
453737,[],"[36, 27, 41, 49]",1205
454647,[],"[36, 27, 41]",1480
699129,[],"[36, 27]",1490
713626,"[46, 47]",[27],1495
720544,[],"[27, 47]",1466
742841,[59],[27],1495
744342,[],[27],1495
821004,"[43, 44, 45, 48]",[],1500
822718,"[48, 50, 56, 57, 65]","[43, 45]",840
826442,"[50, 55, 66]","[43, 48, 56, 65, 57]",446
827592,[66],"[43, 48, 56, 57, 50, 55]",423
827687,[],"[43, 48, 56, 57, 50, 55]",423
828296,"[53, 54, 61]","[48, 56, 57, 50, 55]",753
828475,[54],"[48, 56, 57, 55, 53, 61]",423
832395,[],"[48, 57, 55, 53, 61, 54]",423
837362,[],"[48, 57, 55, 53, 61]",753
839384,[],"[48, 57, 55, 53]",1083
839851,[],"[48, 57, 55]",1413
885185,[],"[48, 57]",1436
906085,[75],[48],1485
906830,[],[48],1485
988720,"[51, 52, 60, 62, 63, 64]",[],1500
989697,[62],"[60, 63, 52, 64]",459
993188,[],"[63, 52, 64, 62]",459
994526,[71],"[63, 52, 64]",789
995863,"[69, 72]","[63, 52, 71]",1051
998555,[],"[63, 52, 71, 69]",807
999656,"[67, 73]","[52, 71, 69]",1137
1000286,[82],"[52, 71, 69, 67]",1121
1004735,"[68, 70, 74]","[71, 69, 67, 82]",842
1005033,[77],"[69, 67, 82, 68, 74, 70]",102
1006782,[],"[67, 82, 68, 74, 70, 77]",323
1012118,[],"[67, 68, 74, 70, 77]",653
1012374,[],"[67, 74, 70, 77]",983
1014124,[85],"[67, 70, 77]",1313
1019051,[],"[67, 70, 77]",1313
1032364,[],"[67, 70]",1336
1035930,"[76, 78, 81]",[67],1484
1045711,[],"[67, 76, 81]",1146
1046417,[93],"[67, 81]",1476
1052869,"[79, 80, 83, 84]","[81, 93]",1162
1054137,[84],"[81, 79, 83, 80]",750
1059119,"[96, 99]","[81, 83, 80, 84]",750
1060652,[],"[81, 83, 80, 84, 96]",420
1061626,[],"[81, 83, 80, 96]",750
1062108,[87],"[81, 83, 96]",1080
1062453,"[86, 88, 89, 91, 98]","[81, 96, 87]",832
1063040,"[88, 109]","[81, 96, 87, 86, 98, 91]",475
1063351,[],"[81, 96, 87, 86, 98, 91, 109]",470
1064636,[],"[81, 96, 87, 98, 91, 109]",800
1068730,[],"[81, 87, 98, 91, 109]",1130
1069098,[],"[81, 98, 91, 109]",1460
1130282,"[100, 101]","[81, 98, 109]",1472
1131126,[],"[81, 109, 100, 101]",1149
1134753,[],"[81, 109, 100]",1479
1567525,[116],"[81, 109]",1487
1589094,[],"[81, 109]",1487
1666480,"[90, 92, 94, 95, 97]",[109],1495
1667302,[95],"[109, 90, 94, 92]",783
1671363,"[103, 108]","[109, 94, 92, 95]",1080
1673376,"[104, 110]","[109, 94, 95, 103, 108]",745
1676130,[],"[94, 95, 103, 108, 104, 110]",90
1681006,[],"[94, 95, 103, 108, 110]",420
1681187,[],"[94, 95, 103, 108]",750
1681809,[],"[94, 95, 108]",1080
1682726,[115],"[94, 95]",1410
1689032,[107],"[95, 115]",1225
1696076,[129],"[95, 107]",1425
1697418,[],"[95, 129]",1456
1764622,"[102, 105, 106]",[129],1489
1771476,[],"[129, 102, 105]",1407
1817408,"[111, 114]","[129, 102]",1483
1825318,[121],"[129, 102, 111]",1248
1829915,[120],"[129, 102, 121]",1153
1835998,[133],"[129, 102, 120]",1401
1840251,"[143, 148]","[129, 102, 120]",1401
1841805,[161],"[129, 102, 120, 143]",1396
1851196,[],"[129, 102, 120, 143]",1396
1876428,[],"[129, 102, 143]",1478
1888479,"[112, 113, 117, 118]","[129, 143]",1484
1890284,"[118, 124, 126]","[129, 143, 112, 117]",824
1891307,[],"[129, 143, 112, 117, 118, 126]",444
1892073,[],"[129, 143, 117, 118, 126]",774
1898736,"[122, 123, 128, 130]","[129, 143, 118, 126]",1104
1899906,"[130, 119, 125, 127, 131]","[129, 143, 126, 122, 128, 123]",1144
1901797,"[119, 127]","[129, 143, 126, 122, 128, 123, 125, 131]",484
1907619,[127],"[129, 143, 126, 122, 128, 123, 125, 119]",484
1908469,[],"[129, 143, 126, 122, 128, 123, 125, 127]",484
1909526,[139],"[129, 143, 126, 122, 128, 125, 127]",532
1911415,[137],"[129, 143, 126, 122, 128, 127, 139]",847
1912425,"[136, 138, 141]","[129, 143, 126, 122, 128, 139, 137]",875
1913657,[],"[129, 143, 126, 122, 128, 139, 137, 141, 138]",712
1916394,[146],"[129, 143, 126, 122, 128, 139, 141, 138]",1014
1919619,[],"[129, 143, 126, 128, 139, 141, 138, 146]",1074
1919858,[152],"[129, 143, 126, 128, 139, 138, 146]",1193
1924175,[],"[129, 143, 126, 128, 139, 138, 146]",1193
1924522,[134],"[129, 143, 126, 139, 138, 146]",1367
1941079,"[132, 140]","[129, 143, 139, 138, 146, 134]",1365
1946973,[],"[129, 143, 139, 138, 146, 134, 132]",1035
1948299,[147],"[129, 143, 139, 138, 146, 134]",1365
1959979,[],"[129, 143, 139, 138, 146, 134]",1365
1967864,[149],"[129, 143, 139, 146, 134]",1409
1978480,[168],"[129, 143, 139, 146, 134]",1409
1996601,[135],"[143, 139, 146, 134, 168]",1415
1997958,[145],"[143, 139, 146, 168, 135]",1457
2008989,[],"[139, 146, 168, 135, 145]",1454
2043464,"[150, 151]","[139, 146, 168, 145]",1464
2043636,"[154, 159, 163, 165]","[139, 146, 168, 145, 151]",1134
2045607,[165],"[139, 146, 168, 145, 151, 154, 163]",799
2046972,[],"[139, 146, 168, 145, 151, 154, 163]",799
2047140,[],"[139, 146, 168, 145, 151, 154]",1129
2047974,[],"[139, 146, 168, 145, 154]",1459
2271031,"[142, 144]","[146, 168, 145, 154]",1474
2273824,[157],"[146, 168, 145, 154, 144]",1144
2281654,"[155, 156]","[146, 168, 145, 154, 157]",1204
2283648,[],"[146, 168, 145, 154, 157, 156]",993
2288873,[],"[146, 168, 145, 154, 157]",1204
2290355,[],"[146, 168, 145, 154]",1474
2421463,"[153, 162, 164, 166]","[146, 168, 154]",1482
2422540,[166],"[146, 168, 154, 153, 162]",1382
2428676,[],"[146, 168, 154, 153, 162]",1382
2468810,[],"[146, 168, 154, 153]",1476
2497475,"[158, 160, 167, 169]","[168, 154, 153]",1484
2507465,[169],"[168, 154, 153, 158, 167]",844
2508416,"[172, 185]","[168, 154, 153, 167, 169]",824
2509180,"[175, 178, 189]","[168, 154, 153, 169, 172, 185]",494
2509190,"[178, 189]","[168, 154, 153, 169, 172, 185]",494
2509783,[189],"[168, 154, 153, 169, 172, 185]",494
2510872,"[174, 176, 184, 187]","[168, 154, 153, 172, 185, 189]",494
2510977,"[176, 187]","[168, 154, 153, 172, 185, 189, 184]",488
2511523,[187],"[168, 154, 153, 172, 189, 184, 176]",488
2511685,[],"[168, 154, 153, 172, 184, 176, 187]",488
2513457,[],"[168, 154, 153, 184, 176, 187]",818
2515177,[],"[168, 154, 153, 184, 187]",1148
2521505,[],"[168, 154, 153, 184]",1478
2808661,"[180, 183, 186]","[168, 153, 184]",1483
2812177,[191],"[168, 153, 184, 180, 186]",992
2813813,[],"[168, 153, 184, 186, 191]",992
2818204,[],"[168, 153, 184, 191]",1153
2824428,[],"[168, 153, 184]",1483
2836733,"[170, 171, 173, 177, 179, 188]","[153, 184]",1488
2837746,[177],"[153, 184, 170, 173, 171, 188]",900
2839497,[194],"[153, 184, 170, 173, 171, 188]",900
2839825,[],"[153, 184, 170, 173, 171, 194]",1161
2847037,[],"[153, 184, 170, 173, 194]",1273
2850417,[],"[153, 184, 173, 194]",1375
2876422,[],"[153, 173, 194]",1381
2892659,[],"[153, 173]",1450
2949957,[192],[153],1494
2955051,[],[153],1494
3264956,"[181, 182]",[],1500
3266744,[],[181],1452
3330513,"[190, 193, 195, 196, 197]",[],1500
3336972,[196],"[195, 197, 193]",910
3337999,[],"[197, 193, 196]",910
3339167,[],"[197, 193]",1240
3343736,[],[193],1468
3442512,"[198, 199]",[],1500
3448333,[],[199],1170
3450642,[],[],1500
