Time,Waiting Queue,Processors Queue,Number of available processors
0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",[],1500
689,"[1, 3, 5, 7, 8, 9, 11, 12, 13]","[2, 4, 6, 10]",210
3701,"[1, 3, 5, 7, 8, 9, 11, 13]","[2, 4, 6, 12]",355
6142,"[3, 5, 7, 8, 9, 11, 13]","[2, 4, 6, 1]",275
6521,"[3, 5, 7, 8, 9, 11]","[2, 4, 6, 13]",291
12385,"[3, 5, 7, 8, 9, 11]","[2, 4, 13]",781
14018,"[5, 7, 9, 11]","[2, 4, 3, 8]",308
14834,"[5, 7, 9, 11, 17]","[2, 4, 3]",657
15488,"[7, 9, 11, 17]","[2, 4, 5]",578
21858,"[9, 11, 17, 14]","[2, 4, 5]",578
22825,"[11, 17, 14, 16]","[4, 5, 9]",226
23096,"[11, 17, 14, 16]","[4, 9]",689
28150,"[11, 17, 14, 21]","[4, 16]",854
31835,"[17, 14, 21, 25]","[4, 11]",420
33454,"[17, 14, 21]","[4, 11]",420
35641,"[17, 14, 21, 22, 23]",[4],1162
44281,"[17, 21, 23, 15, 18, 19, 20]","[14, 22]",338
44509,"[17, 21, 23, 18, 20, 26, 38]","[14, 22, 15]",278
51422,"[17, 21, 23, 18, 20, 26, 38]","[14, 22]",338
69903,"[17, 21, 23, 18, 20, 26, 38]",[14],794
108635,"[17, 21, 18, 20, 38]","[14, 23]",375
119531,"[17, 21, 18, 20, 38]",[14],794
121557,"[17, 21, 18, 38, 24]",[20],996
123671,"[17, 18, 38, 24, 28]",[21],590
127083,"[17, 18, 38, 24]",[28],1079
132950,"[17, 38, 24, 27, 30, 33, 34]",[28],1079
136878,"[17, 24, 27, 30, 34]","[38, 33]",552
151634,"[17, 24, 30, 34]","[38, 27]",403
164184,"[17, 24, 30, 34]",[27],1068
166466,"[17, 30, 34]",[27],1068
215212,"[17, 34]",[27],1068
303075,"[17, 40]",[27],1068
312620,[17],[27],1068
381767,"[17, 44, 48]",[],1500
400126,"[44, 48, 29, 31, 32, 35, 36, 37]",[],1500
402140,"[48, 31, 32, 35, 36, 37]",[29],1072
403380,"[31, 32, 35, 36, 37]",[48],486
456648,"[31, 32, 35, 36, 37]",[],1500
462733,"[32, 35, 36, 37, 41]",[],1500
476087,"[35, 37, 41, 43, 45]",[36],792
488434,"[35, 41, 43, 45, 39]",[36],792
496914,"[35, 43, 39, 51]","[36, 41]",439
513803,"[35, 43, 51]","[36, 41]",439
518019,"[35, 43]","[36, 41]",439
644398,"[35, 43]",[36],792
654660,[35],[36],792
673352,"[35, 46, 47]",[],1500
785588,"[46, 47, 42]",[],1500
788784,"[50, 53, 60, 61, 64]","[42, 47]",712
793237,"[50, 53, 61, 64]","[42, 47]",712
798804,"[50, 53, 64, 55, 57, 62, 66]","[42, 61]",367
799973,"[50, 53, 64, 57, 62]","[42, 61, 55]",56
800455,"[50, 53, 64, 57, 62, 49, 52, 54, 56, 58, 59, 63, 65]","[61, 55]",586
803604,"[50, 53, 64, 57, 62, 54, 56, 58, 59, 63, 65]","[61, 55, 52]",354
805360,"[50, 53, 64, 57, 62, 54, 56, 58, 59, 63, 65]","[55, 52]",957
807059,"[53, 64, 57, 62, 54, 56, 58, 59, 63, 65]","[55, 52]",957
810023,"[53, 64, 57, 54, 56, 58, 59, 63, 65]","[55, 62]",234
810397,"[53, 64, 57, 54, 56, 58, 59, 63, 65]",[55],1189
818312,"[64, 57, 54, 56, 58, 59, 63, 65]",[55],1189
822380,"[57, 54, 56, 58, 59, 63, 65]",[64],445
822566,"[57, 54, 56, 59, 63, 65, 69, 72]",[58],1120
823507,"[57, 56, 59, 63, 65, 69, 72]",[54],648
826221,"[57, 56, 63, 65, 69, 72]",[54],648
829597,"[57, 56, 63, 69, 72]",[65],937
830057,"[57, 56, 63, 72, 71, 74]",[69],890
834168,"[57, 56, 63, 74]","[69, 71]",461
835367,"[57, 56, 63, 74, 77]",[69],890
838703,"[57, 56, 63, 74]",[77],977
845137,"[57, 56, 63, 74]",[],1500
873147,"[56, 63, 74, 75]",[],1500
876341,"[63, 74]",[56],314
878533,"[63, 74, 68, 70]",[],1500
884358,"[74, 68, 70, 67, 73]",[],1500
888947,"[68, 70, 67, 73]",[],1500
890188,"[70, 82]","[68, 67]",835
901069,"[70, 85]","[67, 82]",834
902642,[70],"[67, 85]",942
908606,"[70, 79, 84]",[85],1192
910682,"[79, 84]",[70],527
916298,[79],[70],527
921521,"[79, 76, 78, 80, 81, 83]",[],1500
926038,"[76, 78, 80, 81, 86, 88, 91]",[79],610
926193,"[76, 78, 80, 81, 91, 99]","[86, 88]",1140
928017,"[78, 80, 81, 91]","[86, 76, 99]",268
931629,"[78, 80, 81, 91]","[76, 99]",525
931716,"[78, 80, 81]","[76, 91]",305
934920,"[78, 80, 81]",[91],1098
942833,"[80, 81, 93, 96, 98]",[91],1098
947689,"[81, 93, 98, 87, 89]","[91, 96]",989
948952,"[81, 93]","[91, 96, 98, 87]",496
955245,"[81, 93, 100, 101]","[96, 98, 87]",898
