Time,Waiting Queue,Processors Queue,Number of available processors
0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]",[],5000
476,"[1, 3, 7, 9, 11, 13, 14, 15, 16, 19, 22]","[0, 2, 6, 8, 10, 12, 17, 20, 5, 18, 21]",1142
1953,"[3, 7, 9, 11, 13, 14, 15, 16, 19, 22]","[0, 2, 6, 10, 12, 17, 20, 5, 18, 21, 1]",1142
2889,"[7, 9, 11, 13, 14, 15, 16, 19, 22]","[0, 2, 6, 12, 17, 20, 5, 18, 21, 1, 3]",1142
3047,"[9, 11, 13, 14, 15, 16, 19, 22]","[0, 2, 6, 12, 17, 20, 5, 18, 21, 3, 7]",1142
3206,"[11, 13, 14, 15, 16, 19, 22]","[0, 2, 6, 12, 17, 20, 5, 18, 21, 3, 7]",1142
3727,"[13, 14, 15, 16, 19, 22, 32]","[0, 2, 12, 17, 20, 5, 18, 21, 3, 7, 11]",1142
4413,"[14, 15, 16, 19, 22, 32]","[0, 2, 12, 17, 20, 5, 18, 21, 3, 7, 11]",1142
5495,"[15, 16, 19, 22]","[0, 2, 12, 17, 20, 5, 18, 21, 7, 11, 14, 32]",1617
5654,"[16, 19, 22]","[0, 2, 12, 17, 20, 5, 18, 21, 7, 11, 32, 15]",1095
6141,"[16, 19, 22]","[0, 2, 12, 17, 20, 5, 18, 21, 7, 32, 15]",2195
6418,"[19, 22]","[0, 2, 12, 17, 20, 5, 18, 21, 32, 15, 16]",2195
6594,[22],"[0, 2, 12, 17, 20, 5, 18, 21, 32, 16, 19]",2195
6949,[35],"[0, 2, 12, 17, 20, 5, 18, 21, 32, 16, 22]",2195
7180,[],"[0, 2, 12, 17, 20, 5, 18, 21, 32, 16, 35]",2195
7309,[28],"[0, 2, 12, 17, 20, 5, 18, 21, 32, 35]",3295
7858,[],"[0, 2, 12, 17, 20, 5, 18, 21, 32, 28]",3295
10569,[59],"[0, 2, 12, 17, 20, 5, 18, 21, 32]",4395
