Time,Waiting Queue,Processors Queue,Number of available processors
0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",[],1500
5139,"[1, 3, 5, 7, 9, 11, 13, 15, 16, 17, 18, 19]","[0, 2, 4, 6, 8, 12, 14]",339
7827,"[3, 5, 7, 9, 11, 13, 15, 16, 17, 18, 19]","[0, 2, 4, 6, 8, 14, 1]",339
10100,"[5, 7, 9, 11, 13, 15, 16, 17, 18, 19]","[0, 4, 6, 8, 14, 1, 3]",339
11972,"[7, 9, 11, 13, 15, 16, 17, 18, 19]","[0, 4, 6, 8, 14, 3, 5]",339
14246,"[9, 11, 13, 15, 17, 18, 19]","[0, 4, 6, 8, 14, 5, 7, 16]",552
15985,"[11, 13, 15, 17, 18, 19]","[0, 4, 6, 8, 14, 7, 16, 9]",552
17007,"[13, 15, 17, 18, 19]","[4, 6, 8, 14, 7, 16, 9, 11]",506
21967,"[15, 17, 18, 19]","[4, 6, 8, 14, 7, 16, 9, 11]",506
22710,"[17, 18, 19]","[4, 6, 8, 14, 7, 16, 9, 15]",506
24198,"[18, 19]","[4, 6, 8, 14, 7, 16, 15, 17]",506
24837,"[19, 24]","[4, 8, 14, 7, 16, 15, 17, 18]",273
30380,"[19, 24, 22]","[4, 8, 14, 7, 16, 17, 18]",603
32286,"[24, 22]","[4, 8, 14, 7, 16, 17, 19]",603
34180,[22],"[4, 8, 14, 7, 16, 19, 24]",603
35632,[],"[4, 8, 14, 7, 16, 19, 22]",603
37449,[],"[4, 8, 14, 7, 16, 22]",933
44791,[],"[4, 8, 14, 7, 16]",1263
58755,"[29, 31, 32]","[4, 8, 14, 7]",1369
63571,[37],"[8, 14, 7, 29, 32, 31]",478
63740,[],"[8, 14, 7, 32, 31, 37]",478
65347,[],"[8, 14, 7, 31, 37]",808
70059,[],"[8, 14, 7, 31]",1138
71910,[],"[8, 14, 7]",1468
266491,"[30, 34, 35, 36]","[8, 14]",1479
268236,[36],"[8, 14, 35, 34]",819
271272,[],"[8, 14, 35, 34]",819
276189,[],"[8, 14, 35]",1149
279390,[47],"[8, 14]",1479
368517,[],"[8, 14]",1479
529786,[27],[14],1490
534966,[],[14],1490
735560,"[20, 21, 23, 25, 26, 28, 33]",[],1500
736983,"[25, 28, 43, 52]","[20, 26, 33, 21]",500
737706,"[28, 43, 52]","[20, 26, 33, 21]",500
739361,"[43, 52]","[20, 26, 33, 28]",500
740167,[52],"[20, 33, 28, 43]",500
741185,[],"[20, 33, 28, 43]",500
743553,"[44, 45, 48, 51]","[20, 33, 43]",830
743816,"[45, 51, 39, 49]","[33, 43, 44, 48]",500
744396,"[51, 39, 49]","[33, 43, 48, 45]",500
745596,"[39, 49, 60]","[33, 43, 48, 45]",500
748879,"[49, 60]","[33, 48, 45, 39]",500
752500,"[60, 53]","[33, 48, 45, 49]",500
752826,[],"[33, 48, 45, 49, 53]",376
753642,"[38, 40, 41, 42, 46, 50]","[48, 45, 49, 53]",386
755210,"[40, 41, 42, 46, 50]","[45, 49, 53, 38]",386
755678,"[41, 42, 46, 50]","[49, 53, 38, 40]",386
755821,"[42, 46, 50]","[49, 53, 38, 40]",386
756762,[46],"[49, 53, 40, 42, 50]",334
760190,"[56, 61]","[53, 40, 42, 50, 46]",334
760487,[],"[53, 40, 42, 50, 56, 61]",345
761171,[58],"[53, 42, 50, 56, 61]",675
763323,[],"[53, 42, 50, 56, 61]",675
766252,[],"[53, 42, 50, 61]",984
772874,"[55, 57]","[53, 50, 61]",1215
778610,[],"[53, 50, 61, 57]",885
778785,[66],"[53, 50, 61]",1215
778837,[],"[53, 50, 61]",1215
781499,[70],"[50, 61]",1339
789951,"[54, 59, 62, 63]","[61, 70]",1478
794603,[63],"[61, 70, 54, 59]",930
799581,"[65, 71]","[61, 70, 54, 63]",930
