Time,Waiting Queue,Processors Queue,Number of available processors
0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",[],1500
7144,"[1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",[0],918
8818,"[3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[1, 4]",643
12942,"[5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]","[4, 3, 11]",549
16482,"[5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]","[4, 3, 6]",386
17180,"[5, 7, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]","[3, 6, 8]",419
19568,"[5, 7, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]","[3, 8]",806
19950,"[5, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]","[8, 7]",381
23341,"[5, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",[8],1186
26674,"[9, 10, 12, 13, 14, 15, 16, 17, 18, 19]",[8],1186
30667,"[10, 12, 13, 14, 15, 17, 18, 19]","[9, 16]",482
37974,"[10, 12, 13, 14, 15, 17, 18, 32]","[9, 19]",491
38562,"[10, 12, 13, 14, 15, 17, 18, 32]",[19],1042
40828,"[12, 13, 14, 15, 17, 18, 32, 34]",[10],470
41846,"[12, 13, 14, 15, 17, 18, 32, 34, 35]",[],1500
45601,"[13, 14, 15, 17, 18, 32, 34]",[35],1050
56149,"[13, 15, 17, 18, 32, 34]",[14],769
56321,"[13, 17, 18, 32, 34, 23, 25, 26, 33]",[15],770
58240,"[13, 17, 32, 34, 23, 25, 26]","[15, 18]",118
61543,"[13, 17, 32, 34, 23, 25, 26, 30]",[15],770
63369,"[13, 17, 32, 34, 25, 26]","[15, 23]",576
63751,"[13, 17, 32, 34, 26, 22]","[23, 25]",1000
64666,"[13, 17, 34, 26, 22]","[23, 32]",353
65339,"[13, 17, 34, 26, 22]",[32],547
68290,"[13, 17, 34, 26, 22]",[],1500
70609,"[17, 34, 26, 22, 20, 21, 24, 27]",[],1500
74796,"[34, 26, 22, 20, 21, 24, 27, 28, 29, 31, 36, 37]",[],1500
81522,"[26, 22, 20, 27, 28, 29, 31, 36, 37]","[34, 24]",427
81604,"[26, 22, 20, 27, 28, 29, 31, 37]","[24, 36]",1143
82882,"[22, 20, 27, 28, 29, 31, 37]","[24, 26]",488
84688,"[22, 20, 27, 28, 29, 31, 37]",[26],623
85067,"[20, 27, 28, 29, 31, 37]",[22],884
92106,"[27, 28, 29, 31, 37, 50]",[22],884
95735,"[27, 29, 31, 37, 50, 47]",[28],992
99684,"[27, 31, 37, 50, 47]",[29],994
102233,"[27, 31, 37, 47, 40, 49]",[50],1004
105349,"[27, 31, 37, 40, 49]",[50],1004
110735,"[27, 31, 37, 49]",[40],1061
114269,"[27, 31, 37, 49]",[],1500
117093,"[31, 37, 49, 39, 41, 46, 48, 51]",[],1500
122290,"[37, 49, 39, 41, 46, 48, 51, 42, 44, 52]",[],1500
122880,"[49, 39, 46, 48, 51, 42, 44, 52]",[37],253
125181,"[49, 39, 46, 48, 51, 42, 52, 38, 43, 45]",[44],1332
126099,"[39, 46, 48, 51, 42, 52, 38, 45]","[49, 43]",272
