p,Paper,Min Time,Time opt
500,3357414.158673743,3432705.141931689,2042989.5489081475
1000,1818761.1607049536,2355658.2811492933,1021494.7744540737
1500,1141879.5296863061,1548422.9376778686,680996.5163027159
2000,824282.8703443696,1118664.3570487609,510747.3872270369
2500,651561.3118816974,853856.0228617643,408597.9097816295
3000,549452.1904821367,692518.7792745542,340498.25815135794
3500,470435.40079625923,605726.4165931741,321777.08869961277
4000,418435.23797006515,519577.87775619444,321777.08869961277
4500,386164.2326518429,468596.16401078005,321777.08869961277
5000,367419.98316583736,429328.3459213224,321777.08869961277
500,3200997.144279241,3308106.557998632,1997010.6237390046
1000,1813936.7416260527,2306245.463437686,998505.3118695023
1500,1155102.2705018048,1539520.736142672,665670.2079130015
2000,833414.9916280273,1109310.4486637907,499252.65593475115
2500,636518.4848333856,840799.2687788758,399402.12474780093
3000,529470.0406296154,705191.1935213666,332835.10395650077
3500,453992.6293410046,601125.9084397495,298332.421451539
4000,413014.3571357086,517227.63140294136,298332.421451539
4500,369552.1455818189,453888.4733898623,298332.421451539
5000,363007.3199854497,421502.9381429533,298332.421451539
500,3105409.4594479743,3243531.0478166444,1953921.7774714797
1000,1788775.2100759165,2271434.165338264,976960.8887357399
1500,1112130.007716972,1461033.641579454,651307.2591571598
2000,799363.2041497473,1042723.8267074351,488480.44436786993
2500,627997.1663102342,823413.6842820611,390784.35549429595
3000,519705.53450900933,670943.7818143725,325653.6295785799
3500,446930.9548794658,571413.6122298826,309836.5766629346
4000,401868.84027331806,501476.2718862306,309836.5766629346
4500,375341.31008008204,452451.3821284843,309836.5766629346
5000,356100.3269241881,417715.58840328647,309836.5766629346
500,3383932.1571790907,3437003.621589701,2085556.7558312695
1000,1876934.125024786,2305519.121692536,1042778.3779156348
1500,1197724.6405162427,1580345.8845366554,695185.5852770898
2000,861198.4116573364,1104912.3567202548,521389.1889578174
2500,668186.4499913137,870817.6894428873,417111.3511662539
3000,559427.8596753586,721576.7535112808,347592.7926385449
3500,489507.9563880289,602595.29507755,334650.46987689164
4000,440543.7897168225,527501.4477353249,334650.46987689164
4500,407611.3212160185,474779.91399519466,334650.46987689164
5000,390983.6606497897,439482.62035484397,334650.46987689164
500,3143165.4024506635,3249580.292067826,1985894.3678868609
1000,1832852.2241113517,2237402.0071599376,992947.1839434304
1500,1142287.332715663,1504222.029991183,661964.7892956203
2000,827415.8427233807,1103986.0138170447,496473.5919717152
2500,634201.1152914222,849796.0934656619,397178.8735773722
3000,547488.2973782528,705941.3002337989,330982.39464781014
3500,472729.6035946,602474.4074307297,304678.98303900176
4000,417780.78446024226,526936.257903195,304678.98303900176
4500,374427.8750967173,477657.45019614464,304678.98303900176
5000,356816.42274963285,437395.0159370955,304678.98303900176
500,3156550.501678031,3227711.0971980086,1970286.83253386
1000,1874301.2569560767,2272514.805773123,985143.41626693
1500,1143617.714968626,1510561.2159845643,656762.2775112868
2000,813780.5783034263,1091969.3897364044,492571.708133465
2500,636361.8380446767,836195.9894524362,394057.36650677206
3000,534361.876378682,674034.8823577208,328381.1387556434
3500,460532.2394493213,581041.6278221618,281469.54750483716
4000,407000.5992378653,498624.77804788016,278495.88996852713
4500,369005.91134463635,462226.52392657363,278495.88996852713
5000,353135.30951974547,415010.90328760416,278495.88996852713
500,3194478.3189367475,3360304.035286536,2066046.8666066553
1000,1872565.126376504,2329745.908599929,1033023.4333033276
1500,1159999.553887096,1555225.3415424835,688682.2888688851
2000,839899.929238282,1127948.219165794,516511.7166516638
2500,654985.189431948,854686.5357718505,413209.37332133105
3000,543681.820893634,697756.8709423639,344341.14443444257
3500,479811.1125748813,598531.1066834928,308852.5170222417
4000,415599.7317833345,521126.33206473506,308852.5170222417
4500,382968.31310079043,471437.13589364925,308852.5170222417
5000,356949.51751867164,427183.19457995443,308852.5170222417
500,3201765.500162375,3343113.477417998,2047170.1718840974
1000,1823113.4586264,2314638.1486695134,1023585.0859420487
1500,1170873.8046289377,1592092.5219314422,682390.0572946991
2000,863872.7574825173,1131961.2182561313,511792.54297102435
2500,662668.9626724717,870168.7102030492,409434.03437681944
3000,557685.9138276727,716517.5333136568,341195.02864734957
3500,476735.84762391733,597148.3077079544,330968.6597985055
4000,428664.7242272343,518837.9280229452,330968.6597985055
